"BT+HTC+MCF","BT+HTC+MVW","BT+HTC+MHV","BT+HMO+MCF","BT+HMO+MVW","BT+HMO+MHV","GAFES(pop:30,gen:100)","SPLConfig"
"1.0","1.0","1.0","1.0","1.0","1.0","0.659406375865546","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.8166327203962304","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.5052923693531939","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.6448810545875479","1.0"
"0.9335157691204782","0.9335157691204782","0.9335157691204782","0.9335157691204782","0.9335157691204782","0.9335157691204782","0.9235098748938109","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.9419089733049666","0.8370397933935876"
"1.0","1.0","1.0","0.8693997605109194","1.0","1.0","0.6115973464702023","1.0056538298445756"
"1.0","1.0","1.0","1.0","1.0","1.0","1.0703816283659013","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"0.8334694004170711","0.9739279827451595","0.9739279827451595","1.0","0.9739279827451595","0.9739279827451595","0.7775065823075722","1.0494761619046515"
"1.0","1.0","1.0","1.0","1.0","1.0","0.6360464899732302","1.0536714385342685"
"1.0","1.0","1.0","1.0","1.0","1.0","0.4789989139176729","0.9875092416836246"
"1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.1719251568529914"
"1.0","1.0","1.0","1.0","1.0","1.0","0.9993615374762693","1.2713195118757274"
"1.0","1.0","1.0","1.0","1.0","1.0","0.6688593190531263","1.1743681292081034"
"0.9904012810660158","0.9904012810660158","0.9904012810660158","0.9904012810660158","0.9904012810660158","0.9904012810660158","0.8014754528638705","1.0"
"0.8494244973857911","1.0","1.0","0.8494244973857911","1.0","1.0","1.0","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.492935756867447","1.0"
"1.0","1.0","1.0","1.0","1.0","1.0","0.9832849005339303","1.0"
