B&B-HB-MHV,BestFS-HB-MHV,B&B-HB-MVPWU,BestFS-HB-MVPWU,B&B-HB-MCF,BestFS-HB-MCF,01LP,BoolOpt
0.145626,0.136888,0.056211,0.046891,0.083298,0.092326,0.794532,0.426683
0.124073,0.115918,0.055046,0.044852,0.075434,0.080968,0.251641,0.251349
0.112132,0.101938,0.025338,0.017475,0.02563,0.016019,0.335812,0.309017
0.208535,0.178246,0.191934,0.187565,0.275523,0.272902,0.798027,0.975982
0.139218,0.132228,0.051551,0.040484,0.050096,0.04427,0.29358,0.37251
0.119704,0.112423,0.040484,0.031746,0.053299,0.040776,0.291543,0.273485
0.121743,0.115335,0.029708,0.022718,0.034367,0.02563,0.351248,0.438041
0.131354,0.122908,0.063202,0.052716,0.082132,0.061454,0.745602,1.02928
0.137471,0.127859,0.062619,0.044853,0.057668,0.044562,0.400179,0.359987
0.142422,0.131936,0.062327,0.052425,0.071648,0.073978,0.283678,0.284844
0.141256,0.13252,0.054173,0.044853,0.061163,0.050387,0.300279,0.291542
0.176789,0.156693,0.07922,0.066405,0.149703,0.079511,0.702497,0.741233
0.152324,0.141548,0.048639,0.037571,0.047183,0.037863,0.785795,0.737447
0.140675,0.131063,0.066697,0.050387,0.083298,0.064949,0.473283,0.698128
0.151159,0.140383,0.039028,0.028834,0.045143,0.035242,0.410955,0.369889
0.151451,0.138344,0.057667,0.049221,0.073395,0.056794,0.722885,0.87317
0.101647,0.094365,0.067571,0.046309,0.079511,0.071648,0.516971,0.549299
0.143004,0.133684,0.05126,0.041649,0.06757,0.057668,0.277562,0.362025
0.145335,0.138053,0.123199,0.080094,0.162227,0.073396,0.382704,0.415907
0.146499,0.141548,0.074561,0.061745,0.092327,0.075725,0.567939,0.448235
0.141839,0.116209,0.034368,0.023882,0.029708,0.020096,0.318919,0.319502
0.138635,0.127277,0.053299,0.043688,0.03495,0.026212,0.551921,0.576385
0.144169,0.135723,0.057377,0.048056,0.044852,0.036115,0.320376,0.373093
0.157858,0.145625,0.045435,0.036697,0.045144,0.036406,0.3329,0.364064
0.149703,0.140383,0.057668,0.047474,0.053008,0.042813,0.365229,0.30727
0.086501,0.080385,0.043105,0.035824,0.04893,0.039028,0.290086,0.355617
0.134557,0.124946,0.098152,0.113297,0.1232,0.098734,0.469497,0.597938
0.145043,0.133393,0.042522,0.03262,0.039319,0.030581,0.579881,0.561532
0.178246,0.169217,0.228632,0.215817,0.207662,0.173003,0.810552,0.734826
0.126985,0.117374,0.030582,0.024173,0.049221,0.031164,0.48202,0.463089
0.156984,0.145334,0.050095,0.041066,0.070774,0.057377,0.432217,0.37484
0.161353,0.152325,0.111258,0.099025,0.101064,0.096986,0.459012,0.60551
0.274067,0.285426,0.403383,0.38882,0.529203,0.524542,0.498039,0.469496
0.16077,0.153198,0.051842,0.038445,0.055629,0.041649,0.363772,0.385908
0.18873,0.177954,0.081259,0.071066,0.090871,0.063202,0.775893,0.517261
0.161935,0.15145,0.047183,0.037863,0.04194,0.03262,0.366976,0.506194
0.181158,0.169799,0.059123,0.048056,0.057086,0.043396,0.340181,0.32358
0.177372,0.167469,0.068444,0.06291,0.054464,0.04427,0.396392,0.469787
0.182615,0.171838,0.055338,0.043687,0.035824,0.026212,0.508233,0.704244
0.189313,0.17009,0.069609,0.053882,0.055921,0.045727,0.385325,0.355035
0.178828,0.171546,0.063202,0.051552,0.057376,0.056793,0.352705,0.417071
0.187566,0.163683,0.056794,0.045435,0.116209,0.063784,0.415615,0.395228
0.180284,0.161062,0.071939,0.062036,0.053881,0.044853,0.916276,0.935789
0.156402,0.149703,0.106306,0.074269,0.115918,0.105141,0.532989,0.650072
0.233,0.217856,0.106598,0.094074,0.088249,0.082133,0.281931,0.26795
0.189313,0.17446,0.057085,0.048056,0.059998,0.048638,0.422897,0.431343
0.184653,0.171837,0.091161,0.068735,0.071939,0.061162,0.323871,0.29096
0.16543,0.143004,0.03728,0.039902,0.036115,0.027378,0.627354,0.57726
0.159314,0.150868,0.04194,0.034659,0.043396,0.033494,0.369307,0.372802
0.166596,0.162518,0.110093,0.093201,0.096113,0.06757,0.689973,0.614248
0.181158,0.168343,0.031164,0.021843,0.038154,0.02796,0.471244,0.356491
0.144169,0.134266,0.033785,0.025921,0.034368,0.035823,0.550464,0.469788
0.157858,0.169508,0.059706,0.048639,0.063784,0.052716,0.320376,0.621529
0.150286,0.13951,0.043979,0.03495,0.037863,0.028834,0.441245,0.549881
0.209118,0.195429,0.151159,0.127568,0.146207,0.131355,0.535901,0.488719
0.164265,0.156111,0.053881,0.044562,0.064366,0.05359,0.308435,0.279892
0.17708,0.164265,0.028834,0.022718,0.034077,0.026213,0.371636,0.860064
0.175915,0.166305,0.07689,0.065532,0.148538,0.152324,0.36552,0.40513
0.174169,0.155528,0.078637,0.096113,0.087375,0.089996,0.32358,0.311638
0.16077,0.148246,0.058833,0.047183,0.066697,0.036698,0.296202,0.38649
0.175916,0.158149,0.063201,0.057377,0.10485,0.091453,0.299114,0.271154
0.16077,0.149411,0.075726,0.06524,0.088832,0.077473,0.279601,0.258631
0.176498,0.16543,0.066405,0.056794,0.068152,0.057959,0.288921,0.397848
0.167761,0.157276,0.034076,0.025047,0.039027,0.029125,0.393772,0.333191
0.171256,0.16281,0.064949,0.053007,0.06524,0.052426,0.358821,0.403382
0.183488,0.1698,0.089123,0.076016,0.092617,0.065823,0.870549,0.613374
0.194556,0.183488,0.035533,0.025922,0.053299,0.033202,0.322706,0.931711
0.160188,0.155819,0.081842,0.069318,0.081259,0.07223,0.633471,0.660266
0.173877,0.164848,0.060581,0.04427,0.091161,0.054755,0.39115,0.896471
0.183488,0.175041,0.076308,0.063493,0.071648,0.062328,0.329988,0.291542
0.157566,0.147956,0.039028,0.029125,0.036989,0.027669,0.43309,0.394354
0.182906,0.175333,0.071357,0.06058,0.0699,0.060289,0.329987,0.301445
0.251641,0.217856,0.236786,0.228632,0.611918,0.32591,0.482603,0.465419
0.208244,0.197759,0.081841,0.07223,0.082715,0.079803,0.263874,0.260961
0.175333,0.164266,0.046017,0.037571,0.070774,0.058541,0.355327,0.383869
0.172711,0.166886,0.050095,0.040484,0.057959,0.048056,0.49833,0.509398
0.22368,0.221642,0.137471,0.124073,0.135723,0.114753,0.440372,0.394936
0.200964,0.19077,0.048056,0.037571,0.069318,0.057377,0.360569,0.332609
0.15349,0.143878,0.050678,0.040193,0.053299,0.043105,0.306687,0.2863
0.169508,0.159314,0.037863,0.02796,0.038736,0.026795,0.380665,0.405712
0.189313,0.180285,0.050387,0.039901,0.051843,0.038736,0.373092,0.37484
0.209992,0.197177,0.068444,0.057085,0.166595,0.100482,0.862977,0.758708
0.188439,0.175915,0.030582,0.022718,0.036407,0.026212,0.341346,0.470952
0.198342,0.186984,0.064367,0.049804,0.041941,0.031747,0.371345,0.908703
0.208536,0.198633,0.131936,0.11417,0.154946,0.126111,0.808804,0.664343
0.192808,0.185236,0.078056,0.064657,0.149703,0.082715,0.801522,0.825404
0.20504,0.197759,0.068444,0.057085,0.069609,0.05825,0.36552,0.532406
0.217856,0.206788,0.070191,0.059124,0.077764,0.067279,0.408625,0.375131
0.161935,0.151451,0.028834,0.020096,0.024174,0.015145,0.581336,0.672499
0.184945,0.171255,0.034076,0.024465,0.028251,0.018349,0.52163,0.679197
0.22601,0.214069,0.104559,0.088832,0.09087,0.078637,0.805018,0.839968
0.246398,0.237078,0.165431,0.151159,0.233292,0.161935,0.603763,0.69143
0.196885,0.1864,0.071648,0.058542,0.063202,0.05126,0.635801,0.463089
0.203584,0.193681,0.058542,0.046892,0.05592,0.04194,0.381538,0.348045
0.185235,0.175042,0.06058,0.051843,0.053881,0.044271,0.328531,0.37251
0.192809,0.206497,0.056794,0.045726,0.065531,0.054172,0.361442,0.996952
0.175333,0.166596,0.026503,0.017184,0.034368,0.0233,0.414158,0.568522
0.290086,0.27931,0.219021,0.175625,0.296784,0.246689,0.71939,0.665508
0.370762,0.362899,0.254845,0.233,0.159314,0.146499,0.33756,0.320958
0.203876,0.190769,0.050678,0.040775,0.075725,0.04893,0.909576,0.843463
0.198633,0.191935,0.074269,0.066114,0.122616,0.098443,0.340181,0.445031
0.214943,0.204458,0.06757,0.056794,0.074269,0.057668,0.383869,0.350083
0.210866,0.203002,0.057668,0.048639,0.04194,0.029417,0.589491,0.5193
0.17475,0.163683,0.034368,0.025339,0.028834,0.025339,0.537941,0.576094
0.169508,0.161645,0.050386,0.024465,0.036115,0.031747,0.522504,0.571726
0.203002,0.192808,0.078929,0.065822,0.079803,0.066405,0.517553,0.482312
0.231545,0.228923,0.098442,0.086793,0.100773,0.090288,0.291834,0.259796
0.185526,0.17708,0.06291,0.053008,0.069317,0.057377,0.395519,0.348919
0.226884,0.210283,0.062037,0.055628,0.081259,0.067862,0.36086,0.355034
0.224264,0.212905,0.068153,0.057377,0.116209,0.083881,0.512019,0.498039
0.230088,0.219021,0.082424,0.071356,0.080386,0.06291,0.37484,0.36086
0.210283,0.199798,0.071065,0.059707,0.089705,0.072521,0.315133,0.699293
0.237369,0.231253,0.585705,0.576676,0.261543,0.251932,1.439654,0.81026
0.210574,0.202129,0.073104,0.060289,0.088249,0.075725,0.343967,0.35853
0.354161,0.348336,0.354743,0.346006,0.40513,0.36552,0.7357,0.827153
0.225137,0.212322,0.07223,0.059415,0.07689,0.064949,0.338725,0.516096
0.236204,0.253388,0.078637,0.0699,0.103394,0.091162,0.829483,0.664634
0.22805,0.215526,0.073395,0.060289,0.075143,0.076891,0.403383,0.386199
0.261543,0.238243,0.224263,0.200381,0.42843,0.361734,0.606675,0.555416
0.202128,0.183488,0.04893,0.038154,0.027377,0.018931,0.717934,0.672207
0.195429,0.182323,0.06524,0.051551,0.041358,0.030873,0.375131,0.725506
0.206788,0.196594,0.106889,0.094366,0.115044,0.088832,0.671334,0.562697
0.221933,0.209701,0.059124,0.036406,0.039902,0.029125,0.399596,0.53794
0.240573,0.233583,0.082133,0.070774,0.081841,0.071648,0.361151,0.380957
0.225719,0.194846,0.060872,0.044562,0.061746,0.052134,0.397266,0.387072
0.375423,0.391442,0.306105,0.288629,0.386781,0.298532,0.747641,1.149858
0.227758,0.21436,0.070774,0.058541,0.079803,0.069609,0.345133,0.386781
0.213487,0.203876,0.073395,0.061745,0.073978,0.063493,0.471244,0.386781
0.328823,0.305813,0.232709,0.239408,0.267951,0.275523,0.684148,0.58221
0.264165,0.257175,0.092036,0.080968,0.101647,0.08854,0.329114,0.59852
0.234457,0.222807,0.088249,0.076308,0.096696,0.085919,0.36319,0.340763
0.244942,0.234166,0.080094,0.055921,0.055338,0.043105,0.476487,0.46804
0.235622,0.229214,0.055338,0.045727,0.048639,0.038737,0.507359,0.438624
0.255718,0.246107,0.099899,0.087666,0.099899,0.089996,0.296785,0.811717
0.24436,0.24669,0.074269,0.06757,0.119413,0.101064,0.329114,0.485224
0.550755,0.543474,0.5726,0.569395,0.657935,0.526873,0.8056,0.887733
0.294163,0.276105,0.116501,0.113588,0.166595,0.150868,0.332317,0.314843
0.255427,0.241155,0.057085,0.045435,0.072522,0.059415,0.411246,1.028698
0.238534,0.229797,0.117082,0.104268,0.141839,0.083589,0.609297,0.61483
0.344841,0.322997,0.192808,0.172129,1.022582,0.498331,1.372374,1.256165
0.511728,0.465128,0.374549,0.324745,0.54027,0.429304,0.715312,0.768612
0.251641,0.242903,0.069026,0.053882,0.102812,0.079512,0.336104,0.561823
0.243195,0.235622,0.102812,0.093491,0.124364,0.110384,0.336686,0.325619
0.206789,0.196303,0.032037,0.022426,0.026212,0.017183,0.639878,0.634927
0.617161,0.566192,0.823949,0.834143,1.291698,1.065396,0.466292,0.432508
0.233874,0.248728,0.076016,0.062619,0.077764,0.0699,0.436002,0.409207
0.266785,0.256883,0.079803,0.070482,0.084172,0.070774,0.453187,0.420275
0.263582,0.255719,0.060289,0.051843,0.075725,0.050969,0.413867,0.566191
0.223681,0.213487,0.117665,0.104559,0.150577,0.136014,0.401927,0.394645
0.284261,0.271446,0.141548,0.127568,0.157275,0.143587,0.464837,0.547843
0.25164,0.238826,0.069609,0.057085,0.064658,0.054172,0.625024,0.591239
0.309599,0.301736,0.082133,0.070191,0.096113,0.087084,0.283096,1.884102
0.329696,0.316298,0.069609,0.057376,0.21174,0.201255,0.621821,0.769194
0.228632,0.214652,0.073396,0.060289,0.20038,0.093492,1.049959,1.199953
0.276979,0.266786,0.098443,0.084171,0.094656,0.07922,0.43076,0.405421
0.565027,0.608714,0.83589,0.835599,2.820182,1.637412,0.71007,0.662305
0.262126,0.250184,0.05825,0.045727,0.058833,0.047183,0.442119,0.537066
0.239699,0.22572,0.058832,0.047183,0.062328,0.050386,0.44241,0.424936
0.267369,0.248729,0.064075,0.055338,0.059998,0.048639,0.446779,0.682109
0.260961,0.249893,0.147956,0.109801,0.068735,0.056503,0.592987,0.628519
0.259504,0.250476,0.081841,0.068444,0.102811,0.092036,0.348918,0.360568
0.26999,0.266203,0.066988,0.062911,0.087375,0.069318,0.440954,0.453186
0.284261,0.27465,0.058833,0.047182,0.04893,0.038737,0.486098,0.478526
0.272611,0.251641,0.051551,0.036989,0.052134,0.042523,0.460176,0.427557
0.259504,0.246399,0.048639,0.039028,0.052716,0.039901,0.720555,0.918605
0.285426,0.273485,0.059998,0.048056,0.04893,0.038445,0.484933,0.482603
0.266204,0.254844,0.070192,0.056211,0.056794,0.05592,0.678906,0.881907
0.277853,0.267369,0.074852,0.062037,0.068735,0.056502,0.442993,0.471826
0.283387,0.272902,0.12349,0.111258,0.230379,0.192225,0.458138,0.422605
0.300571,0.28892,0.227467,0.212904,0.309308,0.270281,0.555124,0.53794
0.287756,0.278436,0.074561,0.061745,0.073977,0.068153,0.445323,0.451147
0.358239,0.32358,0.174459,0.159605,0.146207,0.122325,0.987923,1.447517
0.273193,0.263291,0.059416,0.048639,0.128441,0.089705,0.694924,0.683857
0.785212,0.486098,0.684148,0.467749,2.255156,1.033066,0.557163,0.504155
0.313677,0.299406,0.116501,0.102812,0.117665,0.106597,0.383286,0.383286
0.31193,0.303192,0.1165,0.101355,0.140965,0.12815,0.377169,0.333191
0.283678,0.274941,0.174168,0.158732,0.123491,0.113297,0.394936,0.348627
0.263873,0.272029,0.067861,0.071066,0.072521,0.090579,0.491049,0.495418
0.312513,0.301736,0.059707,0.050095,0.062037,0.049803,0.580172,0.517553
0.299406,0.285717,0.129898,0.118831,0.513184,0.341346,0.647742,0.634053
0.283096,0.270281,0.066114,0.053299,0.103976,0.082132,0.661431,0.693178
0.337269,0.322415,0.212904,0.199216,0.240282,0.227467,0.829191,0.75201
0.317464,0.320667,0.130189,0.127277,0.224845,0.185236,0.36086,0.339016
0.331734,0.321249,0.153198,0.136305,0.287173,0.299115,0.468623,0.42144
0.258339,0.252224,0.036989,0.029999,0.032038,0.022135,0.571434,0.50299
0.336104,0.332317,0.115336,0.110675,0.123782,0.109802,0.477069,0.443866
0.382412,0.374257,0.288338,0.237079,0.214069,0.179701,1.054329,0.987923
0.302027,0.295037,0.080968,0.074269,0.084172,0.071357,0.40979,0.838511
0.333482,0.320375,0.101937,0.089997,0.11184,0.098442,0.436876,0.927343
0.296202,0.287756,0.169217,0.108928,0.252806,0.101938,0.461341,0.487845
0.312221,0.301736,0.167178,0.135722,0.081841,0.069027,0.502699,0.723176
0.441245,0.408333,0.334647,0.298241,2.196032,1.410528,0.788416,0.726671
0.310182,0.30261,0.103976,0.08854,0.115918,0.095239,0.41445,0.558619
0.3329,0.334938,0.099608,0.083298,0.100773,0.080676,0.521339,1.002777
0.30727,0.321541,0.259504,0.254553,0.286008,0.220185,0.56561,0.595608
0.322997,0.310183,0.10718,0.092909,0.131646,0.119413,0.489011,0.59619
0.285426,0.27232,0.075434,0.060289,0.096113,0.08388,0.450856,0.715021
0.3329,0.32125,0.119995,0.105433,0.204749,0.196303,0.460759,0.426974
0.278145,0.264747,0.094656,0.081841,0.092036,0.078929,0.449109,0.475612
0.296784,0.288047,0.09786,0.084755,0.103977,0.090579,0.40513,0.763369
0.336977,0.329405,0.128733,0.108054,0.145917,0.094365,1.122481,1.142577
0.315716,0.302318,0.133102,0.118539,0.243194,0.18844,1.439653,0.730748
0.326492,0.306687,0.078929,0.062328,0.094365,0.080385,0.494835,0.591531
0.295329,0.283095,0.099608,0.086793,0.100482,0.080968,0.506194,0.496001
0.356491,0.348336,0.078347,0.071939,0.106598,0.113296,0.485515,0.681818
0.339307,0.327075,0.091162,0.076308,0.10019,0.08388,0.495418,0.499204
0.347462,0.336977,0.208535,0.194556,0.935207,0.521339,0.461632,0.493962
0.33057,0.315425,0.095531,0.085919,0.14446,0.123199,0.463089,0.474447
0.320958,0.280766,0.218438,0.215234,0.099899,0.085628,0.808221,0.873461
0.397848,0.391441,0.155528,0.154363,0.098734,0.085628,0.468331,7.616793
0.325619,0.309017,0.094947,0.080386,0.148538,0.167178,0.493962,0.662596
0.369015,0.344258,0.129898,0.125238,0.190187,0.10485,0.650654,0.664343
0.35154,0.344258,0.092617,0.077181,0.075725,0.059706,0.566191,1.099472
0.305814,0.322123,0.093783,0.080094,0.078055,0.06524,0.556872,0.911616
0.341055,0.326201,0.118539,0.103103,0.094365,0.103394,0.523378,0.447944
0.33057,0.319794,0.152907,0.13747,0.226302,0.163975,0.929091,0.977438
0.352414,0.337269,0.092909,0.080677,0.081842,0.069317,0.520756,0.46804
0.320084,0.331735,0.14184,0.10019,0.113006,0.100481,0.426682,0.660557
0.353288,0.33523,0.079512,0.069027,0.084754,0.072521,0.481438,0.486098
0.516971,0.470662,0.378044,0.35387,1.1385,0.598521,0.571143,0.449691
0.348627,0.365811,0.070483,0.05592,0.09553,0.089414,0.454642,1.156848
0.397266,0.376878,0.076308,0.062037,0.107762,0.086792,0.933459,1.050542
0.508233,0.509106,0.410082,0.412411,0.80327,0.784338,2.168072,1.969147
0.382704,0.368432,0.064658,0.047765,0.100481,0.096987,0.521631,2.08623
0.339599,0.325036,0.124365,0.110384,0.142712,0.127859,0.417654,0.4028
0.38416,0.377461,0.088249,0.081259,0.102812,0.072813,0.585997,0.636383
0.410082,0.366393,0.232419,0.222224,0.759874,0.527164,0.54726,0.482602
0.347462,0.332899,0.071648,0.057668,0.062911,0.048931,0.604637,0.811716
0.390568,0.376879,0.099899,0.101937,0.101064,0.086502,0.431342,0.936371
0.412993,0.39814,0.11417,0.098734,0.175333,0.167178,0.641044,0.747932
0.381539,0.369888,0.10718,0.0932,0.119122,0.105724,0.541727,0.445614
0.410663,0.37484,0.243485,0.209992,2.116811,0.974525,1.536931,1.538387
0.37717,0.36319,0.133684,0.126694,0.145334,0.117957,0.486097,0.692886
0.426683,0.41445,0.143878,0.129024,0.214652,0.182614,0.373966,0.336686
0.403091,0.392024,0.101064,0.088831,0.095821,0.087958,0.603472,0.543474
0.438041,0.396975,0.153198,0.128732,0.16747,0.154654,0.437168,0.413285
0.349209,0.371927,0.104268,0.110384,0.127859,0.112423,0.426391,0.890354
0.396392,0.388238,0.091162,0.077764,0.099899,0.086793,0.575803,0.496583
0.353579,0.336395,0.050386,0.039901,0.048639,0.03728,0.840259,0.819289
0.435711,0.425809,0.131354,0.117957,0.162518,0.147081,0.472409,0.449691
0.387072,0.393188,0.115335,0.104559,0.777349,0.384451,0.99899,0.934332
0.455516,0.437167,0.141548,0.12349,0.1631,0.138635,0.435712,0.533863
0.420566,0.410955,0.19077,0.152033,0.192808,0.191061,0.36552,0.389403
0.38882,0.401052,0.478817,0.509689,0.124656,0.103395,0.484641,1.711973
0.535319,16.041807,0.274649,0.272319,1.123646,0.752883,0.757252,0.658809
0.513475,0.502408,0.173003,0.150577,0.177081,0.16281,0.55192,0.513476
0.450274,0.847831,0.123199,0.104268,0.070191,0.053299,0.687644,0.693177
0.712691,1.346453,0.574347,0.558328,1.622267,1.132675,1.363346,1.017922
1.157722,1.226748,2.42845,2.290688,5.568426,5.233487,1.412567,2.042542
0.447361,0.434546,0.153198,0.133976,0.17009,0.15611,0.494835,0.562988
0.438041,0.3795,0.1398,0.111549,0.154945,0.143587,0.441827,0.45872
0.407752,0.438041,0.283678,0.280475,0.179411,0.158732,0.473574,0.405421
0.413576,0.408043,0.070192,0.055629,0.123199,0.07689,0.678614,0.9987
0.466292,0.487846,0.138927,0.124947,0.164848,0.154071,0.564736,0.546678
1.041513,0.989962,1.036853,0.971613,2.070793,2.085356,1.850026,1.601007
0.502991,0.525708,0.693178,0.6891,1.070347,0.974526,0.829483,0.699584
0.422023,0.415615,0.096112,0.078638,0.121743,0.088832,2.082735,2.046329
0.510563,0.45872,0.485807,0.475904,0.914237,0.79861,1.135004,1.631879
0.446779,0.431925,0.127277,0.11184,0.14446,0.12815,0.552503,0.464254
0.366685,0.356783,0.08155,0.062619,0.07922,0.05825,1.114326,1.159178
3.48802,3.780436,5.368919,5.681722,7.264088,7.172344,2.539708,2.394082
0.404257,0.387947,0.087375,0.072522,0.098152,0.149703,1.160635,1.432663
0.472117,0.453769,0.11417,0.098443,0.184362,0.153198,1.242767,1.012388
0.922683,0.863851,0.997534,0.747058,1.135878,0.782591,1.322862,1.284416
0.468041,0.456682,0.142713,0.130189,0.240573,0.187566,0.747059,1.651393
0.433964,0.420858,0.13281,0.116209,0.098151,0.080094,0.872879,0.741233
0.473574,0.466584,0.115335,0.101355,0.110967,0.097569,0.578716,0.521921
0.401634,0.392315,0.126111,0.108928,0.113005,0.096404,0.988506,1.19908
0.488719,0.582793,0.161935,0.155237,0.306978,0.279309,0.680654,0.461924
0.543474,0.568231,0.214069,0.18174,0.469788,0.402509,1.241311,1.193837
0.878704,0.872005,0.558327,0.512893,0.928799,0.694342,1.820901,1.869831
0.562988,0.544057,0.209409,0.169508,0.190187,0.172421,0.466876,0.438915
0.552212,0.542018,0.163974,0.140674,0.141256,0.124947,1.019961,0.965496
0.6358,0.620947,0.167761,0.143586,0.129607,0.117083,0.639295,0.862976
0.58425,0.584831,0.297076,0.330278,1.176944,0.874918,1.04064,1.092773
0.467166,0.431342,0.133393,0.108346,0.130772,0.116791,0.556289,0.411538
0.527164,0.512311,0.202128,0.182905,0.275523,0.201546,0.740651,0.657644
0.946565,1.029572,0.993748,0.967826,3.446663,2.579609,1.024329,1.093355
0.438624,0.434255,0.087376,0.069317,0.111549,0.0932,0.805018,0.672207
0.494835,0.478816,0.108054,0.092909,0.113879,0.101938,0.664343,0.541436
0.580463,0.546095,0.293289,0.257757,0.351832,0.324453,1.206653,1.593725
0.486097,0.460759,0.329987,0.285717,0.355326,0.349792,2.780281,2.000894
0.74036,0.703953,0.435711,0.361442,2.507379,1.526737,0.89181,0.8755
0.592113,0.567648,0.121743,0.08155,0.101938,0.075725,1.308881,1.291698
0.657354,0.592695,0.741233,0.570269,5.708226,4.411869,0.803269,0.632888
0.522504,0.524251,0.154654,0.157567,0.161353,0.150868,0.701915,0.688226
1.321696,1.303348,1.015591,0.937246,6.987109,2.325056,1.167333,0.938701
1.62984,1.437906,5.701236,6.064134,28.015422,7.508448,0.872587,0.749971
1.610618,1.40179,1.619646,1.683721,7.691645,7.14584,1.224127,1.542756
0.490466,0.499204,0.115044,0.102229,0.128441,0.10718,0.616287,1.645859
1.064814,1.10122,1.487127,1.450138,4.249642,2.923285,1.44344,1.073551
0.442701,0.43775,0.119413,0.078346,0.11417,0.089414,0.692886,1.001903
0.620947,0.613957,0.106306,0.109801,0.122034,0.100773,0.818998,1.247428
0.576385,0.623569,0.214652,0.215817,0.568522,0.530368,0.687061,0.761912
0.644538,0.506776,0.184653,0.14213,0.16543,0.150868,0.732787,1.382568
0.615705,0.597938,0.188439,0.165722,0.251641,0.167178,0.725797,1.137917
0.454934,0.482311,0.151742,0.124947,0.157567,0.144169,0.536484,0.699002
0.523378,0.510854,0.111841,0.097278,0.110676,0.077181,0.769485,1.331308
0.551629,0.512893,0.246398,0.173003,0.45872,0.313386,1.422761,1.157722
0.703953,0.650654,0.671625,0.532407,0.860064,0.808803,0.683566,0.842297
1.080541,0.858607,0.743273,0.709778,8.291621,2.402237,0.762786,0.702206
0.557455,0.552503,0.201545,0.196303,0.507941,0.482311,0.509689,0.426391
1.294319,1.363345,2.293019,2.06293,1.979341,1.799348,1.50169,1.320531
0.769485,0.767155,0.596191,0.632597,3.479283,2.037883,0.571726,0.60988
0.476487,0.452603,0.104559,0.088831,0.154654,0.128442,0.723759,1.409072
0.580463,0.575512,0.132811,0.108636,0.282222,0.226885,0.686187,2.281368
0.538231,0.538232,0.0932,0.076599,0.134267,0.114462,0.761621,0.714729
0.523669,0.519592,0.199798,0.192517,1.435284,0.643665,0.605511,0.599394
0.521339,0.508524,0.092327,0.075434,0.078929,0.079512,0.578133,1.188012
0.496291,0.482894,0.169217,0.144752,0.453769,0.324745,0.944527,0.924431
0.556581,0.54027,0.145917,0.130771,0.176206,0.17446,0.629393,0.788125
0.510854,0.52629,0.128442,0.110966,0.170965,0.161353,0.614249,1.048503
0.598229,0.56124,0.281057,0.261834,0.68211,0.559493,0.928508,0.898218
0.58425,0.578133,0.283678,0.267077,0.392023,0.279601,0.822202,0.760456
0.488137,0.489593,0.067279,0.055337,0.12116,0.096987,1.377617,1.302182
0.589783,0.568231,0.216108,0.20038,0.180867,0.205623,0.759874,2.67747
0.549008,0.509397,0.411246,0.396101,2.057688,1.789154,1.111414,1.091318
0.834434,0.820745,0.5726,0.560949,0.720263,0.747641,0.800357,0.931129
0.576386,0.56357,0.324744,0.258922,0.430177,0.373384,0.705118,4.118287
0.559784,0.542892,0.173585,0.158149,0.257174,0.234457,0.509981,0.919479
0.581628,0.605801,0.220768,0.183488,0.279018,0.261543,1.118403,1.366549
0.639005,0.630558,0.320376,0.193682,0.366394,0.343677,1.425381,3.369772
0.560367,0.560949,0.150868,0.136305,0.202128,0.16077,0.740359,2.394373
0.589783,0.576677,0.184653,0.170673,0.32824,0.250476,0.537941,0.763077
0.577259,0.571725,0.163392,0.144169,0.199798,0.182615,0.663469,0.6824
0.571434,0.557454,0.149121,0.135723,0.215235,0.224263,0.700167,0.662305
1.651102,1.755369,2.318357,2.396412,4.210906,3.781018,1.851191,2.05128
0.699585,0.694633,0.222807,0.184071,0.890937,0.49367,1.277136,2.588056
0.641917,0.623568,0.259213,0.215817,0.316298,0.323579,0.515515,0.539105
0.68211,0.6658,0.199507,0.183488,0.286882,0.243485,0.615413,0.576095
0.567065,0.552794,0.243486,0.221642,0.456972,0.152615,0.664925,5.571921
0.611627,0.593569,0.114462,0.09786,0.098734,0.094656,0.536484,3.200848
0.555415,0.53095,0.06058,0.043688,0.064075,0.047183,1.637704,1.471108
1.912353,2.017204,2.350977,2.306707,7.094581,5.010098,1.626345,1.477516
0.669003,0.661722,0.25135,0.214652,0.472118,0.46571,1.010641,0.908412
0.593278,0.612792,0.167178,0.163392,0.262417,0.243486,0.682401,1.126558
0.671624,0.624733,0.161935,0.133976,0.119121,0.102812,0.758709,1.831969
0.652111,0.63347,0.142713,0.124947,0.171547,0.140092,0.639878,1.247136
0.62852,0.620364,0.196595,0.172421,0.225137,0.20737,0.604928,0.632306
0.598229,0.550755,0.089123,0.066696,0.087666,0.071356,0.820454,0.904625
0.66114,0.64716,0.199215,0.203585,0.234166,0.199215,0.609297,0.615705
0.669003,0.723467,0.499786,0.490467,2.013126,1.668867,2.63116,2.414178
0.565318,0.552794,0.039319,0.025338,0.03728,0.021261,0.937828,0.888024
6.764011,6.969634,9.533515,10.071164,37.610101,32.673107,1.821483,1.815658
0.696672,0.687061,0.32824,0.276106,0.308435,0.326201,0.537649,0.505612
0.697837,0.68444,0.19543,0.175916,0.296494,0.20038,0.689099,0.749971
0.602889,0.58891,0.173003,0.15378,0.179702,0.181158,0.830356,1.281503
