Num ineq rest,B&B+HTC+MHV,BestFS+HTC+MHV,B&B+HTC+MVPWU,BestFS+HTC+MVPWU,B&B+HTC+MCF,BestFS+HTC+MCF,01LP,BoolOpt
0 ineq rest,1.868957,1.842453,0.697837,0.734243,0.726089,0.755213,0.803852,0.656771
0 ineq rest,2.361171,2.321852,0.718807,0.589201,0.749971,0.611336,1.053163,1.065396
0 ineq rest,2.360879,2.264767,0.632597,0.575803,0.681527,0.671042,1.130636,1.121899
0 ineq rest,2.027688,1.966234,0.649489,0.673372,0.685896,0.688808,1.265777,0.83589
0 ineq rest,1.881189,1.927498,0.507359,0.451148,0.48202,0.411537,1.054911,0.931712
0 ineq rest,2.234186,2.153218,0.74735,0.705118,1.08287,1.11549,0.632889,491.519066
0 ineq rest,1.824396,1.722167,0.579298,0.554833,0.581337,0.512019,0.77764,14.157705
0 ineq rest,1.963031,2.00701,0.74036,0.807057,0.697837,0.766281,0.701332,0.636383
0 ineq rest,2.024485,2.005844,0.402217,0.431925,0.356199,0.373966,1.16646,1.065104
0 ineq rest,1.863423,1.883228,0.45639,0.461341,0.467166,0.471244,1.095103,0.932877
0 ineq rest,3.529087,3.648791,1.757408,1.829056,1.071221,0.990253,0.536484,2131.432494
0 ineq rest,2.860958,2.802998,0.092618,0.043687,0.082424,0.063784,2.316319,2.059144
0 ineq rest,2.099337,2.100502,0.260087,0.266494,0.294455,0.298532,1.326939,1.283252
0 ineq rest,1.870995,1.93478,0.602307,0.629393,0.485224,0.508524,0.608424,6.736051
0 ineq rest,3.795291,3.800824,1.23636,0.734243,0.772397,0.77764,1.46441,1871.002072
0 ineq rest,2.081861,2.136908,0.876665,0.949769,0.911033,0.980059,0.506194,1.111122
0 ineq rest,2.224574,2.196323,0.722011,0.759291,0.706575,0.767737,0.779388,0.720555
0 ineq rest,2.443303,2.453206,0.895596,0.930255,0.733952,0.76366,0.67541,0.700458
0 ineq rest,2.396121,2.483496,0.613666,0.64949,1.287329,0.992874,1.272766,1.624889
0 ineq rest,2.486117,2.943964,0.819289,1.035688,0.904334,0.953265,0.911906,0.843171
0 ineq rest,2.97571,2.948041,0.985011,1.079958,0.972196,1.074133,1.012388,0.883364
0 ineq rest,2.473303,2.625336,0.826861,0.889771,0.76832,0.695216,0.83123,3.797329
0 ineq rest,2.737759,2.911635,1.372666,1.064814,1.272766,0.992001,0.866472,0.791037
0 ineq rest,2.75436,2.535921,0.547552,0.504738,0.460176,0.434546,1.480137,9.494488
0 ineq rest,3.846551,3.652869,1.184809,1.234904,1.191798,1.216555,1.315289,2.308455
0 ineq rest,3.924897,4.289251,1.069474,1.016174,1.181313,1.047629,1.049668,0.968701
0 ineq rest,3.015903,3.216866,1.22005,1.321696,1.106171,1.141995,0.594734,3.214828
0 ineq rest,3.240749,3.511321,0.905207,0.921809,0.921227,0.900839,1.193546,1.081706
0 ineq rest,2.787562,2.799795,0.74036,0.763951,0.499495,0.501243,0.659974,145.703496
0 ineq rest,14.09363,3.197061,1.499651,1.064522,1.374996,1.061027,1.488001,1.236651
0 ineq rest,2.990273,2.985904,0.944236,1.019087,0.972196,1.111704,0.942779,0.89647
0 ineq rest,3.006875,2.89649,0.583085,0.559202,0.557745,0.610753,1.091026,0.902295
0 ineq rest,3.951983,3.841599,0.84055,0.878121,0.784338,0.851618,1.802552,1.64615
0 ineq rest,3.61821,3.499962,1.109666,1.204614,1.068017,1.122481,1.301309,2.136908
0 ineq rest,3.671508,3.532582,1.165877,1.184226,1.314706,1.19209,1.266068,1.992156
1 ineq rest,0.085045,0.064075,1.21073,0.101647,0.115044,0.062619,0.455807,1.849734
1 ineq rest,0.119122,0.086502,0.126112,0.075726,0.050678,0.037863,0.229215,0.222225
1 ineq rest,0.101355,0.090288,0.106598,0.077472,0.048639,0.033785,0.259213,0.199507
1 ineq rest,0.057085,0.047182,0.045435,0.035532,0.01398,0.00699,0.265038,0.24436
1 ineq rest,0.06524,0.054464,0.049513,0.042231,0.025921,0.017766,0.240573,0.210575
1 ineq rest,0.074561,0.060289,0.064657,0.057376,0.033494,0.023008,0.517261,0.471535
1 ineq rest,0.073104,0.062619,0.061746,0.041358,0.032621,0.023009,0.217274,0.188148
1 ineq rest,0.070774,0.05825,0.062619,0.0466,0.076016,0.046308,0.268825,0.267368
1 ineq rest,0.061745,0.052425,0.046018,0.046309,0.023591,0.015437,0.257757,0.220185
1 ineq rest,0.077473,0.064366,0.056794,0.03728,0.04427,0.03262,0.215234,0.229506
1 ineq rest,0.101646,0.064366,0.063201,0.049512,0.043979,0.039028,0.313386,0.411246
1 ineq rest,0.061454,0.052425,0.061163,0.043105,0.037571,0.027377,0.348045,0.369597
1 ineq rest,0.154655,0.058542,0.054173,0.053299,0.049803,0.029999,0.22805,0.274941
1 ineq rest,0.063202,0.057376,0.060872,0.038445,0.040484,0.02796,0.20737,0.240864
1 ineq rest,0.068152,0.061454,0.089123,0.032329,0.051552,0.032037,0.229796,0.267951
1 ineq rest,0.066114,0.06058,0.030872,0.024174,0.030873,0.024465,0.275232,0.223098
1 ineq rest,0.070192,0.061454,0.031164,0.023591,0.022718,0.028543,0.25368,0.220768
1 ineq rest,0.074269,0.061745,0.030872,0.023592,0.040193,0.024174,0.228341,0.251058
1 ineq rest,0.084171,0.103394,0.107763,0.036698,0.044853,0.026795,0.670751,0.565318
1 ineq rest,0.083006,0.062036,0.068152,0.070191,0.06291,0.048931,0.424935,0.408334
1 ineq rest,0.060871,0.071648,0.052717,0.023591,0.021261,0.013106,0.436876,0.455225
1 ineq rest,0.101356,0.069026,0.043688,0.033202,0.021844,0.01864,0.314842,0.268242
1 ineq rest,0.082133,0.076308,0.04194,0.035824,0.039901,0.03262,0.258631,0.236496
1 ineq rest,0.064367,0.055629,0.04194,0.028542,0.029707,0.021552,0.240282,0.248146
1 ineq rest,0.071938,0.08155,0.43775,0.02563,0.037571,0.031164,0.240864,0.284261
1 ineq rest,0.065823,0.060289,0.045726,0.026795,0.042231,0.029999,0.199215,0.1864
1 ineq rest,0.057667,0.050677,0.029998,0.022135,0.01864,0.012815,0.342511,0.375131
1 ineq rest,0.057376,0.049804,0.023009,0.014854,0.012523,0.006408,0.224554,0.242904
1 ineq rest,0.063202,0.056502,0.03495,0.024173,0.047765,0.033494,0.303775,0.360277
1 ineq rest,0.069609,0.064075,0.039027,0.0233,0.027086,0.021553,0.194265,0.276106
1 ineq rest,0.0699,0.059707,0.03262,0.024174,0.029416,0.022718,0.206205,0.182323
1 ineq rest,0.078055,0.070483,0.047183,0.030872,0.036115,0.019514,0.211157,0.186692
1 ineq rest,0.028543,0.022717,0.022426,0.014563,0.013106,0.008446,0.230962,0.215526
1 ineq rest,0.066987,0.06291,0.034658,0.027378,0.031746,0.02563,0.211739,0.243777
1 ineq rest,0.077764,0.071356,0.041066,0.033202,0.03262,0.029125,0.369306,0.325036
1 ineq rest,0.084171,0.077182,0.038445,0.030873,0.027086,0.018931,0.38416,0.384159
1 ineq rest,0.097569,0.079221,0.053299,0.031164,0.02563,0.019805,0.304649,0.288921
1 ineq rest,0.080094,0.071647,0.03728,0.029125,0.0233,0.017184,0.273194,0.252806
1 ineq rest,0.085337,0.078346,0.065241,0.047474,0.03262,0.024756,0.466292,0.45639
1 ineq rest,0.074852,0.071356,0.031746,0.021844,0.015145,0.00932,0.291834,0.261543
1 ineq rest,0.088249,0.074852,0.049222,0.028251,0.035823,0.029708,0.270281,0.258631
1 ineq rest,0.06757,0.061163,0.028251,0.018348,0.020679,0.013689,0.269407,0.680071
1 ineq rest,0.07689,0.06524,0.041357,0.029999,0.030581,0.021262,0.271446,0.275232
1 ineq rest,0.086502,0.076308,0.058542,0.044562,0.053008,0.041358,0.594152,0.341346
1 ineq rest,0.071065,0.066697,0.038737,0.025339,0.029125,0.019805,3.461808,0.425227
1 ineq rest,0.093783,0.078347,0.037863,0.01864,0.049512,0.036989,0.216108,0.75434
1 ineq rest,0.070191,0.059998,0.033202,0.021552,0.026212,0.019223,0.384451,0.369306
1 ineq rest,0.078637,0.068152,0.040193,0.029707,0.036697,0.028251,0.26766,0.23038
1 ineq rest,0.082132,0.074269,0.034659,0.030872,0.028251,0.023009,0.277562,0.278145
1 ineq rest,0.084754,0.078056,0.043396,0.029708,0.035242,0.023591,0.353287,0.449691
1 ineq rest,0.094074,0.087958,0.037572,0.025922,0.03029,0.021261,0.31659,0.303775
1 ineq rest,0.080968,0.065822,0.034077,0.025339,0.026795,0.019514,0.233292,0.199507
1 ineq rest,0.06291,0.055047,0.042814,0.025339,0.027669,0.021261,0.204749,0.183196
1 ineq rest,0.067861,0.060871,0.052716,0.039319,0.035533,0.027669,0.414741,0.347753
1 ineq rest,0.054464,0.048347,0.02097,0.014272,0.014854,0.009611,0.219894,0.205331
1 ineq rest,0.063201,0.05592,0.030873,0.022718,0.028251,0.022717,0.401053,0.417654
1 ineq rest,0.066987,0.060872,0.035241,0.027086,0.026213,0.020097,0.194847,0.183488
1 ineq rest,0.064949,0.058832,0.028834,0.022135,0.02563,0.019223,0.226593,0.172421
1 ineq rest,0.049221,0.043979,0.025048,0.01864,0.017475,0.012233,0.350957,0.412994
1 ineq rest,0.062037,0.055629,0.032911,0.025339,0.02563,0.021844,0.196303,0.170382
1 ineq rest,0.064949,0.057668,0.027378,0.021261,0.031746,0.021843,0.206206,0.197759
1 ineq rest,0.027669,0.025048,0.019223,0.014562,0.018057,0.013106,0.391441,0.384451
1 ineq rest,0.0699,0.060872,0.034076,0.026503,0.027378,0.020679,0.208245,0.203002
1 ineq rest,0.07456,0.068736,0.041358,0.048056,0.036406,0.030581,0.18378,0.203584
1 ineq rest,0.071066,0.061745,0.039028,0.026796,0.031164,0.025339,0.286591,0.189022
1 ineq rest,0.075434,0.070774,0.039318,0.029707,0.038445,0.031455,0.155528,0.130481
1 ineq rest,0.056503,0.050678,0.024756,0.018349,0.021844,0.014563,0.356491,0.343094
1 ineq rest,0.062036,0.057959,0.028252,0.022717,0.024465,0.01864,0.191351,0.226302
1 ineq rest,0.08388,0.076308,0.038154,0.03029,0.033203,0.025921,0.562406,0.608423
1 ineq rest,0.086793,0.084754,0.042523,0.033202,0.023883,0.017475,0.283387,0.279018
1 ineq rest,0.086793,0.081259,0.041066,0.031746,0.022136,0.016019,0.423479,0.227758
1 ineq rest,0.076016,0.065823,0.041357,0.027378,0.028834,0.022135,0.30261,0.419693
1 ineq rest,0.094948,0.08592,0.049513,0.038154,0.050969,0.041357,0.601142,0.436585
1 ineq rest,0.072813,0.069026,0.032038,0.023882,0.031456,0.024174,0.238243,0.185236
1 ineq rest,0.069609,0.06291,0.038445,0.029708,0.036989,0.029125,0.217273,0.244359
1 ineq rest,0.069318,0.060872,0.020096,0.014854,0.017766,0.01398,0.235913,0.205332
1 ineq rest,0.071357,0.094948,0.036406,0.029125,0.042523,0.033494,0.532698,0.508525
1 ineq rest,0.145334,0.09087,0.023008,0.02097,0.017766,0.011359,0.311348,0.317755
1 ineq rest,0.113588,0.127568,0.052717,0.043397,0.034367,0.027669,0.235039,0.209409
1 ineq rest,0.116792,0.103102,0.052717,0.040193,0.043105,0.036697,0.712983,0.715312
1 ineq rest,0.100191,0.091744,0.03961,0.028252,0.0233,0.017475,0.287756,0.256301
1 ineq rest,0.098443,0.090579,0.028251,0.020387,0.023592,0.018057,0.421732,0.403965
1 ineq rest,0.094074,0.085337,0.047474,0.036406,0.041358,0.033494,0.357365,0.332608
1 ineq rest,0.090579,0.081841,0.04194,0.030872,0.03029,0.021261,0.357656,0.324454
1 ineq rest,0.113879,0.086501,0.037863,0.030582,0.028251,0.020388,0.290377,0.250767
1 ineq rest,0.103977,0.094366,0.046309,0.032329,0.031455,0.022427,0.348336,0.336394
1 ineq rest,0.090871,0.083589,0.034659,0.025339,0.021261,0.014562,0.30727,0.378626
1 ineq rest,0.044853,0.037862,0.041649,0.025048,0.036115,0.029999,0.504156,0.449692
1 ineq rest,0.10019,0.076308,0.029999,0.021553,0.017475,0.01165,0.348627,0.287756
1 ineq rest,0.125529,0.107181,0.058833,0.055338,0.055047,0.047474,0.627937,0.595899
1 ineq rest,0.080094,0.069318,0.031746,0.022427,0.015727,0.009611,0.329696,0.35387
1 ineq rest,0.093783,0.084754,0.029125,0.02097,0.026795,0.018931,0.236204,0.320085
1 ineq rest,0.08854,0.080095,0.035824,0.022718,0.020679,0.014563,0.278145,0.337851
1 ineq rest,0.085919,0.078929,0.043979,0.034659,0.029125,0.022136,0.255427,0.322997
1 ineq rest,0.080676,0.073396,0.036115,0.025048,0.026213,0.017475,0.359695,0.433672
1 ineq rest,0.08155,0.079803,0.035823,0.026795,0.025922,0.020388,0.259213,0.249602
1 ineq rest,0.096113,0.085045,0.042522,0.034076,0.034368,0.024174,0.426391,0.36785
1 ineq rest,0.098734,0.089705,0.030582,0.022135,0.031455,0.023591,0.24669,0.29591
1 ineq rest,0.089414,0.084172,0.041941,0.034076,0.033494,0.027669,0.390276,0.34921
1 ineq rest,0.08854,0.076308,0.048057,0.027378,0.033203,0.025339,0.249019,0.243486
1 ineq rest,0.081551,0.073978,0.029708,0.022426,0.023882,0.016893,0.291834,0.25601
1 ineq rest,0.081842,0.075434,0.033785,0.026795,0.048347,0.039901,0.212322,0.205914
1 ineq rest,0.076891,0.069026,0.035533,0.027378,0.033494,0.026504,0.435129,0.386199
1 ineq rest,0.033494,0.028834,0.020678,0.015437,0.023009,0.015437,0.207661,0.263582
1 ineq rest,0.071648,0.065822,0.031164,0.024757,0.032911,0.026795,0.226302,0.223099
1 ineq rest,0.028251,0.025339,0.024465,0.018058,0.019514,0.01398,0.235914,0.219021
1 ineq rest,0.07689,0.0699,0.035824,0.027669,0.032037,0.023883,0.319502,0.322705
1 ineq rest,0.078055,0.072521,0.033786,0.026503,0.027669,0.024465,0.245524,0.226302
1 ineq rest,0.07922,0.071065,0.02796,0.020971,0.034368,0.024465,0.213486,0.254845
1 ineq rest,0.073104,0.066406,0.039027,0.029707,0.033494,0.02563,0.200963,0.234457
1 ineq rest,0.08155,0.073687,0.058833,0.035532,0.055046,0.03728,0.481146,0.401635
1 ineq rest,0.071356,0.070774,0.031746,0.022135,0.030581,0.022135,0.22339,0.200381
1 ineq rest,0.064075,0.05825,0.03961,0.032038,0.03495,0.025922,0.199507,0.170091
1 ineq rest,0.072813,0.066405,0.035241,0.026213,0.027669,0.021553,0.483767,0.409499
1 ineq rest,0.070774,0.064075,0.025339,0.01864,0.019805,0.01398,0.236787,0.219021
1 ineq rest,0.079802,0.073395,0.036989,0.029998,0.03961,0.041357,0.291251,0.417945
1 ineq rest,0.068735,0.061745,0.019514,0.012524,0.012815,0.00699,0.241447,0.226302
1 ineq rest,0.067279,0.061745,0.032621,0.0233,0.027086,0.019806,0.201837,0.183779
1 ineq rest,0.073978,0.066114,0.019223,0.013689,0.03029,0.021843,0.200089,0.30261
1 ineq rest,0.072522,0.068735,0.027669,0.020388,0.031455,0.024174,0.233583,0.244068
1 ineq rest,0.099317,0.094366,0.041066,0.03262,0.049804,0.034659,0.253389,0.215817
1 ineq rest,0.084754,0.074852,0.027378,0.019223,0.023883,0.017767,0.327948,0.313094
1 ineq rest,0.08854,0.080385,0.036407,0.027669,0.037862,0.029999,0.234166,0.218438
1 ineq rest,0.093201,0.084463,0.043979,0.036698,0.041358,0.035241,0.295328,0.267951
1 ineq rest,0.080386,0.072522,0.030873,0.022426,0.029416,0.021553,0.229505,0.292998
1 ineq rest,0.083589,0.077764,0.064949,0.052133,0.10485,0.063784,0.274941,0.285426
1 ineq rest,0.085337,0.092909,0.026504,0.019805,0.024756,0.017475,0.235039,0.294746
1 ineq rest,0.085045,0.076891,0.037862,0.043105,0.031455,0.024757,0.251058,0.226885
1 ineq rest,0.094366,0.085045,0.07456,0.040775,0.042232,0.03495,0.22106,0.190478
1 ineq rest,0.080968,0.073687,0.03029,0.0233,0.028834,0.021261,0.593278,0.593278
1 ineq rest,0.07922,0.07223,0.04893,0.026795,0.036406,0.02796,0.214361,0.189021
1 ineq rest,0.099899,0.094365,0.055046,0.047474,0.046017,0.03728,0.473574,0.368723
1 ineq rest,0.085336,0.074852,0.021261,0.014272,0.015436,0.010194,0.274358,0.266494
1 ineq rest,0.101064,0.096404,0.067861,0.054755,0.063492,0.05592,0.466002,0.477069
1 ineq rest,0.096696,0.089414,0.050095,0.039901,0.053881,0.052134,0.250476,0.240864
1 ineq rest,0.085627,0.077764,0.032038,0.0233,0.033785,0.025047,0.236496,0.253971
1 ineq rest,0.089123,0.081259,0.050969,0.041358,0.054173,0.042232,0.538232,0.723759
1 ineq rest,0.078638,0.069027,0.018931,0.012233,0.013689,0.008155,0.253679,0.255135
1 ineq rest,0.089705,0.082424,0.036989,0.029125,0.03728,0.029416,0.219603,0.210865
1 ineq rest,0.088249,0.07922,0.03728,0.029416,0.052716,0.033203,0.368141,0.345715
1 ineq rest,0.093783,0.087957,0.055629,0.038445,0.034367,0.027087,0.305522,0.253679
1 ineq rest,0.101064,0.094656,0.027669,0.027086,0.035824,0.026795,0.291542,0.273485
1 ineq rest,0.101064,0.086502,0.047474,0.031746,0.03961,0.024756,0.324453,0.318629
1 ineq rest,0.071939,0.063784,0.024756,0.018931,0.020387,0.012232,0.233874,0.227467
1 ineq rest,0.08854,0.079803,0.031455,0.03495,0.036406,0.0233,0.274941,0.246107
1 ineq rest,0.092035,0.082424,0.03728,0.029708,0.047765,0.038154,0.259213,0.224845
1 ineq rest,0.088832,0.085337,0.045144,0.036989,0.119413,0.069901,0.359695,0.323288
1 ineq rest,0.092036,0.086501,0.036407,0.028251,0.058541,0.035241,0.257466,0.312221
1 ineq rest,0.101646,0.078638,0.081841,0.065822,0.110093,0.085337,0.290086,0.25834
1 ineq rest,0.09786,0.092035,0.046017,0.037863,0.06058,0.052134,0.189604,0.189313
1 ineq rest,0.07922,0.072521,0.024174,0.015728,0.038445,0.03262,0.223389,0.399887
1 ineq rest,0.088249,0.080968,0.040192,0.034077,0.053299,0.03728,0.23038,0.237952
1 ineq rest,0.090579,0.082715,0.041649,0.03262,0.034368,0.026213,0.226302,0.297367
1 ineq rest,0.095821,0.089414,0.03495,0.02796,0.039319,0.027378,0.241156,0.258631
1 ineq rest,0.095822,0.087084,0.031455,0.02563,0.040483,0.032037,0.210284,0.591239
1 ineq rest,0.094948,0.08854,0.041649,0.036698,0.03728,0.030872,0.169799,0.158731
1 ineq rest,0.074852,0.070192,0.020097,0.014271,0.020096,0.013689,0.242612,0.21407
1 ineq rest,0.07223,0.065823,0.019514,0.013398,0.014272,0.010194,0.259505,0.343093
1 ineq rest,0.076599,0.068153,0.025048,0.017767,0.018641,0.012815,0.315134,0.38882
1 ineq rest,0.086502,0.07922,0.037281,0.02796,0.034658,0.026795,0.243485,0.289794
1 ineq rest,0.089706,0.080968,0.036698,0.027086,0.031747,0.023591,0.230088,0.234749
1 ineq rest,0.099317,0.091162,0.055047,0.036407,0.045144,0.036989,0.24669,0.211157
1 ineq rest,0.106307,0.099025,0.053299,0.043687,0.062036,0.065532,0.382121,0.356783
1 ineq rest,0.144752,0.098152,0.049513,0.04194,0.079802,0.059706,0.196303,0.180867
1 ineq rest,0.106016,0.089414,0.028834,0.0233,0.033494,0.025921,0.256592,0.308144
1 ineq rest,0.087667,0.078347,0.040775,0.032329,0.028543,0.021844,0.354161,0.387655
1 ineq rest,0.087084,0.076891,0.039902,0.031164,0.050095,0.039027,0.269699,0.278727
1 ineq rest,0.110966,0.104559,0.092326,0.080385,0.092618,0.076308,0.338434,0.327366
1 ineq rest,0.093492,0.086502,0.029708,0.02796,0.014562,0.008446,0.292707,0.26533
1 ineq rest,0.087958,0.077473,0.040193,0.022718,0.031455,0.0233,0.243486,0.221642
1 ineq rest,0.091744,0.10019,0.035533,0.03029,0.036698,0.028834,0.223389,0.404547
1 ineq rest,0.090579,0.083589,0.055629,0.04427,0.07223,0.059707,0.416488,0.396684
1 ineq rest,0.091744,0.093782,0.038736,0.03029,0.040484,0.029708,0.315134,0.361442
1 ineq rest,0.090288,0.084171,0.038736,0.029708,0.022717,0.01631,0.225137,0.394354
1 ineq rest,0.081259,0.073395,0.040193,0.031747,0.02796,0.021261,0.562987,0.54959
1 ineq rest,0.083007,0.076307,0.033785,0.025339,0.034659,0.026795,0.25601,0.417945
1 ineq rest,0.092909,0.084172,0.040193,0.028834,0.030872,0.0233,0.252806,0.230671
1 ineq rest,0.096113,0.088249,0.031747,0.023009,0.039319,0.031164,0.261543,0.260378
1 ineq rest,0.099899,0.091162,0.033202,0.025339,0.031163,0.024173,0.313969,0.316008
1 ineq rest,0.090579,0.083007,0.044853,0.024174,0.039319,0.032037,0.238534,0.237369
1 ineq rest,0.081259,0.073396,0.047474,0.0233,0.015436,0.010194,0.288921,0.304357
1 ineq rest,0.076016,0.0699,0.018931,0.012815,0.014562,0.008446,0.284552,0.279601
1 ineq rest,0.099025,0.090579,0.043396,0.033202,0.045436,0.03961,0.284552,0.295328
1 ineq rest,0.097569,0.092326,0.037862,0.029707,0.037572,0.028543,0.290668,0.275523
1 ineq rest,0.092909,0.085628,0.046309,0.036989,0.04194,0.03262,0.241738,0.237661
1 ineq rest,0.109219,0.082424,0.040484,0.029707,0.040193,0.03262,0.585123,0.290668
1 ineq rest,0.099899,0.092035,0.046891,0.037572,0.040192,0.036406,0.207662,0.210283
1 ineq rest,0.096404,0.084171,0.045144,0.034368,0.044852,0.03495,0.261835,0.256884
1 ineq rest,0.092326,0.104267,0.035532,0.027669,0.046891,0.038737,0.227759,0.296785
1 ineq rest,0.101646,0.089705,0.038445,0.029416,0.045435,0.03728,0.312803,0.355909
1 ineq rest,0.105142,0.093492,0.030581,0.022135,0.035241,0.026795,0.29329,0.306688
1 ineq rest,0.108345,0.099025,0.037571,0.052134,0.03728,0.02796,0.297076,0.255718
1 ineq rest,0.089414,0.08621,0.077764,0.050096,0.06757,0.057376,0.466875,0.573181
1 ineq rest,0.076017,0.068444,0.021844,0.016019,0.023591,0.016019,0.252223,0.251641
1 ineq rest,0.092326,0.083881,0.035532,0.028834,0.035532,0.023591,0.275814,0.248146
1 ineq rest,0.087958,0.103394,0.029417,0.019805,0.03262,0.024756,0.24465,0.317755
1 ineq rest,0.091744,0.089414,0.041066,0.03262,0.041066,0.033786,0.270863,0.232418
1 ineq rest,0.097569,0.089705,0.061163,0.050095,0.059416,0.049513,0.58891,0.613083
1 ineq rest,0.104559,0.09087,0.078638,0.069609,0.100191,0.083298,0.394936,0.521048
1 ineq rest,0.105724,0.098734,0.055629,0.048348,0.064366,0.048639,0.269116,0.256592
1 ineq rest,0.096113,0.087375,0.040775,0.032328,0.041941,0.03961,0.251641,0.228924
1 ineq rest,0.088249,0.080968,0.032912,0.026504,0.030872,0.024756,0.250476,0.24669
1 ineq rest,0.106889,0.099608,0.042523,0.034076,0.043688,0.035824,0.214943,0.216691
1 ineq rest,0.080967,0.071066,0.027377,0.020096,0.025921,0.018349,0.317172,0.386781
1 ineq rest,0.077473,0.070191,0.02097,0.014854,0.018058,0.011068,0.363772,0.338142
1 ineq rest,0.089996,0.087084,0.05825,0.053299,0.046018,0.033786,0.320958,0.341928
1 ineq rest,0.106015,0.0932,0.099316,0.085337,0.075434,0.05126,0.611626,0.57988
1 ineq rest,0.075143,0.06757,0.0233,0.015145,0.015437,0.008155,0.40513,0.416489
1 ineq rest,0.109219,0.084171,0.039319,0.02796,0.03961,0.03029,0.21669,0.362899
1 ineq rest,0.084463,0.077181,0.038154,0.029416,0.035824,0.028543,0.351249,0.40047
1 ineq rest,0.115044,0.109219,0.018348,0.013107,0.043978,0.034367,0.238825,1.202284
1 ineq rest,0.101064,0.089414,0.036989,0.023883,0.036115,0.026504,0.267369,0.268824
1 ineq rest,0.099317,0.092909,0.045435,0.034659,0.039902,0.031455,0.285426,0.278144
1 ineq rest,0.086792,0.081842,0.040193,0.046309,0.035241,0.027087,0.245524,0.236496
1 ineq rest,0.103103,0.094948,0.039027,0.032038,0.049221,0.043396,0.234165,0.309891
1 ineq rest,0.113879,0.105433,0.053882,0.046018,0.068444,0.057958,0.37251,0.422022
1 ineq rest,0.1165,0.107762,0.059124,0.048056,0.572891,0.266786,0.778514,0.718807
1 ineq rest,0.161935,0.152033,0.188148,0.175333,0.149412,0.106016,0.439789,0.410081
1 ineq rest,0.096113,0.088832,0.062036,0.041649,0.034659,0.027669,0.277271,0.359112
1 ineq rest,0.101646,0.096696,0.029999,0.024465,0.035241,0.031164,0.277271,0.375131
1 ineq rest,0.104268,0.094074,0.036406,0.028833,0.030581,0.024757,0.276689,0.259504
1 ineq rest,0.112423,0.106307,0.119705,0.055047,0.327657,0.144752,0.394063,0.339307
1 ineq rest,0.119122,0.112714,0.093491,0.08155,0.092036,0.084463,0.442701,0.392024
1 ineq rest,0.104559,0.096695,0.03961,0.030873,0.055629,0.040776,0.324163,0.295328
1 ineq rest,0.098151,0.092035,0.036989,0.028834,0.037571,0.031164,0.247563,0.264165
1 ineq rest,0.096695,0.089414,0.049222,0.040193,0.141547,0.071065,0.448235,0.373674
1 ineq rest,0.104559,0.094074,0.037571,0.027377,0.041357,0.032329,0.264456,0.269698
1 ineq rest,0.10252,0.093491,0.040484,0.031164,0.058541,0.038154,0.619199,0.512019
1 ineq rest,0.108345,0.100481,0.048639,0.039901,0.060289,0.050678,0.215526,0.197468
1 ineq rest,0.084754,0.075725,0.032038,0.02097,0.025339,0.018931,0.30756,0.293872
1 ineq rest,0.107471,0.098152,0.047474,0.038736,0.053007,0.044853,0.255718,0.31426
1 ineq rest,0.197468,0.184362,0.155528,0.143878,0.243486,0.149994,0.627646,0.490757
1 ineq rest,0.102812,0.092327,0.033494,0.027378,0.026503,0.019223,0.290377,0.266494
1 ineq rest,0.103686,0.095239,0.035533,0.027669,0.03961,0.026795,0.237369,0.215234
1 ineq rest,0.096695,0.089122,0.038153,0.029125,0.025922,0.019805,0.251932,0.254262
1 ineq rest,0.087667,0.079512,0.026795,0.019514,0.023882,0.017184,0.25834,0.265038
1 ineq rest,0.106016,0.097278,0.051552,0.041358,0.072813,0.064657,0.260669,0.267659
1 ineq rest,0.111549,0.100482,0.056794,0.033785,0.043979,0.048057,0.280766,0.361442
1 ineq rest,0.097278,0.089123,0.020096,0.014271,0.014271,0.008737,0.335812,0.310473
1 ineq rest,0.118248,0.136597,0.057959,0.046601,0.117956,0.094656,0.39581,0.345133
1 ineq rest,0.099317,0.090579,0.032911,0.025048,0.031164,0.023009,0.257757,0.274067
1 ineq rest,0.096987,0.089414,0.024756,0.019223,0.030872,0.020679,0.286882,0.260669
1 ineq rest,0.096695,0.08854,0.029999,0.022136,0.025047,0.017767,0.562406,0.630558
1 ineq rest,0.106307,0.10019,0.061163,0.047473,0.061454,0.042814,0.565609,0.597646
1 ineq rest,0.109801,0.103394,0.044852,0.035824,0.058833,0.050095,0.219895,0.303774
1 ineq rest,0.097569,0.089997,0.035533,0.02796,0.043687,0.03495,0.253388,0.297367
1 ineq rest,0.03029,0.026795,0.023591,0.018058,0.021553,0.016018,0.353287,0.354161
1 ineq rest,0.093491,0.085628,0.037571,0.027378,0.043105,0.035241,0.532115,0.343094
1 ineq rest,0.097861,0.087375,0.038445,0.030582,0.034659,0.025921,0.365812,0.425226
1 ineq rest,0.094074,0.085919,0.034368,0.024756,0.033203,0.025048,0.269698,0.263873
1 ineq rest,0.096112,0.085628,0.029999,0.022718,0.027669,0.019223,0.292415,0.265038
1 ineq rest,0.108055,0.102521,0.046309,0.039318,0.085627,0.063202,0.373092,0.355326
1 ineq rest,0.115045,0.098152,0.03262,0.02563,0.034368,0.026504,0.270572,0.297949
1 ineq rest,0.10718,0.097278,0.049513,0.039319,0.040483,0.032911,0.2796,0.269989
