Num ineq rest,B&B+HTC+MHV,BestFS+HTC+MHV,B&B+HTC+MVPWU,BestFS+HTC+MVPWU,B&B+HTC+MCF,BestFS+HTC+MCF,01LP,BoolOpt
1 ineq rest,0.104559,0.094948,0.050969,0.040484,0.061163,0.054173,0.499204,0.505029
1 ineq rest,0.113587,0.110384,0.050387,0.043396,0.052716,0.043105,0.229215,0.238535
1 ineq rest,0.100772,0.092327,0.036115,0.02796,0.070191,0.050678,0.3329,0.62881
1 ineq rest,0.099026,0.113296,0.084463,0.072521,0.059415,0.043397,0.655897,0.619199
1 ineq rest,0.129898,0.119122,0.080676,0.054756,0.059706,0.05126,0.696089,0.464545
1 ineq rest,0.132519,0.128733,0.034076,0.023883,0.039902,0.03029,0.345715,0.314842
1 ineq rest,0.142422,0.135723,0.103686,0.091162,0.170382,0.138926,0.43542,0.415324
1 ineq rest,0.128442,0.10951,0.038153,0.032329,0.057085,0.045727,0.68211,0.386781
1 ineq rest,0.117375,0.106015,0.041067,0.032038,0.046309,0.039901,0.284843,0.308726
1 ineq rest,0.111549,0.101647,0.033785,0.024465,0.027378,0.019223,0.359694,0.36086
1 ineq rest,0.112131,0.104268,0.053299,0.039901,0.054756,0.047183,0.290086,0.441827
1 ineq rest,0.117665,0.108928,0.0466,0.037863,0.049221,0.03495,0.247272,0.24232
1 ineq rest,0.119122,0.103977,0.024756,0.018931,0.02097,0.012815,0.394354,0.489302
1 ineq rest,0.119704,0.112423,0.04893,0.039027,0.047474,0.038154,0.271154,0.385325
1 ineq rest,0.119122,0.111258,0.043687,0.033493,0.055629,0.045727,0.531533,0.470953
1 ineq rest,0.106889,0.096404,0.031746,0.022718,0.028252,0.020679,0.415033,0.427848
1 ineq rest,0.102812,0.095822,0.034659,0.025048,0.030581,0.029999,0.386489,0.410373
1 ineq rest,0.129607,0.118831,0.097861,0.085046,0.087084,0.060289,0.803561,0.785503
1 ineq rest,0.128442,0.117665,0.045727,0.03262,0.047474,0.038445,0.632597,0.529203
1 ineq rest,0.116209,0.107471,0.042814,0.033202,0.044561,0.035824,0.250476,0.237952
1 ineq rest,0.112714,0.102812,0.043105,0.035241,0.050096,0.043105,0.341638,0.391733
1 ineq rest,0.124947,0.115917,0.05359,0.043105,0.043979,0.029416,0.381248,0.415032
1 ineq rest,0.124655,0.116209,0.045144,0.037863,0.044562,0.035533,0.447653,0.504447
1 ineq rest,0.117957,0.107762,0.045144,0.035824,0.047183,0.041358,0.547552,0.436876
1 ineq rest,0.099608,0.089414,0.029417,0.021261,0.024465,0.017766,0.38416,0.379791
1 ineq rest,0.120869,0.109219,0.049803,0.040192,0.04893,0.039028,0.456391,0.39115
1 ineq rest,0.165139,0.149995,0.113297,0.093783,0.085919,0.078638,0.512602,0.613957
1 ineq rest,0.133393,0.122035,0.050387,0.03961,0.043105,0.033494,0.341055,0.31426
1 ineq rest,0.147664,0.138635,0.079512,0.050095,0.053881,0.044853,0.298241,0.270572
1 ineq rest,0.135141,0.124947,0.04427,0.035823,0.050677,0.028834,0.340763,0.332026
1 ineq rest,0.180867,0.184362,0.102229,0.084463,0.194556,0.195429,1.114035,1.054037
1 ineq rest,0.13514,0.122908,0.032038,0.022427,0.043105,0.032037,0.315716,0.600559
1 ineq rest,0.123491,0.114462,0.052425,0.043979,0.036115,0.022718,0.689682,0.636092
1 ineq rest,0.128151,0.120286,0.04427,0.032329,0.024757,0.016892,0.367558,0.306104
1 ineq rest,0.165431,0.158731,0.108927,0.09087,0.174459,0.101938,0.836764,0.755214
1 ineq rest,0.131936,0.121452,0.038154,0.027669,0.024465,0.01631,0.343093,0.642499
1 ineq rest,0.137471,0.121451,0.041358,0.030582,0.040192,0.030581,0.319793,0.343676
1 ineq rest,0.133684,0.122034,0.067279,0.044561,0.042231,0.03262,0.314842,0.561532
1 ineq rest,0.139509,0.128733,0.04893,0.039028,0.05359,0.040484,0.326201,0.319211
1 ineq rest,0.139217,0.128441,0.057377,0.046018,0.046309,0.037863,0.35853,0.309599
1 ineq rest,0.203584,0.196012,0.11184,0.099607,0.17708,0.141839,0.368141,0.346589
1 ineq rest,0.142131,0.130189,0.041066,0.036115,0.036115,0.039028,0.298533,0.42843
1 ineq rest,0.157276,0.153198,0.147082,0.117083,0.280475,0.235039,0.869384,0.871714
1 ineq rest,0.160188,0.137471,0.050386,0.041358,0.06058,0.047765,0.298532,0.285134
1 ineq rest,0.131354,0.122326,0.04893,0.039319,0.041067,0.047183,0.302901,0.377752
1 ineq rest,0.138635,0.129606,0.037863,0.029707,0.042231,0.034367,0.271737,0.290668
1 ineq rest,0.139509,0.126985,0.077472,0.066697,0.0932,0.081842,0.787833,0.555124
1 ineq rest,0.173585,0.16747,0.106598,0.096695,0.103394,0.091162,0.450857,0.448527
1 ineq rest,0.135723,0.124946,0.048056,0.041357,0.055046,0.045726,0.308726,0.258048
1 ineq rest,0.125238,0.116501,0.043688,0.035533,0.053882,0.044561,0.273484,0.260379
1 ineq rest,0.114461,0.110384,0.057668,0.04893,0.105141,0.077764,0.856278,0.761039
1 ineq rest,0.131645,0.122034,0.064366,0.049804,0.091162,0.070191,0.454643,0.4028
1 ineq rest,0.08854,0.082133,0.051843,0.041357,0.047766,0.038445,0.301444,0.297659
1 ineq rest,0.123781,0.11417,0.050095,0.040193,0.054755,0.043979,0.275814,0.245525
1 ineq rest,0.124073,0.116209,0.048056,0.040484,0.054172,0.044561,0.271737,0.248146
1 ineq rest,0.119413,0.113296,0.055046,0.046309,0.062619,0.039028,0.373675,0.369306
1 ineq rest,0.169508,0.162226,0.0932,0.080385,0.117374,0.107763,0.64046,0.945692
1 ineq rest,0.130189,0.118539,0.038153,0.028251,0.037863,0.024465,0.34921,0.296784
1 ineq rest,0.115627,0.105141,0.030872,0.0233,0.064657,0.035241,0.408334,0.414159
1 ineq rest,0.118248,0.111258,0.040775,0.032329,0.047182,0.041649,0.625024,0.736865
1 ineq rest,0.135723,0.126112,0.083006,0.061454,0.082424,0.07223,0.808221,0.808804
1 ineq rest,0.111258,0.100481,0.036115,0.026212,0.029416,0.020387,0.471244,0.542891
1 ineq rest,0.121743,0.106889,0.031163,0.023009,0.02796,0.019223,0.54027,0.741234
1 ineq rest,0.128442,0.116209,0.043687,0.032911,0.025048,0.016893,0.573181,0.518427
1 ineq rest,0.146208,0.138344,0.088832,0.067279,0.0699,0.061163,0.537649,0.520465
1 ineq rest,0.122908,0.110676,0.02796,0.020096,0.03262,0.024174,0.341346,0.431925
1 ineq rest,0.131354,0.119705,0.028252,0.020388,0.030873,0.022136,0.31892,0.426682
1 ineq rest,0.152616,0.143587,0.072813,0.059998,0.079512,0.068444,0.255427,0.239991
1 ineq rest,0.133684,0.129024,0.047183,0.037863,0.066114,0.039901,0.308435,0.303775
1 ineq rest,0.136597,0.129898,0.067861,0.051261,0.047765,0.038445,0.512893,0.451439
1 ineq rest,0.124364,0.116792,0.043397,0.035533,0.078929,0.04893,0.308435,0.287756
1 ineq rest,0.126403,0.118248,0.047474,0.038154,0.045727,0.036406,0.280766,0.279019
1 ineq rest,0.159897,0.144752,0.064949,0.050969,0.045435,0.032329,0.612501,0.547843
1 ineq rest,0.147082,0.137179,0.062328,0.051843,0.083297,0.072522,0.462215,0.426391
1 ineq rest,0.141548,0.121743,0.060289,0.04194,0.052133,0.041649,0.29096,0.254554
1 ineq rest,0.12116,0.110675,0.060871,0.052425,0.108054,0.077182,0.399014,0.350375
1 ineq rest,0.142713,0.127568,0.035533,0.029707,0.046017,0.036406,0.609297,0.618326
1 ineq rest,0.135723,0.127859,0.060289,0.048639,0.071066,0.062327,0.476778,0.471535
1 ineq rest,0.141548,0.141548,0.057377,0.044853,0.050677,0.040775,0.585705,0.566192
1 ineq rest,0.118248,0.110384,0.077181,0.068735,0.081551,0.066696,0.446779,0.44474
1 ineq rest,0.142131,0.128151,0.056211,0.04893,0.048347,0.039902,0.520756,0.641043
1 ineq rest,0.127567,0.116209,0.039319,0.028252,0.027087,0.01864,0.5193,0.471244
1 ineq rest,0.127568,0.119121,0.046891,0.045144,0.081842,0.064075,0.507067,0.566775
1 ineq rest,0.123782,0.115335,0.061454,0.051842,0.066405,0.050096,0.466875,0.463962
1 ineq rest,0.129024,0.119122,0.050095,0.038153,0.048639,0.038736,0.326783,0.309599
1 ineq rest,0.145626,0.136888,0.056211,0.046891,0.083298,0.092326,0.794532,0.426683
1 ineq rest,0.124073,0.115918,0.055046,0.044852,0.075434,0.080968,0.251641,0.251349
1 ineq rest,0.112132,0.101938,0.025338,0.017475,0.02563,0.016019,0.335812,0.309017
1 ineq rest,0.208535,0.178246,0.191934,0.187565,0.275523,0.272902,0.798027,0.975982
1 ineq rest,0.139218,0.132228,0.051551,0.040484,0.050096,0.04427,0.29358,0.37251
1 ineq rest,0.119704,0.112423,0.040484,0.031746,0.053299,0.040776,0.291543,0.273485
1 ineq rest,0.121743,0.115335,0.029708,0.022718,0.034367,0.02563,0.351248,0.438041
1 ineq rest,0.131354,0.122908,0.063202,0.052716,0.082132,0.061454,0.745602,1.02928
1 ineq rest,0.137471,0.127859,0.062619,0.044853,0.057668,0.044562,0.400179,0.359987
1 ineq rest,0.142422,0.131936,0.062327,0.052425,0.071648,0.073978,0.283678,0.284844
1 ineq rest,0.141256,0.13252,0.054173,0.044853,0.061163,0.050387,0.300279,0.291542
1 ineq rest,0.176789,0.156693,0.07922,0.066405,0.149703,0.079511,0.702497,0.741233
1 ineq rest,0.152324,0.141548,0.048639,0.037571,0.047183,0.037863,0.785795,0.737447
1 ineq rest,0.140675,0.131063,0.066697,0.050387,0.083298,0.064949,0.473283,0.698128
1 ineq rest,0.151159,0.140383,0.039028,0.028834,0.045143,0.035242,0.410955,0.369889
1 ineq rest,0.151451,0.138344,0.057667,0.049221,0.073395,0.056794,0.722885,0.87317
1 ineq rest,0.101647,0.094365,0.067571,0.046309,0.079511,0.071648,0.516971,0.549299
1 ineq rest,0.143004,0.133684,0.05126,0.041649,0.06757,0.057668,0.277562,0.362025
1 ineq rest,0.145335,0.138053,0.123199,0.080094,0.162227,0.073396,0.382704,0.415907
1 ineq rest,0.146499,0.141548,0.074561,0.061745,0.092327,0.075725,0.567939,0.448235
1 ineq rest,0.141839,0.116209,0.034368,0.023882,0.029708,0.020096,0.318919,0.319502
1 ineq rest,0.138635,0.127277,0.053299,0.043688,0.03495,0.026212,0.551921,0.576385
1 ineq rest,0.144169,0.135723,0.057377,0.048056,0.044852,0.036115,0.320376,0.373093
1 ineq rest,0.157858,0.145625,0.045435,0.036697,0.045144,0.036406,0.3329,0.364064
1 ineq rest,0.149703,0.140383,0.057668,0.047474,0.053008,0.042813,0.365229,0.30727
1 ineq rest,0.086501,0.080385,0.043105,0.035824,0.04893,0.039028,0.290086,0.355617
1 ineq rest,0.134557,0.124946,0.098152,0.113297,0.1232,0.098734,0.469497,0.597938
1 ineq rest,0.145043,0.133393,0.042522,0.03262,0.039319,0.030581,0.579881,0.561532
1 ineq rest,0.178246,0.169217,0.228632,0.215817,0.207662,0.173003,0.810552,0.734826
1 ineq rest,0.126985,0.117374,0.030582,0.024173,0.049221,0.031164,0.48202,0.463089
1 ineq rest,0.156984,0.145334,0.050095,0.041066,0.070774,0.057377,0.432217,0.37484
1 ineq rest,0.161353,0.152325,0.111258,0.099025,0.101064,0.096986,0.459012,0.60551
1 ineq rest,0.274067,0.285426,0.403383,0.38882,0.529203,0.524542,0.498039,0.469496
1 ineq rest,0.16077,0.153198,0.051842,0.038445,0.055629,0.041649,0.363772,0.385908
1 ineq rest,0.18873,0.177954,0.081259,0.071066,0.090871,0.063202,0.775893,0.517261
1 ineq rest,0.161935,0.15145,0.047183,0.037863,0.04194,0.03262,0.366976,0.506194
1 ineq rest,0.181158,0.169799,0.059123,0.048056,0.057086,0.043396,0.340181,0.32358
1 ineq rest,0.177372,0.167469,0.068444,0.06291,0.054464,0.04427,0.396392,0.469787
1 ineq rest,0.182615,0.171838,0.055338,0.043687,0.035824,0.026212,0.508233,0.704244
1 ineq rest,0.189313,0.17009,0.069609,0.053882,0.055921,0.045727,0.385325,0.355035
1 ineq rest,0.178828,0.171546,0.063202,0.051552,0.057376,0.056793,0.352705,0.417071
1 ineq rest,0.187566,0.163683,0.056794,0.045435,0.116209,0.063784,0.415615,0.395228
1 ineq rest,0.180284,0.161062,0.071939,0.062036,0.053881,0.044853,0.916276,0.935789
1 ineq rest,0.156402,0.149703,0.106306,0.074269,0.115918,0.105141,0.532989,0.650072
1 ineq rest,0.233,0.217856,0.106598,0.094074,0.088249,0.082133,0.281931,0.26795
1 ineq rest,0.189313,0.17446,0.057085,0.048056,0.059998,0.048638,0.422897,0.431343
1 ineq rest,0.184653,0.171837,0.091161,0.068735,0.071939,0.061162,0.323871,0.29096
1 ineq rest,0.16543,0.143004,0.03728,0.039902,0.036115,0.027378,0.627354,0.57726
1 ineq rest,0.159314,0.150868,0.04194,0.034659,0.043396,0.033494,0.369307,0.372802
1 ineq rest,0.166596,0.162518,0.110093,0.093201,0.096113,0.06757,0.689973,0.614248
1 ineq rest,0.181158,0.168343,0.031164,0.021843,0.038154,0.02796,0.471244,0.356491
1 ineq rest,0.144169,0.134266,0.033785,0.025921,0.034368,0.035823,0.550464,0.469788
1 ineq rest,0.157858,0.169508,0.059706,0.048639,0.063784,0.052716,0.320376,0.621529
1 ineq rest,0.150286,0.13951,0.043979,0.03495,0.037863,0.028834,0.441245,0.549881
1 ineq rest,0.209118,0.195429,0.151159,0.127568,0.146207,0.131355,0.535901,0.488719
1 ineq rest,0.164265,0.156111,0.053881,0.044562,0.064366,0.05359,0.308435,0.279892
1 ineq rest,0.17708,0.164265,0.028834,0.022718,0.034077,0.026213,0.371636,0.860064
1 ineq rest,0.175915,0.166305,0.07689,0.065532,0.148538,0.152324,0.36552,0.40513
1 ineq rest,0.174169,0.155528,0.078637,0.096113,0.087375,0.089996,0.32358,0.311638
1 ineq rest,0.16077,0.148246,0.058833,0.047183,0.066697,0.036698,0.296202,0.38649
1 ineq rest,0.175916,0.158149,0.063201,0.057377,0.10485,0.091453,0.299114,0.271154
1 ineq rest,0.16077,0.149411,0.075726,0.06524,0.088832,0.077473,0.279601,0.258631
1 ineq rest,0.176498,0.16543,0.066405,0.056794,0.068152,0.057959,0.288921,0.397848
1 ineq rest,0.167761,0.157276,0.034076,0.025047,0.039027,0.029125,0.393772,0.333191
1 ineq rest,0.171256,0.16281,0.064949,0.053007,0.06524,0.052426,0.358821,0.403382
1 ineq rest,0.183488,0.1698,0.089123,0.076016,0.092617,0.065823,0.870549,0.613374
1 ineq rest,0.194556,0.183488,0.035533,0.025922,0.053299,0.033202,0.322706,0.931711
1 ineq rest,0.160188,0.155819,0.081842,0.069318,0.081259,0.07223,0.633471,0.660266
1 ineq rest,0.173877,0.164848,0.060581,0.04427,0.091161,0.054755,0.39115,0.896471
1 ineq rest,0.183488,0.175041,0.076308,0.063493,0.071648,0.062328,0.329988,0.291542
1 ineq rest,0.157566,0.147956,0.039028,0.029125,0.036989,0.027669,0.43309,0.394354
1 ineq rest,0.182906,0.175333,0.071357,0.06058,0.0699,0.060289,0.329987,0.301445
1 ineq rest,0.251641,0.217856,0.236786,0.228632,0.611918,0.32591,0.482603,0.465419
1 ineq rest,0.208244,0.197759,0.081841,0.07223,0.082715,0.079803,0.263874,0.260961
1 ineq rest,0.175333,0.164266,0.046017,0.037571,0.070774,0.058541,0.355327,0.383869
1 ineq rest,0.172711,0.166886,0.050095,0.040484,0.057959,0.048056,0.49833,0.509398
1 ineq rest,0.22368,0.221642,0.137471,0.124073,0.135723,0.114753,0.440372,0.394936
1 ineq rest,0.200964,0.19077,0.048056,0.037571,0.069318,0.057377,0.360569,0.332609
1 ineq rest,0.15349,0.143878,0.050678,0.040193,0.053299,0.043105,0.306687,0.2863
1 ineq rest,0.169508,0.159314,0.037863,0.02796,0.038736,0.026795,0.380665,0.405712
1 ineq rest,0.189313,0.180285,0.050387,0.039901,0.051843,0.038736,0.373092,0.37484
1 ineq rest,0.209992,0.197177,0.068444,0.057085,0.166595,0.100482,0.862977,0.758708
1 ineq rest,0.188439,0.175915,0.030582,0.022718,0.036407,0.026212,0.341346,0.470952
1 ineq rest,0.198342,0.186984,0.064367,0.049804,0.041941,0.031747,0.371345,0.908703
1 ineq rest,0.208536,0.198633,0.131936,0.11417,0.154946,0.126111,0.808804,0.664343
1 ineq rest,0.192808,0.185236,0.078056,0.064657,0.149703,0.082715,0.801522,0.825404
1 ineq rest,0.20504,0.197759,0.068444,0.057085,0.069609,0.05825,0.36552,0.532406
1 ineq rest,0.217856,0.206788,0.070191,0.059124,0.077764,0.067279,0.408625,0.375131
1 ineq rest,0.161935,0.151451,0.028834,0.020096,0.024174,0.015145,0.581336,0.672499
1 ineq rest,0.184945,0.171255,0.034076,0.024465,0.028251,0.018349,0.52163,0.679197
1 ineq rest,0.22601,0.214069,0.104559,0.088832,0.09087,0.078637,0.805018,0.839968
1 ineq rest,0.246398,0.237078,0.165431,0.151159,0.233292,0.161935,0.603763,0.69143
1 ineq rest,0.196885,0.1864,0.071648,0.058542,0.063202,0.05126,0.635801,0.463089
1 ineq rest,0.203584,0.193681,0.058542,0.046892,0.05592,0.04194,0.381538,0.348045
1 ineq rest,0.185235,0.175042,0.06058,0.051843,0.053881,0.044271,0.328531,0.37251
1 ineq rest,0.192809,0.206497,0.056794,0.045726,0.065531,0.054172,0.361442,0.996952
1 ineq rest,0.175333,0.166596,0.026503,0.017184,0.034368,0.0233,0.414158,0.568522
1 ineq rest,0.290086,0.27931,0.219021,0.175625,0.296784,0.246689,0.71939,0.665508
1 ineq rest,0.370762,0.362899,0.254845,0.233,0.159314,0.146499,0.33756,0.320958
1 ineq rest,0.203876,0.190769,0.050678,0.040775,0.075725,0.04893,0.909576,0.843463
1 ineq rest,0.198633,0.191935,0.074269,0.066114,0.122616,0.098443,0.340181,0.445031
1 ineq rest,0.214943,0.204458,0.06757,0.056794,0.074269,0.057668,0.383869,0.350083
1 ineq rest,0.210866,0.203002,0.057668,0.048639,0.04194,0.029417,0.589491,0.5193
1 ineq rest,0.17475,0.163683,0.034368,0.025339,0.028834,0.025339,0.537941,0.576094
1 ineq rest,0.169508,0.161645,0.050386,0.024465,0.036115,0.031747,0.522504,0.571726
1 ineq rest,0.203002,0.192808,0.078929,0.065822,0.079803,0.066405,0.517553,0.482312
1 ineq rest,0.231545,0.228923,0.098442,0.086793,0.100773,0.090288,0.291834,0.259796
1 ineq rest,0.185526,0.17708,0.06291,0.053008,0.069317,0.057377,0.395519,0.348919
1 ineq rest,0.226884,0.210283,0.062037,0.055628,0.081259,0.067862,0.36086,0.355034
1 ineq rest,0.224264,0.212905,0.068153,0.057377,0.116209,0.083881,0.512019,0.498039
1 ineq rest,0.230088,0.219021,0.082424,0.071356,0.080386,0.06291,0.37484,0.36086
1 ineq rest,0.210283,0.199798,0.071065,0.059707,0.089705,0.072521,0.315133,0.699293
1 ineq rest,0.237369,0.231253,0.585705,0.576676,0.261543,0.251932,1.439654,0.81026
1 ineq rest,0.210574,0.202129,0.073104,0.060289,0.088249,0.075725,0.343967,0.35853
1 ineq rest,0.354161,0.348336,0.354743,0.346006,0.40513,0.36552,0.7357,0.827153
1 ineq rest,0.225137,0.212322,0.07223,0.059415,0.07689,0.064949,0.338725,0.516096
1 ineq rest,0.236204,0.253388,0.078637,0.0699,0.103394,0.091162,0.829483,0.664634
1 ineq rest,0.22805,0.215526,0.073395,0.060289,0.075143,0.076891,0.403383,0.386199
1 ineq rest,0.261543,0.238243,0.224263,0.200381,0.42843,0.361734,0.606675,0.555416
1 ineq rest,0.202128,0.183488,0.04893,0.038154,0.027377,0.018931,0.717934,0.672207
1 ineq rest,0.195429,0.182323,0.06524,0.051551,0.041358,0.030873,0.375131,0.725506
1 ineq rest,0.206788,0.196594,0.106889,0.094366,0.115044,0.088832,0.671334,0.562697
1 ineq rest,0.221933,0.209701,0.059124,0.036406,0.039902,0.029125,0.399596,0.53794
1 ineq rest,0.240573,0.233583,0.082133,0.070774,0.081841,0.071648,0.361151,0.380957
1 ineq rest,0.225719,0.194846,0.060872,0.044562,0.061746,0.052134,0.397266,0.387072
1 ineq rest,0.375423,0.391442,0.306105,0.288629,0.386781,0.298532,0.747641,1.149858
1 ineq rest,0.227758,0.21436,0.070774,0.058541,0.079803,0.069609,0.345133,0.386781
1 ineq rest,0.213487,0.203876,0.073395,0.061745,0.073978,0.063493,0.471244,0.386781
1 ineq rest,0.328823,0.305813,0.232709,0.239408,0.267951,0.275523,0.684148,0.58221
1 ineq rest,0.264165,0.257175,0.092036,0.080968,0.101647,0.08854,0.329114,0.59852
1 ineq rest,0.234457,0.222807,0.088249,0.076308,0.096696,0.085919,0.36319,0.340763
1 ineq rest,0.244942,0.234166,0.080094,0.055921,0.055338,0.043105,0.476487,0.46804
1 ineq rest,0.235622,0.229214,0.055338,0.045727,0.048639,0.038737,0.507359,0.438624
1 ineq rest,0.255718,0.246107,0.099899,0.087666,0.099899,0.089996,0.296785,0.811717
1 ineq rest,0.24436,0.24669,0.074269,0.06757,0.119413,0.101064,0.329114,0.485224
1 ineq rest,0.550755,0.543474,0.5726,0.569395,0.657935,0.526873,0.8056,0.887733
1 ineq rest,0.294163,0.276105,0.116501,0.113588,0.166595,0.150868,0.332317,0.314843
1 ineq rest,0.255427,0.241155,0.057085,0.045435,0.072522,0.059415,0.411246,1.028698
1 ineq rest,0.238534,0.229797,0.117082,0.104268,0.141839,0.083589,0.609297,0.61483
1 ineq rest,0.344841,0.322997,0.192808,0.172129,1.022582,0.498331,1.372374,1.256165
1 ineq rest,0.511728,0.465128,0.374549,0.324745,0.54027,0.429304,0.715312,0.768612
1 ineq rest,0.251641,0.242903,0.069026,0.053882,0.102812,0.079512,0.336104,0.561823
1 ineq rest,0.243195,0.235622,0.102812,0.093491,0.124364,0.110384,0.336686,0.325619
1 ineq rest,0.206789,0.196303,0.032037,0.022426,0.026212,0.017183,0.639878,0.634927
1 ineq rest,0.617161,0.566192,0.823949,0.834143,1.291698,1.065396,0.466292,0.432508
1 ineq rest,0.233874,0.248728,0.076016,0.062619,0.077764,0.0699,0.436002,0.409207
1 ineq rest,0.266785,0.256883,0.079803,0.070482,0.084172,0.070774,0.453187,0.420275
1 ineq rest,0.263582,0.255719,0.060289,0.051843,0.075725,0.050969,0.413867,0.566191
1 ineq rest,0.223681,0.213487,0.117665,0.104559,0.150577,0.136014,0.401927,0.394645
1 ineq rest,0.284261,0.271446,0.141548,0.127568,0.157275,0.143587,0.464837,0.547843
1 ineq rest,0.25164,0.238826,0.069609,0.057085,0.064658,0.054172,0.625024,0.591239
1 ineq rest,0.309599,0.301736,0.082133,0.070191,0.096113,0.087084,0.283096,1.884102
1 ineq rest,0.329696,0.316298,0.069609,0.057376,0.21174,0.201255,0.621821,0.769194
1 ineq rest,0.228632,0.214652,0.073396,0.060289,0.20038,0.093492,1.049959,1.199953
1 ineq rest,0.276979,0.266786,0.098443,0.084171,0.094656,0.07922,0.43076,0.405421
1 ineq rest,0.565027,0.608714,0.83589,0.835599,2.820182,1.637412,0.71007,0.662305
1 ineq rest,0.262126,0.250184,0.05825,0.045727,0.058833,0.047183,0.442119,0.537066
1 ineq rest,0.239699,0.22572,0.058832,0.047183,0.062328,0.050386,0.44241,0.424936
1 ineq rest,0.267369,0.248729,0.064075,0.055338,0.059998,0.048639,0.446779,0.682109
1 ineq rest,0.260961,0.249893,0.147956,0.109801,0.068735,0.056503,0.592987,0.628519
1 ineq rest,0.259504,0.250476,0.081841,0.068444,0.102811,0.092036,0.348918,0.360568
1 ineq rest,0.26999,0.266203,0.066988,0.062911,0.087375,0.069318,0.440954,0.453186
1 ineq rest,0.284261,0.27465,0.058833,0.047182,0.04893,0.038737,0.486098,0.478526
1 ineq rest,0.272611,0.251641,0.051551,0.036989,0.052134,0.042523,0.460176,0.427557
1 ineq rest,0.259504,0.246399,0.048639,0.039028,0.052716,0.039901,0.720555,0.918605
1 ineq rest,0.285426,0.273485,0.059998,0.048056,0.04893,0.038445,0.484933,0.482603
1 ineq rest,0.266204,0.254844,0.070192,0.056211,0.056794,0.05592,0.678906,0.881907
1 ineq rest,0.277853,0.267369,0.074852,0.062037,0.068735,0.056502,0.442993,0.471826
