B&B+HTC+MHV,BestFS+HTC+MHV,B&B+HTC+MVPWU,BestFS+HTC+MVPWU,B&B+HTC+MCF,BestFS+HTC+MCF,01LP,BoolOpt
0.111549,0.105433,0.0233,0.01631,0.026504,0.019805,0.253388,0.311639
0.126403,0.12087,0.09087,0.066405,0.105433,0.115918,0.888024,1.277135
0.132811,0.137471,0.058833,0.039028,0.078055,0.048348,0.963458,0.995495
0.179993,0.171547,0.114461,0.102229,0.320668,0.317172,1.169081,1.626928
0.142713,0.134266,0.075142,0.063201,0.069317,0.045144,0.421149,0.569395
0.153198,0.127859,0.053299,0.044852,0.113297,0.104267,0.330861,0.48435
0.147956,0.142131,0.071939,0.055047,0.112423,0.064366,0.658518,0.723176
0.145335,0.142421,0.073396,0.059998,0.090579,0.068444,0.318629,0.366102
0.136597,0.127568,0.036115,0.026504,0.040484,0.028543,0.526581,0.615996
0.119122,0.108637,0.029708,0.022426,0.047182,0.038445,0.442411,0.495127
0.109219,0.086792,0.087958,0.06757,0.133393,0.103103,0.713856,0.679197
0.139509,0.147373,0.053008,0.054464,0.057959,0.048348,0.205041,0.274941
0.270572,0.227175,0.231254,0.226302,0.245524,0.235331,0.649489,0.908994
0.14446,0.142422,0.064949,0.045436,0.217273,0.150576,1.047047,0.588909
0.122325,0.12116,0.025048,0.016601,0.022135,0.018932,0.405422,0.447361
0.130772,0.110675,0.041357,0.026213,0.030873,0.022718,0.577259,0.759582
0.134558,0.132519,0.059124,0.044562,0.073686,0.053299,0.599686,0.609879
0.1631,0.150577,0.087375,0.066114,0.130772,0.099025,0.457555,0.600268
0.141839,0.128733,0.047474,0.038737,0.06524,0.039027,0.373966,0.339599
0.089997,0.074269,0.040484,0.027378,0.040776,0.033494,0.223389,0.376005
0.136014,0.124073,0.048348,0.045435,0.073687,0.066114,0.265038,0.371345
0.129898,0.103686,0.030582,0.028251,0.027087,0.018349,0.308144,0.429012
0.162518,0.149703,0.072522,0.059706,0.196303,0.143004,0.591822,0.357657
0.140092,0.115044,0.0233,0.029125,0.028543,0.02097,0.437167,0.392606
0.164557,0.166886,0.097861,0.087375,0.137471,0.111841,0.509981,0.634345
0.15349,0.13514,0.062328,0.0699,0.078929,0.057376,0.6824,0.678615
0.139218,0.138344,0.052717,0.043105,0.279601,0.147955,0.317173,0.260378
0.114171,0.105724,0.039902,0.031746,0.041358,0.047474,0.220768,0.230089
0.170964,0.154071,0.08155,0.071356,0.108054,0.119413,0.378918,0.38183
0.117083,0.109219,0.028542,0.021552,0.039902,0.032329,0.245525,0.348045
0.148247,0.146208,0.062036,0.052134,0.071065,0.06524,0.373966,0.264165
0.127277,0.143295,0.048931,0.039319,0.089122,0.053881,0.272319,0.323579
0.154363,0.17009,0.055337,0.045144,0.072521,0.054464,0.952682,1.610617
0.128441,0.160188,0.042814,0.035241,0.078638,0.057959,0.320668,0.273194
0.145916,0.159896,0.038446,0.029708,0.045435,0.036406,0.244359,0.343676
0.138053,0.163101,0.039319,0.029998,0.057376,0.058542,0.269989,0.22572
0.129607,0.11883,0.026503,0.019514,0.031164,0.024174,0.346588,0.309017
0.122325,0.113879,0.035241,0.028251,0.054755,0.055338,0.204167,0.173877
0.323289,0.323289,0.263,0.266786,1.217137,0.64483,0.560658,0.622694
0.142713,0.148829,0.039902,0.041358,0.064075,0.041649,0.448526,0.415323
0.157567,0.145626,0.065532,0.044852,0.17242,0.101356,0.873171,0.463089
0.16077,0.143878,0.026795,0.018931,0.041067,0.021261,0.453478,0.588618
0.151742,0.14213,0.043105,0.036989,0.037863,0.029416,0.271737,0.326201
0.161061,0.148538,0.063201,0.056503,0.078929,0.04893,0.197468,0.277853
0.16747,0.152324,0.04427,0.037863,0.040775,0.032037,0.624733,0.813755
0.15145,0.152906,0.036698,0.02796,0.034076,0.023009,0.524251,0.632597
0.155236,0.17009,0.03495,0.026504,0.059124,0.051843,0.222516,0.299988
0.120578,0.122907,0.028252,0.020096,0.026795,0.020097,0.523087,0.687643
0.187274,0.154945,0.08388,0.076307,0.08155,0.063202,0.491922,0.500078
0.190187,0.16543,0.066114,0.057668,0.090579,0.073396,0.940741,0.933459
0.156111,0.152907,0.022426,0.016892,0.028542,0.02097,0.271155,6.60324
0.277853,0.261835,0.222224,0.196012,1.506641,0.98268,0.946857,1.005398
0.352704,0.327074,0.27698,0.258631,0.438915,0.387946,1.50635,1.899829
0.189896,0.171255,0.063784,0.052425,0.064658,0.050969,0.878996,1.109957
0.184944,0.182905,0.099026,0.108636,0.260669,0.182905,1.167334,0.567648
0.191934,0.184362,0.1398,0.110966,0.358821,0.249019,0.749971,1.482467
0.20504,0.203584,0.136597,0.104559,0.136596,0.095239,0.387363,0.455225
0.161644,0.152907,0.066405,0.03728,0.028542,0.019806,0.328531,0.276106
0.168635,0.15844,0.07689,0.042523,0.087375,0.056794,0.284844,0.354744
0.213487,0.209701,0.063493,0.056503,0.065823,0.045435,0.846375,1.120733
0.174459,0.165139,0.020097,0.013106,0.031455,0.025922,0.193973,1.369462
0.188731,0.183779,0.097569,0.072813,0.331444,0.240282,0.645121,0.637548
0.161062,0.156402,0.033494,0.025047,0.040775,0.032329,0.28397,0.789289
0.178245,0.177954,0.05359,0.040775,0.075434,0.084171,0.244359,0.245524
0.152033,0.14213,0.027669,0.019805,0.028543,0.03262,0.459594,0.555998
0.271155,0.25368,0.174168,0.141839,0.226011,0.189896,0.625898,0.788125
0.270572,0.277271,0.164266,0.151742,0.277271,0.20009,0.744146,0.999282
0.239699,0.240282,0.145626,0.117956,0.70774,0.302901,0.352122,0.317755
0.203293,0.212322,0.137179,0.113297,0.166304,0.123782,1.168207,1.023164
0.184653,0.141257,0.040484,0.029416,0.06058,0.033203,0.429595,0.846375
0.409499,0.405421,0.284261,0.263291,0.782882,0.730457,0.796571,1.160344
0.182032,0.164848,0.068735,0.041357,0.068153,0.03728,0.300571,0.35853
0.185527,0.221933,0.092036,0.081259,0.100482,0.090579,1.295192,0.948604
0.167469,0.157275,0.026504,0.018058,0.042231,0.03029,0.270572,0.447361
0.153489,0.16077,0.041649,0.033785,0.045435,0.036115,0.291251,0.251058
0.184071,0.192517,0.056503,0.0466,0.15378,0.101938,0.275524,0.264456
0.168343,0.188148,0.039901,0.029416,0.030581,0.022427,0.249311,0.487554
0.194847,0.170965,0.050969,0.039901,0.035532,0.02097,0.245233,0.605802
0.201546,0.188148,0.082133,0.071939,0.253097,0.185235,1.050542,0.65444
0.206497,0.211739,0.070774,0.060289,0.112131,0.113879,0.782883,0.775019
0.183488,0.17941,0.062328,0.061163,0.070191,0.050677,0.262417,0.328823
0.280766,0.2397,0.145334,0.139218,0.248729,0.223098,0.627354,0.458137
0.15116,0.183197,0.021261,0.013689,0.020678,0.014853,0.460177,0.625024
0.1698,0.168343,0.024756,0.016602,0.023009,0.020097,0.3096,0.452021
0.177371,0.164848,0.044562,0.032912,0.054755,0.040193,0.429304,0.410664
0.21407,0.183779,0.074561,0.072521,0.192517,0.128151,0.573765,0.797445
0.162518,0.168635,0.056503,0.063201,0.067279,0.056211,0.235622,0.234166
0.18145,0.178246,0.054756,0.050677,0.085336,0.069901,0.539688,0.709487
0.176789,0.16543,0.055338,0.042232,0.063493,0.052716,0.26067,0.433673
0.17912,0.201545,0.035241,0.024756,0.038736,0.029416,0.253971,0.708613
0.158731,0.150577,0.030872,0.021261,0.036989,0.021552,0.299698,0.499495
0.290668,0.279018,0.215235,0.213487,0.368141,0.305522,0.530659,0.54959
0.451438,0.431342,0.322415,0.310474,0.348045,0.33756,0.235622,0.204458
0.167469,0.158731,0.025339,0.01631,0.020679,0.014854,0.477069,0.632888
0.444157,0.43076,0.336977,0.313969,0.510563,0.503573,1.025785,0.957341
0.217856,0.234748,0.110676,0.094656,0.140383,0.108346,0.74502,0.699002
0.180575,0.196594,0.048639,0.043105,0.037572,0.02563,0.361442,0.366976
0.174168,0.165721,0.044562,0.02563,0.034368,0.026212,0.314842,0.350084
0.163683,0.153489,0.026795,0.019223,0.0233,0.021261,0.438915,0.489593
0.193391,0.155236,0.041649,0.03029,0.047765,0.036115,0.366685,0.27465
0.426682,0.378917,0.315133,0.303192,1.843618,1.112579,1.344123,1.006854
0.240865,0.249019,0.126111,0.110093,0.119122,0.103685,0.645412,0.57056
0.203584,0.185818,0.059707,0.048348,0.063784,0.050386,0.269116,0.249019
0.192226,0.175916,0.064367,0.045436,0.040193,0.032038,0.378335,0.504446
0.325328,0.295619,0.270863,0.227758,0.29329,0.270281,0.515806,0.512019
0.204167,0.189604,0.130772,0.114462,0.226594,0.164557,0.714438,1.250631
0.1864,0.176207,0.057959,0.058833,0.098734,0.094074,0.4261,0.594443
0.219021,0.198633,0.117374,0.104267,0.165139,0.162518,0.479399,0.866762
0.362899,0.348628,0.236204,0.238825,0.310182,0.327949,1.189177,1.608578
0.221059,0.201254,0.074851,0.063493,0.079221,0.073686,0.313678,0.630558
0.319502,0.30494,0.22106,0.110675,0.576676,0.473574,1.038601,1.209274
0.303192,0.286008,0.167178,0.136597,0.311056,0.217564,1.313542,1.293154
0.471244,0.46804,0.445614,0.389402,0.706575,0.533863,0.802687,0.726089
0.179411,0.175334,0.038445,0.023591,0.028251,0.019513,0.585997,0.485806
0.165722,0.179701,0.038445,0.029416,0.039901,0.039901,0.27931,0.818124
0.263873,0.223389,0.138053,0.114753,0.129024,0.097277,1.379655,1.393053
0.223972,0.186691,0.059415,0.047183,0.046601,0.036406,0.286882,0.474739
0.316007,0.305231,0.166013,0.13048,0.399014,0.39115,0.840258,1.071803
0.192225,0.19543,0.081842,0.054756,0.068444,0.053007,0.573473,0.577842
0.273485,0.238243,0.111549,0.098442,0.155237,0.141839,0.588035,0.626772
0.207953,0.187857,0.065531,0.071648,0.199216,0.129607,0.393189,0.496874
0.27931,0.283096,0.196594,0.182614,0.26096,0.205623,0.832104,0.769194
0.313386,0.281349,0.128733,0.114752,0.357073,0.292998,1.334511,1.45072
0.382703,0.347753,0.208535,0.178536,0.284552,0.246107,1.565473,2.339327
0.247563,0.253388,0.117956,0.144169,0.34688,0.256009,1.025494,0.976564
0.233583,0.216399,0.047765,0.036698,0.056211,0.046309,0.322706,0.322998
0.186691,0.212904,0.027669,0.019223,0.032911,0.023882,0.487262,0.639878
0.268242,0.259796,0.12815,0.108346,0.269407,0.243777,0.60551,1.194128
0.260669,0.222224,0.053881,0.046601,0.085336,0.080968,0.212904,0.638713
0.519592,0.520756,0.417945,0.373093,0.986176,0.918896,1.114908,1.340337
0.278144,0.240864,0.083589,0.078347,0.201545,0.146208,0.25863,0.24698
0.237078,0.224554,0.048639,0.029126,0.058832,0.047765,0.262708,0.748515
0.223972,0.237079,0.074269,0.064367,0.051842,0.050969,0.412411,0.6824
0.262126,0.271155,0.109801,0.096695,0.429595,0.265621,0.373092,0.346007
0.565901,0.385907,0.187857,0.173003,0.370763,0.267659,0.664052,1.049959
0.24203,0.216982,0.057668,0.038445,0.069318,0.059124,0.224555,0.432508
0.940449,0.951226,0.863268,0.847831,4.450605,4.376336,1.333347,1.758864
0.209118,0.196303,0.034368,0.01631,0.025339,0.016018,0.445905,0.528038
0.332609,0.326783,0.201545,0.177954,0.941614,0.762203,0.870258,1.296357
0.208244,0.198633,0.061453,0.064367,0.07456,0.069901,0.292708,0.26533
0.292416,0.24436,0.121161,0.109219,0.3096,0.234748,0.892684,1.001903
0.219021,0.220477,0.054464,0.044853,0.067862,0.053008,0.292125,0.516388
0.205623,0.194555,0.07223,0.047474,0.098152,0.064075,0.31892,0.256592
0.539688,0.357073,0.400179,0.378918,0.783465,0.629393,0.776475,0.673663
0.244359,0.230379,0.099317,0.087084,0.092618,0.073977,0.572308,0.56823
0.281348,0.290377,0.073686,0.094657,0.112423,0.107763,0.198633,1.683722
0.325327,0.295038,0.086502,0.075726,0.103976,0.092036,0.44474,0.963458
0.222807,0.216399,0.078055,0.068444,0.096987,0.076017,0.50765,0.527456
0.35387,0.31426,0.242029,0.233292,0.363482,0.344841,1.489165,1.060736
0.837929,0.802105,1.043261,0.956467,1.14316,1.089861,1.860802,1.776922
0.26533,0.230088,0.06058,0.047765,0.05126,0.042522,0.313386,0.647159
0.236495,0.241738,0.052716,0.037571,0.051843,0.041358,0.383577,0.463963
0.246107,0.229797,0.082133,0.049222,0.059124,0.050386,0.318628,0.536485
0.287173,0.25164,0.18407,0.09087,0.257466,0.0699,0.50765,0.552211
0.277853,0.292999,0.26067,0.264747,0.705119,0.646868,0.992001,1.928954
0.236204,0.25601,0.07223,0.049804,0.084754,0.092327,0.315716,0.401926
0.265039,0.23737,0.035532,0.02563,0.035823,0.027086,0.486389,0.852782
0.274358,0.237661,0.035241,0.027087,0.035824,0.029707,0.500952,0.800648
0.260087,0.236496,0.047182,0.028834,0.037572,0.029416,0.480855,0.67745
0.227467,0.226302,0.032911,0.024465,0.03495,0.025922,0.434546,0.713273
0.232709,0.219312,0.034368,0.024757,0.038154,0.025921,0.482603,0.65182
0.233874,0.228923,0.058833,0.045143,0.088541,0.054464,0.300862,0.391441
0.3329,0.325327,0.241738,0.234457,0.759291,0.508233,0.447361,0.459885
1.298687,1.310338,1.00365,0.990836,1.846531,1.81857,3.396859,4.16314
0.263291,0.260669,0.053882,0.063784,0.071939,0.066696,0.313968,0.272611
0.255718,0.249893,0.126986,0.085337,0.096986,0.071065,1.300144,1.295776
0.271446,0.233001,0.053591,0.03961,0.08621,0.065531,0.731039,0.823657
0.306979,0.31193,0.172712,0.193099,0.784921,0.557745,0.673081,0.794242
0.497166,0.472991,0.380082,0.370179,0.529202,0.394937,0.641335,0.702497
0.769194,0.709778,0.765699,0.797154,1.119277,0.762204,1.007728,0.987049
0.285135,0.289212,0.106889,0.09087,0.215526,0.173877,0.555998,0.540271
0.264456,0.247563,0.057086,0.047766,0.067861,0.057959,0.372219,0.342802
0.252224,0.250185,0.043688,0.025339,0.033202,0.028542,0.622403,0.851035
0.332608,0.311347,0.223681,0.211157,0.4028,0.373966,0.678323,0.72638
0.274067,0.228923,0.062328,0.047183,0.06291,0.068153,0.369015,0.415032
1.912644,1.91847,1.953711,1.977011,3.909169,3.358706,1.160052,1.103841
0.784629,0.76832,0.728419,0.686769,3.704712,1.901577,0.765116,0.860646
0.416198,0.39115,0.280766,0.253388,0.941323,0.725506,0.955303,0.881617
0.254262,0.264456,0.028543,0.025048,0.027669,0.01631,0.542892,0.61017
0.729875,0.689682,0.726963,0.702497,1.314707,1.235195,1.284708,1.285872
0.299115,0.280766,0.120286,0.087667,0.153198,0.100773,0.872005,0.836181
0.272611,0.288921,0.068735,0.053299,0.124364,0.098152,0.26533,0.944527
0.306979,0.319794,0.057085,0.044271,0.094365,0.082715,0.287465,0.579007
1.21539,1.204905,1.204613,1.17345,2.221953,2.273504,1.928664,3.1758
0.303483,0.294455,0.150285,0.118248,0.11417,0.098151,1.301017,1.512465
0.760747,0.715312,0.770941,0.726671,7.127783,3.177547,0.574055,0.529785
0.261543,0.253971,0.073104,0.060871,0.105724,0.092035,0.284843,0.472409
0.298823,0.30494,0.060872,0.046017,0.109802,0.082133,0.379791,1.028116
0.413867,0.385034,0.220768,0.205332,1.933905,0.915693,0.69405,0.610461
1.10122,0.679488,0.687061,0.650363,1.502855,1.416062,0.639587,0.743563
0.315134,0.292124,0.066988,0.05592,0.106306,0.075143,0.323289,0.817542
0.339889,0.311347,0.096112,0.084171,0.222224,0.157858,0.53095,0.51697
0.276979,0.240865,0.097569,0.085045,0.127277,0.099025,0.508233,0.763659
0.31193,0.283678,0.070774,0.058251,0.071357,0.061163,0.284261,0.525999
0.31426,0.320085,0.064075,0.050969,0.103394,0.060871,0.888606,0.871132
0.410955,0.426974,0.313677,0.249602,1.091608,0.630849,0.787251,0.6591
0.31659,0.273776,0.052134,0.043396,0.092326,0.079803,0.358529,0.368724
0.431052,0.37717,0.29329,0.227758,0.478525,0.341346,1.350239,1.210148
0.318628,0.308726,0.064658,0.049512,0.100773,0.086792,1.139664,1.423052
0.331153,0.296494,0.079803,0.068153,0.086501,0.074851,0.33989,0.388528
1.134422,1.112287,1.171702,1.038892,2.905519,2.517573,1.097142,1.356064
0.290086,0.264747,0.061163,0.045727,0.106016,0.08854,0.333191,0.327949
0.381539,0.320958,0.19077,0.167469,0.126402,0.145043,1.118695,1.785077
0.369015,0.341055,0.05126,0.039902,0.091453,0.073396,0.266786,8.999944
0.331734,0.299406,0.080968,0.075143,0.092909,0.080677,0.378043,0.437167
0.338434,0.33989,0.153781,0.162519,0.148538,0.124946,0.839677,0.91977
0.32591,0.332026,0.051551,0.040192,0.096404,0.060289,0.405421,0.524251
0.301153,0.288047,0.064366,0.05359,0.082133,0.066988,0.362025,0.576385
0.534155,0.534154,0.304648,0.257175,0.434546,0.378044,1.171411,1.137335
0.327948,0.298241,0.142713,0.129315,0.346297,0.160479,0.765699,0.764825
0.312804,0.312804,0.098443,0.08621,0.140092,0.106015,0.646285,0.946274
0.332317,0.303193,0.080386,0.069318,0.0932,0.081842,0.298532,0.5193
0.373093,0.375422,0.1698,0.161644,0.569104,0.480564,1.299561,1.058114
0.833851,0.816085,0.890063,0.864724,3.248321,1.628967,0.807639,0.79162
0.341346,0.341054,0.065823,0.043688,0.098152,0.082715,0.318628,0.487554
0.355617,0.339016,0.140091,0.109511,0.164557,0.121743,0.944236,1.843326
0.538522,0.502699,0.332026,0.291542,3.645878,2.070794,1.314998,1.648771
0.327075,0.327366,0.124655,0.108345,0.131645,0.080968,0.538814,2.99668
0.526582,0.521048,0.36785,0.328822,0.962584,0.766281,1.301309,1.146073
0.309308,0.296785,0.080968,0.059124,0.08155,0.084754,0.869967,0.938993
1.593434,1.572463,1.691003,1.671197,3.544814,3.33424,0.679488,0.662304
0.3096,0.345424,0.076307,0.052717,0.105724,0.116209,0.83589,1.204614
0.351831,0.357365,0.090288,0.076307,0.098152,0.084171,0.352122,0.843462
0.387364,0.370763,0.076599,0.083589,0.116501,0.080968,0.494252,0.502408
1.233447,1.101802,1.640908,1.267233,2.58223,2.370491,1.592268,1.804008
0.411246,0.418527,0.297949,0.301736,6.838279,2.286028,1.046465,1.020252
0.364646,0.329696,0.109219,0.094074,0.110384,0.102229,0.367558,1.026077
0.607841,0.556289,0.798319,0.552212,0.861229,0.694051,0.692594,1.760611
0.501825,0.493379,0.219312,0.234457,0.373675,0.325327,1.155974,1.193837
3.922567,3.812765,2.473303,2.401364,7.876589,7.315057,2.040212,1.971186
0.39348,0.334065,0.078347,0.063784,0.133393,0.11883,0.282804,0.759291
0.387655,0.369598,0.117956,0.10718,0.332317,0.255427,0.856568,0.965788
0.34455,0.342219,0.044561,0.035824,0.048056,0.036697,0.565318,0.477651
0.397848,0.397849,0.121743,0.11184,0.360277,0.247855,1.22937,1.20607
0.745603,0.752884,0.84521,0.777057,0.888897,0.851326,1.820901,2.3236
0.482894,0.44008,0.304648,0.287756,0.606093,0.513475,2.436897,3.562872
1.216555,0.740069,0.594152,0.552794,13.950334,3.858492,1.630714,0.603472
0.359403,0.382412,0.099899,0.071065,0.111841,0.096696,0.313095,1.189177
1.272184,1.251505,0.914819,0.87084,9.361968,6.547029,1.876238,1.772261
0.412411,0.404838,0.19805,0.159023,0.260961,0.244651,1.25267,1.73935
0.359404,0.338434,0.054173,0.041648,0.059415,0.047765,1.20374,1.224419
0.362608,0.355035,0.128442,0.118248,0.901713,0.447362,0.594152,0.354161
2.108074,1.624015,1.505767,1.561979,5.52066,5.037184,2.515534,2.961439
0.426682,0.373966,0.136888,0.129898,0.778514,0.402509,0.553377,0.720263
0.407168,0.419693,0.207371,0.188439,0.411247,0.320959,0.468332,0.431633
0.412411,0.38416,0.45173,0.272902,0.297659,0.295911,0.814046,0.969283
0.363481,0.347754,0.082133,0.069318,0.076016,0.066697,0.43775,0.752884
0.87084,0.83589,0.448235,0.420857,1.088696,0.948022,1.555571,1.579745
0.38183,0.366976,0.191643,0.17475,0.816376,0.546386,1.23636,0.989962
0.72638,0.744729,0.439207,0.464546,1.053746,1.060735,2.343696,2.172731
0.392024,0.387363,0.13048,0.10019,0.156693,0.121743,1.66246,2.624753
0.911907,0.823075,0.73133,0.692304,1.644985,1.365675,1.071512,1.382568
0.986467,0.881617,0.720264,0.735409,3.183372,3.304241,1.321114,2.98037
0.374549,0.361442,0.055338,0.040775,0.03961,0.028543,0.788416,1.121316
1.235778,1.186264,0.937245,0.902587,4.08625,2.898529,1.886723,1.892839
0.399014,0.380957,0.059998,0.051843,0.055629,0.053881,0.821619,1.000447
0.451439,0.431925,0.106016,0.091161,0.136596,0.146791,0.387073,0.575803
1.372374,1.290532,1.195294,1.177528,5.849192,2.066425,0.742981,0.782009
1.370918,1.355773,1.451886,1.346744,6.454119,4.714187,2.605239,4.56361
0.448527,0.400179,0.160188,0.110093,0.124656,0.078346,0.614248,0.64949
0.77764,0.725506,0.402509,0.431634,0.698711,0.642208,0.810843,0.925887
0.450565,0.418236,0.148247,0.143004,0.11417,0.092909,2.542621,2.163995
0.797153,0.716769,0.638131,0.574056,6.391792,2.781738,0.494253,0.463672
0.724341,0.7124,0.501825,0.365811,0.655897,0.622985,2.067882,2.236516
0.926177,0.902878,0.864142,0.888316,1.424508,1.187721,0.925013,1.258204
0.479399,0.470952,0.204749,0.14912,0.536775,0.350083,0.481729,0.51435
0.447944,0.462507,0.159314,0.170673,0.175624,0.167469,0.492506,0.751427
0.735117,0.647451,0.578715,0.54493,1.022582,1.001612,3.057551,4.765738
3.787135,3.719274,4.504487,4.596812,33.408224,23.625107,3.611511,2.555436
0.537067,0.503572,0.33057,0.206788,0.746185,0.496,0.889189,1.172868
1.527902,1.529067,1.47839,1.428003,3.963633,2.765135,2.521359,2.928819
1.199662,1.150733,0.927634,0.89181,3.392199,2.761641,1.114034,0.86618
0.477943,0.453187,0.201546,0.202419,0.148538,0.143587,2.305542,2.826881
0.505612,0.516679,0.17009,0.163683,0.509689,0.438623,1.484215,1.794979
0.81026,0.741233,0.521048,0.483185,0.784339,0.781426,1.014427,1.42509
0.410955,0.412411,0.135723,0.108637,0.343093,0.229506,0.548717,0.692595
0.592696,0.580754,0.295037,0.281931,9.929908,1.581201,0.445031,0.455517
0.442702,0.446488,0.08825,0.074561,0.083589,0.079803,1.466739,2.047203
0.67046,0.616287,0.417653,0.383286,16.514799,3.997709,0.584249,0.529785
0.500952,0.502699,0.177372,0.126403,0.440954,0.306687,0.519883,0.532407
0.467457,0.453187,0.16077,0.141257,2.071667,0.357074,0.63784,0.543474
0.725215,0.682983,0.499204,0.425808,2.661742,1.186847,0.584832,0.543474
1.289076,1.307134,1.241311,1.340045,3.31327,3.026388,1.770514,2.58689
0.47969,0.481438,0.094948,0.067862,0.122616,0.117374,0.404839,1.063357
0.851618,0.846957,0.576677,0.546678,5.02699,3.346473,0.982972,0.934624
0.422313,0.421148,0.101938,0.099317,0.126695,0.104267,0.47736,0.865015
0.459594,0.459885,0.105141,0.059706,0.087958,0.073978,0.500369,0.69609
2.588055,2.553687,1.947886,1.951381,8.156481,6.049864,1.023164,1.543629
0.452313,0.441537,0.120578,0.091744,0.127277,0.124073,0.501534,0.838511
0.504155,0.484932,0.107763,0.094074,0.135723,0.123199,0.40746,1.386936
0.460759,0.417654,0.126403,0.113005,0.155237,0.141256,0.380373,0.841715
0.489593,0.478526,0.086793,0.0699,0.093491,0.087666,0.526582,0.999282
0.590074,0.591531,0.274068,0.228049,0.497747,0.477069,0.732787,0.737156
0.53794,0.549299,0.182906,0.150286,0.669003,0.510854,1.168498,1.392762
1.454798,1.054619,1.055784,0.641626,4.798649,1.423634,0.644829,0.706866
1.15015,1.12452,0.849579,0.822783,1.437905,1.307134,1.515087,1.467613
0.669586,0.667256,0.357947,0.333774,7.832901,2.825134,0.865015,0.830356
0.613374,0.58425,0.276979,0.258922,1.942352,1.45538,0.687644,0.665508
0.482894,0.474157,0.094366,0.087958,0.110384,0.088832,1.232865,1.671197
0.539688,0.542018,0.28397,0.159606,0.322123,0.191643,0.564153,1.432372
0.498913,0.476487,0.166304,0.101938,0.209409,0.105141,0.553668,0.49833
3.467051,1.399169,1.70906,1.659839,56.2953,14.843893,0.720554,0.692304
0.485224,0.477651,0.050095,0.042523,0.091162,0.076308,0.409208,1.113743
0.455807,0.506777,0.122326,0.107472,0.658227,0.337851,0.818706,0.751427
0.511146,0.517844,0.140092,0.117957,0.133102,0.113005,0.438915,0.772107
0.491631,0.46338,0.114171,0.0999,0.146208,0.118248,0.41212,0.818415
1.291989,1.344123,1.019378,1.041804,4.589823,2.485535,3.362782,2.616306
1.003941,0.928799,1.006563,0.941323,2.427577,1.598385,1.160344,1.50635
0.453187,0.43309,0.061453,0.050095,0.084172,0.055338,1.017048,1.394218
0.548134,0.498621,0.111841,0.099026,0.198633,0.154363,0.57755,2.03031
0.677741,0.663469,0.532406,0.51231,5.57425,3.741409,1.412858,1.675566
0.858607,0.806182,0.846084,0.830648,0.836764,0.74735,1.70906,1.679935
0.51464,0.49134,0.417071,0.324162,0.357365,0.296784,0.424935,6.959731
0.532115,0.467457,0.149994,0.13281,0.164557,0.164266,0.406295,0.721428
0.924721,0.911324,0.428138,0.395228,0.379209,0.358239,3.030466,3.879753
0.631141,0.650072,0.320667,0.179993,0.288921,0.168926,0.432508,2.023611
0.535901,0.565027,0.108928,0.087376,0.255427,0.146208,0.49367,1.64149
0.615995,0.582793,0.157858,0.141839,0.239408,0.220768,0.384451,0.412993
0.836764,0.823657,0.702788,0.65182,1.05229,0.929673,0.829191,1.061027
0.536484,0.534446,0.15116,0.13514,0.209701,0.205623,1.755369,2.148558
1.26898,1.221506,1.04326,1.027242,4.231002,2.376024,2.946293,2.073706
3.631898,3.117259,2.569706,2.197488,14.038292,8.53802,3.409091,2.443304
1.939149,1.849734,1.538387,1.509553,95.87979,18.84597,1.750709,0.948022
2.425537,2.415052,2.300299,2.313989,6.376646,5.442314,0.835599,0.925304
0.576677,0.551629,0.107471,0.089414,0.136014,0.133393,0.464836,2.667276
0.524542,0.522212,0.092618,0.078055,0.08621,0.070483,0.378335,6.539456
0.517844,0.522213,0.062327,0.057085,0.04893,0.040484,1.871578,2.198653
0.774436,0.719972,0.389111,0.388238,0.964623,0.901422,1.374704,1.281213
0.775601,0.767155,0.555998,0.525125,4.461381,1.076463,1.598384,1.090444
0.569104,0.577259,0.143295,0.123199,0.163974,0.129024,0.440954,0.498622
0.640169,0.611335,0.14213,0.132519,0.173586,0.153198,0.581336,1.078502
0.593861,0.603472,0.246398,0.129606,0.239117,0.131062,0.458429,2.13283
0.592113,0.57522,0.165722,0.178537,0.221642,0.200089,0.44474,0.424352
0.588618,0.539105,0.084172,0.069318,0.099025,0.077764,0.652402,0.879869
0.65648,0.666965,0.144169,0.130772,0.210574,0.189605,0.41212,0.562697
6.85255,6.922742,8.255797,8.307349,102.337114,25.846186,1.08986,0.747641
0.513767,0.492214,0.03495,0.023008,0.033785,0.01864,0.643373,0.593861
1.153936,1.250631,1.180731,1.173159,7.898724,4.904665,1.284125,1.37354
2.469225,2.427867,2.249039,2.206517,46.585578,12.833679,1.168208,0.913071
0.892393,0.826279,0.525126,0.469497,2.223118,1.647897,0.911907,1.219176
0.620947,0.597938,0.145334,0.113005,0.142421,0.12786,0.564444,0.873462
0.634053,0.610462,0.172421,0.159605,0.142421,0.117665,0.400761,3.4787
0.567939,0.548134,0.122908,0.102812,0.154655,0.145625,0.396683,2.162246
0.771232,0.745603,0.132811,0.113588,0.122908,0.108345,0.616287,0.680362
0.686187,0.684731,0.23271,0.235913,1.462953,0.811134,1.113743,1.022874
0.714148,0.708614,0.177372,0.174751,0.457264,0.276689,0.709196,0.671915
0.583376,0.551338,0.133393,0.099899,0.139218,0.124072,0.456099,1.130053
