B&B-HB-MHV,BestFS-HB-MHV,B&B-HB-MVPWU,BestFS-HB-MVPWU,B&B-HB-MCF,BestFS-HB-MCF,01LP,BoolOpt
0.080094,0.067862,0.023883,0.016601,0.032911,0.025048,0.195138,0.182323
0.086502,0.08388,0.03029,0.0233,0.053007,0.03495,0.145043,0.126403
0.077472,0.081841,0.029999,0.014853,0.029708,0.022426,0.163975,0.158149
0.085337,0.074269,0.048639,0.038445,0.043979,0.035532,0.576385,0.464545
0.089122,0.091744,0.037862,0.029125,0.041648,0.02796,0.192517,0.254844
0.089123,0.085046,0.026504,0.019514,0.034077,0.027669,0.196012,0.351249
0.08854,0.081259,0.039901,0.019805,0.042814,0.02097,0.169508,0.323871
0.107763,0.079803,0.036407,0.019514,0.050386,0.03262,0.347462,0.342511
0.077181,0.076016,0.013689,0.008738,0.013106,0.007864,0.274359,0.250184
0.082716,0.074269,0.02563,0.018931,0.023592,0.017475,0.203002,0.169799
0.07922,0.074269,0.019223,0.013689,0.024174,0.017475,0.157858,0.186692
0.157858,0.119704,0.12116,0.1165,0.101938,0.06757,0.234166,0.326492
0.097278,0.070192,0.025048,0.018931,0.032329,0.025339,0.323579,0.399596
0.110092,0.078056,0.041648,0.039027,0.044561,0.036698,0.139509,0.212614
0.092909,0.08621,0.040484,0.033494,0.084172,0.051551,0.251058,0.220185
0.081259,0.082132,0.028251,0.020679,0.049221,0.032038,0.316881,0.294163
0.076307,0.068444,0.023882,0.017475,0.031456,0.025047,0.364938,0.404548
0.09553,0.084754,0.028251,0.021262,0.045726,0.028542,0.136305,0.180575
0.075434,0.066114,0.017767,0.012815,0.025922,0.012524,0.1698,0.15378
0.075434,0.06757,0.014271,0.009028,0.01398,0.008737,0.293289,0.380374
0.080385,0.071939,0.029125,0.022427,0.03961,0.025047,0.385907,0.208827
0.080968,0.070192,0.04194,0.023883,0.052425,0.031455,0.231835,0.210283
0.064367,0.057377,0.012524,0.006698,0.012815,0.007281,0.281349,0.283095
0.082132,0.070483,0.034367,0.024465,0.069318,0.04194,0.277271,0.36785
0.078638,0.076599,0.023883,0.017766,0.021552,0.015728,0.170964,0.204167
0.113879,0.104268,0.034658,0.034659,0.025339,0.02097,0.134558,0.951808
0.086793,0.077763,0.032037,0.022426,0.027669,0.020678,0.160188,0.210283
0.099608,0.079511,0.044271,0.019805,0.04194,0.028542,0.257466,0.313095
0.077764,0.071065,0.025921,0.019223,0.026795,0.032037,0.169799,0.138927
0.095822,0.099317,0.03262,0.024465,0.040192,0.03262,0.148538,0.157858
0.101064,0.099899,0.024465,0.019222,0.04427,0.031455,0.24436,0.235039
0.105141,0.097569,0.038445,0.032038,0.059415,0.039319,0.161353,0.152324
0.121743,0.107762,0.070483,0.070191,0.106889,0.101938,0.376296,0.413576
0.103976,0.086502,0.026212,0.018931,0.031164,0.023592,0.200963,0.273776
0.093782,0.08621,0.043105,0.027669,0.036697,0.029999,0.443284,0.544931
0.09786,0.080677,0.027378,0.019805,0.024757,0.01864,0.219312,0.273776
0.104559,0.10951,0.056503,0.048056,0.112423,0.091162,0.497457,0.356491
0.110966,0.09553,0.042522,0.036407,0.336686,0.152906,0.599394,0.727253
0.094074,0.087084,0.034659,0.027669,0.080094,0.069317,0.40513,0.6658
0.089414,0.07922,0.024174,0.018058,0.046891,0.026795,0.23038,0.215234
0.076599,0.068153,0.038736,0.030872,0.090288,0.058541,0.194555,0.176498
0.085045,0.076308,0.024757,0.018348,0.034076,0.026504,0.149703,0.152325
0.082424,0.073978,0.046308,0.030872,0.041649,0.03029,0.364937,0.424644
0.100773,0.10019,0.045144,0.036698,0.044562,0.036989,0.11854,0.113588
0.078055,0.092035,0.018349,0.011941,0.017184,0.011941,0.386199,0.39115
0.10718,0.098734,0.054755,0.049222,0.10718,0.066114,0.30028,0.388237
0.125238,0.097569,0.050678,0.043105,0.071648,0.066405,0.689973,0.465419
0.099316,0.081842,0.025339,0.020096,0.025921,0.018932,0.258631,0.288047
0.096696,0.087666,0.029708,0.022426,0.035241,0.028543,0.18407,0.14184
0.083589,0.079511,0.020388,0.014853,0.035533,0.03029,0.152324,0.146208
0.076599,0.070192,0.021552,0.015145,0.017183,0.011068,0.198925,0.300279
0.089123,0.08155,0.042814,0.024757,0.033202,0.025339,0.148246,0.137179
0.087375,0.079803,0.03961,0.03262,0.043979,0.029999,0.159023,0.155819
0.080677,0.074269,0.012524,0.007572,0.01165,0.007282,0.200381,0.185527
0.097277,0.099316,0.040192,0.029998,0.059124,0.05126,0.243194,0.203585
0.087084,0.077764,0.031746,0.024173,0.024173,0.02097,0.162518,0.198342
0.092327,0.082424,0.022426,0.015727,0.041357,0.021843,0.205623,0.190478
0.086211,0.077181,0.019223,0.013398,0.02097,0.014562,0.258048,0.300571
0.095239,0.089997,0.032329,0.025048,0.045435,0.037863,0.472409,0.695507
0.100481,0.086793,0.028834,0.021844,0.041066,0.033785,0.185527,0.200672
0.08621,0.08155,0.045726,0.039901,0.06524,0.048348,0.446487,0.396975
0.025339,0.021552,0.016601,0.011942,0.015728,0.011067,0.253971,0.239117
0.081259,0.072231,0.020388,0.014562,0.04427,0.025048,0.339599,0.50532
0.090579,0.07689,0.021262,0.015728,0.029416,0.022135,0.196886,0.174459
0.076308,0.071065,0.026795,0.019514,0.019805,0.01398,0.271155,0.23038
0.101355,0.090871,0.024174,0.018057,0.02796,0.020096,0.288339,0.243777
0.103394,0.095821,0.037862,0.031747,0.066405,0.042231,0.162518,0.134557
0.094074,0.08388,0.022427,0.015437,0.028251,0.021261,0.165431,0.137471
0.087084,0.078929,0.030873,0.023883,0.035824,0.028542,0.182323,0.156401
0.092036,0.091453,0.025339,0.01864,0.038154,0.022718,0.17475,0.157567
0.118247,0.092036,0.032037,0.024756,0.043105,0.03495,0.134267,0.136597
0.094074,0.08155,0.036406,0.025339,0.06524,0.0466,0.588909,0.590365
0.10718,0.081259,0.037862,0.029707,0.042814,0.033785,0.272028,0.180576
0.124364,0.145916,0.083589,0.073395,0.102811,0.094657,0.618617,0.784629
0.106597,0.099899,0.025339,0.018057,0.033494,0.025047,0.26533,0.296494
0.121161,0.10485,0.047182,0.037572,0.071648,0.06291,0.245233,0.230088
0.10485,0.10252,0.029416,0.022135,0.045435,0.037862,0.312804,0.327949
0.103977,0.09553,0.048348,0.038445,0.050095,0.040484,0.53765,0.844045
0.092909,0.105433,0.023009,0.029707,0.02097,0.01864,0.259214,0.223098
0.110676,0.101356,0.04427,0.036115,0.070483,0.068444,0.59386,0.422022
0.124364,0.105724,0.046892,0.028543,0.036698,0.029125,0.154654,0.153198
0.101647,0.092035,0.019514,0.013689,0.022426,0.016019,0.292416,0.333774
0.104559,0.091161,0.024174,0.015436,0.038154,0.039319,0.159314,0.187275
0.097569,0.08854,0.026504,0.020387,0.034659,0.026212,0.427557,0.446779
0.103685,0.096695,0.017183,0.011359,0.020096,0.028834,0.214652,0.180866
0.115335,0.091744,0.021552,0.014853,0.025339,0.017183,0.314842,0.296785
0.096986,0.103976,0.032911,0.025339,0.066114,0.042523,0.212904,0.18407
0.103394,0.096404,0.03262,0.024174,0.038154,0.03029,0.33057,0.219894
0.116501,0.106598,0.046018,0.039028,0.045144,0.032037,0.466001,0.535028
0.100482,0.092035,0.023883,0.017184,0.029417,0.022427,0.258048,0.252223
0.103977,0.094365,0.029708,0.021261,0.043396,0.048639,0.47503,0.602889
0.105433,0.101355,0.042232,0.045144,0.042814,0.029999,0.258048,0.298241
0.103103,0.092909,0.021552,0.015436,0.038445,0.026213,0.235622,0.191061
0.090579,0.080386,0.021552,0.014854,0.028542,0.016893,0.283969,0.380082
0.100773,0.095239,0.027087,0.019514,0.055337,0.03495,0.169508,0.152615
0.11155,0.088249,0.03495,0.027669,0.048348,0.052134,0.181449,0.163683
0.090871,0.08621,0.032911,0.025047,0.030581,0.023883,0.186983,0.186692
0.158441,0.14912,0.092909,0.087958,0.152033,0.140092,0.516679,0.500078
0.104559,0.097277,0.035241,0.02796,0.03961,0.030582,0.279019,0.2863
0.107472,0.107471,0.037572,0.032912,0.040193,0.034658,0.195138,0.241447
0.11184,0.099608,0.045726,0.027086,0.036697,0.023591,0.178828,0.452022
0.11621,0.096695,0.02796,0.017184,0.021843,0.015145,0.373966,0.368432
0.099317,0.093201,0.026213,0.013689,0.022717,0.016311,0.322414,0.304649
0.146499,0.114462,0.10485,0.085628,0.17242,0.149994,0.66842,0.573764
0.106889,0.089706,0.013106,0.007572,0.023882,0.018057,0.201255,0.346588
0.092617,0.108054,0.027086,0.020679,0.035533,0.02796,0.181449,0.331444
0.105433,0.095239,0.028542,0.020387,0.034659,0.025922,0.186109,0.331735
0.105141,0.087666,0.053299,0.032621,0.046018,0.052426,0.361734,0.447652
0.107181,0.097569,0.036989,0.029999,0.051552,0.031164,0.209118,0.171547
0.166304,0.133975,0.087666,0.080094,0.288629,0.272028,0.562405,0.55891
0.132519,0.107181,0.039319,0.031746,0.026795,0.021261,0.182031,0.306687
0.238534,0.216982,0.159605,0.145335,0.287756,0.183197,0.489884,0.899383
0.145043,0.116791,0.068153,0.058541,0.050677,0.041649,0.270572,0.334356
0.123782,0.103977,0.039028,0.031455,0.040484,0.032038,0.167469,0.233583
0.120578,0.11417,0.035533,0.026795,0.036988,0.029707,0.440662,0.387655
0.113879,0.109802,0.042231,0.045435,0.050969,0.042232,0.278727,0.244942
0.114461,0.103977,0.031746,0.024465,0.064949,0.056503,0.78929,0.359403
0.121161,0.114753,0.046018,0.03728,0.087375,0.07689,0.654732,0.738321
0.12815,0.105142,0.033785,0.027087,0.04427,0.035241,0.208244,0.238534
0.113006,0.105724,0.050387,0.041066,0.099608,0.074561,0.309891,0.279601
0.111549,0.103394,0.038445,0.030582,0.041649,0.037863,0.169799,0.146499
0.073104,0.067862,0.032911,0.026795,0.038154,0.032037,0.166887,0.166013
0.110675,0.143587,0.032912,0.026504,0.042814,0.034659,0.226301,0.213196
0.120578,0.110676,0.040484,0.031747,0.064367,0.041067,0.21174,0.189022
0.159896,0.155528,0.10718,0.080385,0.10485,0.092326,0.58454,0.716477
0.120869,0.117083,0.062619,0.053299,0.104559,0.077764,0.366102,0.359112
0.104851,0.099899,0.034076,0.025339,0.028834,0.020679,0.693177,0.640751
0.133101,0.103685,0.036989,0.028542,0.030873,0.022717,0.461924,0.474157
0.113005,0.10252,0.038445,0.029416,0.035533,0.02796,0.287756,0.298823
0.116209,0.107472,0.037862,0.029999,0.039901,0.031747,0.226884,0.185235
0.095239,0.113006,0.023882,0.017184,0.021843,0.014854,0.511437,0.558037
0.117082,0.106889,0.027086,0.020679,0.026212,0.018349,0.220185,0.183488
0.120869,0.110676,0.024465,0.019223,0.028834,0.019805,0.520175,0.527164
0.132228,0.119704,0.054464,0.055337,0.06058,0.043979,0.306688,0.251932
0.12116,0.10951,0.02097,0.014562,0.028833,0.02097,0.254553,0.351831
0.123199,0.119121,0.034659,0.025921,0.03728,0.019222,0.221642,0.208245
0.151742,0.119413,0.067861,0.063202,0.114753,0.089414,0.304066,0.272611
0.138927,0.109511,0.044561,0.036115,0.087375,0.066114,0.270281,0.235039
0.114753,0.128151,0.027087,0.020388,0.036406,0.03029,0.273776,0.240282
0.12116,0.111549,0.034659,0.027669,0.041649,0.033785,0.296493,0.292124
0.116792,0.107471,0.040775,0.033494,0.065822,0.057376,0.706284,0.846667
0.126694,0.102229,0.03728,0.021552,0.050969,0.036407,0.230089,0.26533
0.148246,0.116792,0.050678,0.032037,0.054172,0.04427,0.412703,0.613374
0.124364,0.125821,0.070191,0.036989,0.091453,0.043688,0.453186,0.29562
0.106307,0.099317,0.050387,0.053882,0.055629,0.043396,0.292708,0.281639
0.113588,0.135141,0.026504,0.020388,0.034077,0.026213,0.308143,0.27931
0.138636,0.144169,0.088249,0.063201,0.096404,0.075725,0.651237,0.526873
0.140675,0.12815,0.054464,0.052425,0.053882,0.041357,0.599686,0.652402
0.124656,0.118248,0.092618,0.066697,0.058542,0.049222,0.374548,0.481729
0.11417,0.106307,0.043397,0.038737,0.038736,0.03495,0.265329,0.248437
0.101646,0.0932,0.022426,0.015436,0.020388,0.017475,0.327657,0.335229
0.118248,0.108928,0.041067,0.033203,0.04427,0.038736,0.3795,0.575512
0.122034,0.117083,0.035823,0.026503,0.034659,0.03961,0.432216,0.41445
0.108054,0.105141,0.038737,0.031163,0.039902,0.031164,0.200089,0.235622
0.119704,0.111258,0.038154,0.033493,0.052425,0.035241,0.174168,0.160479
0.138636,0.111258,0.044852,0.038154,0.050969,0.042523,0.182032,0.211156
0.110384,0.099899,0.018931,0.012524,0.017766,0.011067,0.244942,0.214943
0.127276,0.1165,0.062328,0.041357,0.113005,0.080968,0.402218,0.396684
0.119995,0.108928,0.040775,0.03262,0.046309,0.039027,0.173876,0.197468
0.154946,0.120578,0.071648,0.057085,0.074852,0.058832,0.402217,0.413868
