"Model(Num features)","B&B+HB+MCF","B&B+HB+MVW","B&B+HB+MHV","BestFS+HB+MCF","BestFS+HB+MVW","BestFS+HB+MHV","BT+HA+MCF","BT+HA+MVW","BT+HA+MHV","BT+HB+MCF","BT+HB+MVW","BT+HB+MHV","JavaPseudoBooleanLPalgorithm-SAT4J"
"Sastm(30)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SAP Business Suite(30)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"PortafolioEddie(30)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Inmobiliaria Yerson(30)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Inmobiliarias(30)","1.0","1.0","1.0","1.0","1.0","1.0","0.9997300416257062","1.0","1.0","0.9997300416257062","1.0","1.0","1.0"
"UrnaJP(30)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Visit Indonesia(30)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Graph(30)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Reference Management Softwares Feature Model(31)","1.0","1.0","1.0","1.0","1.0","1.0","0.9978920661005014","0.9978920661005014","1.0","0.9978920661005014","0.9978920661005014","1.0","1.0"
"Reference Management Softwares Feature Model(31)","1.0","1.0","1.0","1.0","1.0","1.0","0.9955260387870463","1.0","1.0","0.9955260387870463","1.0","1.0","1.0"
"GreenHouse_Control_and_Monitoring(31)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"tool analysis(31)","1.0","1.0","1.0","1.0","1.0","1.0","0.9358083319435977","0.9358083319435977","1.0","1.0","1.0","1.0","1.0"
"Automotive system(31)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9993650689830091","1.0","1.0","0.9993650689830091","1.0","1.0"
"DeReTiYo(31)","1.0","1.0","1.0","1.0","1.0","1.0","0.9955511942413583","0.9955511942413583","1.0","0.9955511942413583","0.9955511942413583","1.0","1.0"
"EventosGarcia(31)","1.0","1.0","1.0","1.0","1.0","1.0","0.9577496172480585","0.9517919219318945","1.0","1.0","1.0","1.0","1.0"
"Marketplace para PYMES(31)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Inmobiliaria(31)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Inmobiliaria(31)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"BC WIN(31)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9486221469254236","1.0","1.0","1.0","1.0","1.0"
"MM-URNA(31)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"KDDI(31)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Autiomoviles(31)","1.0","1.0","1.0","1.0","1.0","1.0","0.9480110884304397","1.0","1.0","0.9568779531752443","1.0","1.0","1.0"
"Composicao_LO(32)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"ELEC5619 - End User Model(32)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"RaaS(32)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SPL SimulES, PnP(32)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9886229781590212","1.0","1.0","1.0","1.0","1.0"
"TreeStemDeformationMeshingTool(32)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9557297393491567","1.0","1.0","1.0","1.0","1.0"
"Premium1Nemocon(32)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9929415974820319","1.0","1.0","0.9929415974820319","1.0","1.0"
"Devolution(32)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"TAM Reservas(32)","1.0","1.0","1.0","1.0","1.0","1.0","0.8959625663868551","1.0","1.0","1.0","1.0","1.0","1.0"
"Epic slice machine(32)","1.0","1.0","1.0","1.0","1.0","1.0","0.9663728508258003","1.0","1.0","1.0","1.0","1.0","1.0"
"IVI Development VM(32)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Bike Computer Family(32)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SEPFeatureModel(33)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Physiological computing feature model(33)","1.0","1.0","1.0","1.0","1.0","1.0","0.9106442789936465","0.9106442789936465","1.0","1.0","1.0","1.0","1.0"
"Strategy Mobile Game(33)","1.0","1.0","1.0","1.0","1.0","1.0","0.9970251332273468","1.0","1.0","0.9970251332273468","1.0","1.0","1.0"
"Pricing(33)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9353434214508504","1.0","1.0","1.0","1.0","1.0"
"Robot Calibration(33)","1.0","1.0","1.0","1.0","1.0","1.0","0.9410027777829852","1.0","1.0","1.0","1.0","1.0","1.0"
"Inmobiliaria(33)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Inmobiliaria(33)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9936809975785849","1.0","1.0","0.9936809975785849","1.0","1.0"
"Inmobiliaria(33)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Inmobiliaria-201522309(33)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"ADS(33)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SalesScenario(33)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9828970446192316","1.0","1.0","0.9828970446192316","1.0","1.0"
"urna_bf1022(33)","1.0","1.0","1.0","1.0","1.0","1.0","0.9270192171416604","0.8543518265814593","1.0","1.0","1.0","1.0","1.0"
"Jetbrains(33)","1.0","1.0","1.0","1.0","1.0","1.0","0.9182994735009713","0.9182994735009713","1.0","1.0","1.0","1.0","1.0"
"Bike Computer Feature Model(33)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SPL-Doctor Chat(34)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Agenda(34)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Applications(34)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Guitarra(34)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"TPL(34)","1.0","1.0","1.0","1.0","1.0","1.0","0.9509596298480598","1.0","1.0","0.9509596298480598","1.0","1.0","1.0"
"vacaciones1Kelvin(34)","1.0","1.0","1.0","1.0","1.0","1.0","0.9736504735122035","0.9936774319854764","1.0","1.0","1.0","1.0","1.0"
"MyHolidays(34)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Limerick Bike Sharing System(34)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Assessment_Lina(34)","1.0","1.0","1.0","1.0","1.0","1.0","0.9766733801544879","0.8693763879493593","1.0","0.9796599686236832","0.8723629764185546","1.0","1.0"
"Quality Attributes ISO(34)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"immortals(34)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Bike Configuration(34)","1.0","1.0","1.0","1.0","1.0","1.0","0.8445495886297465","1.0","1.0","1.0","1.0","1.0","1.0"
"Text To Speech App(34)","1.0","1.0","1.0","1.0","1.0","1.0","0.9586144330470556","0.9998680473146304","0.9998680473146304","0.9998680473146304","0.9998680473146304","0.9998680473146304","1.0"
"ELEC5619 - Tootawl's Model(35)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Experiment environment(35)","1.0","1.0","1.0","1.0","1.0","1.0","0.9543947615281898","0.9940617877746556","1.0","1.0","1.0","1.0","1.0"
"Smartphone-SPL(35)","1.0","1.0","1.0","1.0","1.0","1.0","0.9975456081950919","0.8557413359329297","1.0","0.9975456081950919","0.9301829336112648","1.0","1.0"
"PortafolioMoreno(35)","1.0","1.0","1.0","1.0","1.0","1.0","0.9751958486218656","0.9863799536114967","1.0","1.0","1.0","1.0","1.0"
"VOLKSWAGEN UP FM(35)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"bCMSContext(35)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MarketplaceMiso(35)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Control Biometrico(35)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9663965452748033","1.0","1.0","1.0"
"Inmobiliaria(35)","1.0","1.0","1.0","1.0","1.0","1.0","0.9961376644787928","0.9961376644787928","1.0","0.9961376644787928","0.9961376644787928","1.0","1.0"
"TallerInmobiliaria(35)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9926961818731449","1.0","1.0","1.0","1.0","1.0"
"Bike Configuration(35)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9532833865169593","1.0","1.0","0.9532833865169593","1.0","1.0"
"AmazonEC2(35)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Rhiscom Process Model(36)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9165650206614543","1.0","1.0","0.9165650206614543","1.0","1.0"
"Video CMS(36)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9914212934866438","1.0","1.0","1.0","1.0","1.0"
"Video CMS(36)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"VOLKSWAGEN UP FM(36)","1.0","1.0","1.0","1.0","1.0","1.0","0.9948569590311978","1.0","1.0","0.9948569590311978","1.0","1.0","1.0"
"Hamburguesa V2(36)","1.0","1.0","1.0","1.0","1.0","1.0","0.9899836728014271","0.9899836728014271","0.9899836728014271","0.9899836728014271","0.9899836728014271","1.0","1.0"
"Hamburguesa(36)","1.0","1.0","1.0","1.0","1.0","1.0","0.9745632457833152","1.0","1.0","0.9745632457833152","1.0","1.0","1.0"
"Tankwar(36)","1.0","1.0","1.0","1.0","1.0","1.0","0.9841619768675498","0.9958740462671986","1.0","0.9841619768675498","0.9958740462671986","1.0","1.0"
"Online-book-shopping(36)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.6222421250068968","1.0","1.0","1.0","1.0","1.0"
"Random(36)","1.0","1.0","1.0","1.0","1.0","1.0","0.9373265642609844","0.9373265642609844","1.0","0.9373265642609844","0.9373265642609844","1.0","1.0"
"RS(36)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"ImpuestoalConsumo_01(36)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Educational_Robotic(36)","1.0","1.0","1.0","1.0","1.0","1.0","0.9553596463601135","0.9798776964541351","1.0","0.9553596463601135","1.0","1.0","1.0"
"SPL for Eduational Robotil(36)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Inventory(37)","1.0","1.0","1.0","1.0","1.0","1.0","0.9663227654924728","0.9663227654924728","1.0","1.0","1.0","1.0","1.0"
"CD OD Semantic Variability(37)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Software Stack(37)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Software Stack(37)","1.0","1.0","1.0","1.0","1.0","1.0","0.9860619472834132","0.9847700058983273","1.0","0.9860619472834132","1.0","1.0","1.0"
"Jogo de Tiros(37)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9476433554510122","1.0","1.0","0.9476433554510122","1.0","1.0"
"B2B Website(37)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"MLX(37)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"bike(37)","1.0","1.0","1.0","1.0","1.0","1.0","0.9147317671901399","1.0","1.0","1.0","1.0","1.0","1.0"
"Inmobiliaria(37)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"ProductosCreditoV2(37)","1.0","1.0","1.0","1.0","1.0","1.0","0.9290639916083263","0.8811367966730851","1.0","0.9290639916083263","0.9252323512698771","1.0","1.0"
"Jetbrains(37)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Sienna(38)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9720260136355195","1.0","1.0","0.9720260136355195","1.0","1.0"
"Smart Home v2(38)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.953769186814308","1.0","1.0","1.0","1.0","1.0"
"tablets(38)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9785056785882216","1.0","1.0","1.0","1.0","1.0"
"Control biometrico(38)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"ProductosCredito(38)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"DS Monitor Feature(38)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Venta computadores(38)","1.0","1.0","1.0","1.0","1.0","1.0","0.9508206058798669","0.9104030117979268","1.0","0.9972520387167326","1.0","1.0","1.0"
"Inmobiliaria(39)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"CasoInmobiliarioa_IvanGarcia_MarioLancheros(39)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Urna Eletrônica(39)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"BikeShop(39)","1.0","1.0","1.0","1.0","1.0","1.0","0.8647206962081122","1.0","1.0","1.0","1.0","1.0","1.0"
"mac(39)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"KernelLinuxFM(39)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Database Tool(40)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Meshing Tool Generator(40)","1.0","1.0","1.0","1.0","1.0","1.0","0.9947229619097474","0.9947229619097474","1.0","1.0","1.0","1.0","1.0"
"WebCollaboration(40)","1.0","1.0","1.0","1.0","1.0","1.0","0.9968791317142951","1.0","1.0","0.9968791317142951","1.0","1.0","1.0"
"WebCollaborativeApplication(40)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Assess4me(40)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"VacacionesCabrera(40)","1.0","1.0","1.0","1.0","1.0","1.0","0.9997614438508682","0.9349791034028725","1.0","1.0","1.0","1.0","1.0"
"WISE(40)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Feature Model for T-mall(40)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"ebay(40)","1.0","1.0","1.0","1.0","1.0","1.0","0.8846401700495433","0.8897714744174603","1.0","0.8897714744174603","0.8897714744174603","1.0","1.0"
"VMTools-RA(40)","1.0","1.0","1.0","1.0","1.0","1.0","0.9867366305590333","0.9867366305590333","1.0","0.9867366305590333","0.9867366305590333","1.0","1.0"
"Bike Computer(40)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"VMS(40)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"ebay(40)","1.0","1.0","1.0","1.0","1.0","1.0","0.9673187988566149","1.0","1.0","0.9673187988566149","1.0","1.0","1.0"
"Consolas de Videojuegos(41)","1.0","1.0","1.0","1.0","1.0","1.0","0.9884371073910521","0.9755731392153905","1.0","1.0","1.0","1.0","1.0"
"DS Sample(41)","1.0","1.0","1.0","1.0","1.0","1.0","0.9959018530766031","1.0","1.0","1.0","1.0","1.0","1.0"
"Poliza(41)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Facturación Servicios Publicos(41)","1.0","1.0","1.0","1.0","1.0","1.0","0.9638121561972843","0.9586113425193644","1.0","1.0","1.0","1.0","1.0"
"Facturación Servicios Publicos(41)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"LightFollower(41)","1.0","1.0","1.0","1.0","1.0","1.0","0.9122446944616175","0.9558693908024465","1.0","1.0","1.0","1.0","1.0"
"Linux(41)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Bike(41)","1.0","1.0","1.0","1.0","1.0","1.0","0.9670378362058261","0.9670378362058261","1.0","1.0","1.0","1.0","1.0"
"Security(41)","1.0","1.0","1.0","1.0","1.0","1.0","0.9268484189107064","0.8656658355883364","1.0","1.0","0.9926232935360498","1.0","1.0"
"FM ERP-SPL(42)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Notebook Shop(42)","1.0","1.0","1.0","1.0","1.0","1.0","0.9469008594088465","1.0","1.0","1.0","1.0","1.0","1.0"
"DBdesign(42)","1.0","1.0","1.0","1.0","1.0","1.0","0.9753958787062215","0.9753958787062215","1.0","0.9753958787062215","0.9753958787062215","1.0","1.0"
"Obstacle identification(42)","1.0","1.0","1.0","1.0","1.0","1.0","0.9617042900656196","1.0","1.0","0.964832304719414","1.0","1.0","1.0"
"Smart UMKM(42)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Letovanje(43)","1.0","1.0","1.0","1.0","1.0","1.0","0.9510430738423169","0.9472393056121683","1.0","1.0","1.0","1.0","1.0"
"Mobile Media 2(43)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Tree Stem Deformation Simulator(43)","1.0","1.0","1.0","1.0","1.0","1.0","0.9922081776249133","0.9761382695352033","1.0","0.9922081776249133","1.0","1.0","1.0"
"Adempiere(43)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"juliana(43)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SPLOT Tutorial(43)","1.0","1.0","1.0","1.0","1.0","1.0","0.9632660311732427","1.0","1.0","1.0","1.0","1.0","1.0"
"Marketplace(43)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Swap MArketplace(43)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Emergency Response Application(43)","1.0","1.0","1.0","1.0","1.0","1.0","0.9486044476029571","0.9486044476029571","1.0","1.0","1.0","1.0","1.0"
"DSPLFamily(43)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9659694285668912","1.0","1.0","1.0","1.0","1.0"
"Web_Portal(43)","1.0","1.0","1.0","1.0","1.0","1.0","0.9629788545595213","0.9629788545595213","1.0","0.9629788545595213","0.9629788545595213","1.0","1.0"
"TrafficLight(44)","1.0","1.0","1.0","1.0","1.0","1.0","0.9880850543410251","0.9808729189020216","1.0","1.0","1.0","1.0","1.0"
"E-commerce(44)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Wireless sensor actuator network(44)","1.0","1.0","1.0","1.0","1.0","1.0","0.9980687546603927","1.0","1.0","1.0","1.0","1.0","1.0"
"urnas-thiago-marques-viana(44)","1.0","1.0","1.0","1.0","1.0","1.0","0.9490985970811647","0.9490985970811647","1.0","1.0","1.0","1.0","1.0"
"Documentation_Generation(44)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Thread(44)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"AndroidSPL(45)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Sistem Informasi Rumah Sakit MIK(45)","1.0","1.0","1.0","1.0","1.0","1.0","0.9603845607400612","0.9892513154985005","1.0","0.9972660801390826","0.996126307056863","1.0","1.0"
"Java EE 6 - Camilo Fierro(45)","1.0","1.0","1.0","1.0","1.0","1.0","0.9127404974463572","0.9039974797445235","1.0","1.0","1.0","1.0","1.0"
"Computadores(45)","1.0","1.0","1.0","1.0","1.0","1.0","0.9283110638878103","0.9212682358815191","1.0","1.0","1.0","1.0","1.0"
"Webshop(46)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"GerenciaLojaVirtual(46)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9935536266382871","1.0","1.0","1.0","1.0","1.0"
"Smart UMKM 2(46)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"DELL Laptop/Notebook Computers(47)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.5399095102812916","0.9329976006223237","1.0","0.6060407606550291","1.0","1.0"
"Seguros(47)","1.0","1.0","1.0","1.0","1.0","1.0","0.9301004578324658","0.9301004578324658","1.0","1.0","0.9601338189628599","1.0","1.0"
"Programación Salas Cirugía(47)","1.0","1.0","1.0","1.0","1.0","1.0","0.9989419184329111","0.9660831081770617","1.0","1.0","1.0","1.0","1.0"
"Market Place(47)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Taxonomy of User Needs for Software Visualisation(47)","1.0","1.0","1.0","1.0","1.0","1.0","0.9887003791614808","0.9887003791614808","0.9986864052015588","0.9986864052015588","0.9986864052015588","1.0","1.0"
"Heidelberg Ion-Beam Therapy Center(47)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SSC(47)","1.0","1.0","1.0","1.0","1.0","1.0","0.9640057080605751","0.9533694408080639","1.0","1.0","1.0","1.0","1.0"
"VentaComputadores(47)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9920144083168997","1.0","1.0","1.0","1.0","1.0"
"Arbol de variabilidad de computadores(47)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"URNA_CPR(47)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"VentaPC(47)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Taller1_Computadores(47)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Computador-Miso_201701(47)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"punto_2(47)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Smart Home-z(48)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Toko(48)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"PGE-FeatureModel_V1(48)","1.0","1.0","1.0","1.0","1.0","1.0","0.9742790859693685","1.0","1.0","1.0","1.0","1.0","1.0"
"TallerVarComputador(48)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Computadores(48)","1.0","1.0","1.0","1.0","1.0","1.0","0.9792989805483138","0.9792989805483138","1.0","0.9828424049635569","0.9995905078615822","1.0","1.0"
"Taller 1 Cristian y Jorge(48)","1.0","1.0","1.0","1.0","1.0","1.0","0.9498565127994576","1.0","0.9801059977760338","0.9801059977760338","1.0","0.9801059977760338","1.0"
"PC(48)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9255428893112334","1.0","1.0","1.0","1.0","1.0"
"FabricasTaller1Punto2(48)","1.0","1.0","1.0","1.0","1.0","1.0","0.9570190052372456","0.9570190052372456","1.0","0.9570190052372456","0.9570190052372456","1.0","1.0"
"ComputerDiagram(48)","1.0","1.0","1.0","1.0","1.0","1.0","0.9425016568827578","0.9563956290520325","1.0","0.9840222460978002","0.9840222460978002","1.0","1.0"
"Computadores(48)","1.0","1.0","1.0","1.0","1.0","1.0","0.9996594044111002","0.9996594044111002","1.0","1.0","1.0","1.0","1.0"
"Venta Computadores(48)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Computador(Uniandes)(48)","1.0","1.0","1.0","1.0","1.0","1.0","0.9313234768986961","0.8742717354279305","1.0","1.0","0.9313234768986961","1.0","1.0"
"Computadores(48)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Computadores(48)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"OPEN ERP(49)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"NOVASOFT(49)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Programación Salas Cirugía(49)","1.0","1.0","1.0","1.0","1.0","1.0","0.9508509089877188","0.9623728266144473","0.9989514412177767","0.9571604507280044","1.0","1.0","1.0"
"Toko(49)","1.0","1.0","1.0","1.0","1.0","1.0","0.9922506104631145","0.964437281879454","1.0","1.0","1.0","1.0","1.0"
"Computadores(49)","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
