"Model(Num features)","B&B+HTC+MCF","B&B+HTC+MVW","B&B+HTC+MHV","BestFS+HTC+MCF","BestFS+HTC+MVW","BestFS+HTC+MHV","BT+HMO+MCF","BT+HMO+MVW","BT+HMO+MHV","BT+HTC+MCF","BT+HTC+MVW","BT+HTC+MHV","JavaPseudoBooleanLPalgorithm-SAT4J"
"WebCollaborativeApplication(40)","0.236495","0.226593","1.05782","0.19834","0.197759","0.941612","0.1864","0.181157","0.821325","0.197468","0.197177","1.019084","0.725213"
"Assess4me(40)","0.189604","0.287755","0.628226","0.171255","0.280766","0.67104","0.161934","0.157857","0.620363","0.160188","0.169217","0.672205","1.103837"
"VacacionesCabrera(40)","0.311929","0.217855","0.501824","0.290959","0.206205","0.488426","0.172129","0.156984","0.399595","0.122908","0.123781","0.452602","1.444309"
"WISE(40)","0.439204","0.533279","0.836179","0.383284","0.47765","0.753173","0.321831","0.294745","0.695796","0.369888","0.351539","0.821325","0.794821"
"Feature Model for T-mall(40)","0.160479","0.151741","0.455515","0.140965","0.137761","0.442992","0.137179","0.130481","0.413284","0.141838","0.144461","0.422604","1.896911"
"ebay(40)","0.50328","2.477373","0.759289","0.283969","0.727835","0.639003","0.265329","0.244941","0.589782","0.27727","0.260961","0.639876","1.53081"
"VMTools-RA(40)","0.343384","0.417944","0.775016","0.20504","0.33552","0.80618","0.215816","0.191351","0.794239","0.232418","0.206788","0.823364","0.894429"
"Bike Computer(40)","0.297366","0.341054","0.742396","0.230671","0.318628","0.721135","0.184652","0.173876","0.59182","0.191351","0.184944","0.652692","1.018211"
"VMS(40)","0.600557","0.301735","0.724339","0.477068","0.278435","0.742978","0.257756","0.249602","0.708029","0.264455","0.261833","0.757833","1.401204"
"ebay(40)","1.04617","0.938116","0.744726","0.790744","0.860061","0.684437","0.271445","0.250183","0.663759","0.298241","0.287755","0.735989","1.441979"
"Consolas de Videojuegos(41)","0.267368","0.24698","0.977726","0.265037","0.227757","0.974814","0.21669","0.222515","0.849576","0.243194","0.20737","0.946854","0.791618"
"DS Sample(41)","0.44969","0.555996","1.031899","0.388819","0.498329","0.985881","0.343675","0.311928","0.989086","0.385324","0.336685","1.06714","1.052577"
"Poliza(41)","0.125528","0.14213","1.090441","0.113297","0.143004","1.095101","0.116791","0.135722","1.024909","0.108345","0.127568","1.000443","1.244803"
"Facturación Servicios Publicos(41)","0.275523","0.269989","0.935204","0.24232","0.281348","0.956174","0.184361","0.238242","0.891225","0.217564","0.246398","1.003648","0.773851"
"Facturación Servicios Publicos(41)","0.252805","0.263872","1.024618","0.208826","0.250766","0.995784","0.200671","0.22601","0.792783","0.192808","0.228923","0.904622","1.076169"
"LightFollower(41)","0.506192","0.298531","0.760746","0.473282","0.292123","0.757251","0.25164","0.289211","0.734533","0.281347","0.312803","0.807054","1.57508"
"Linux(41)","0.250184","0.223388","0.943359","0.216981","0.209991","0.934621","0.20504","0.191642","0.823946","0.220185","0.213778","0.929671","0.768608"
"Bike(41)","0.425225","0.239699","0.921223","0.389401","0.226593","0.91103","0.114752","0.141838","0.83414","0.142422","0.169799","0.902875","1.638864"
"Security(41)","0.278726","0.511726","0.670166","0.238243","0.262707","0.604927","0.226883","0.234456","0.538521","0.237951","0.251348","0.634926","1.846526"
"FM ERP-SPL(42)","0.235621","0.255135","0.862974","0.234747","0.26329","0.837926","0.213777","0.20271","0.761037","0.233582","0.199797","0.770647","1.409068"
"Notebook Shop(42)","0.223097","0.237368","0.895011","0.185527","0.207079","0.846082","0.193682","0.196593","0.756085","0.192517","0.207952","0.830063","0.971318"
"DBdesign(42)","0.673662","0.650361","0.723756","0.248727","0.221058","0.703951","0.233291","0.220476","0.693758","0.228923","0.230378","0.766861","1.437901"
"Obstacle identification(42)","0.739192","0.805598","0.979183","0.461048","0.61512","0.860061","0.182032","0.200088","0.822781","0.180866","0.212904","0.868216","1.678474"
"Smart UMKM(42)","0.27028","0.246106","0.506775","0.246689","0.224554","0.49396","0.238534","0.210282","0.464544","0.246397","0.239991","0.456972","1.815362"
"Letovanje(43)","0.236495","0.215526","1.103255","0.198341","0.185526","0.997823","0.22135","0.1864","0.903166","0.189604","0.160187","1.076169","0.980639"
"Mobile Media 2(43)","0.356198","0.463088","0.961417","0.364062","0.489591","0.964329","0.277853","0.228631","0.832392","0.257756","0.216107","0.878119","1.045005"
"Tree Stem Deformation Simulator(43)","0.476776","0.303774","0.890351","0.304356","0.292123","0.841713","0.187565","0.156983","0.806471","0.192808","0.246688","1.198202","1.708763"
"Adempiere(43)","0.135723","0.124946","0.250767","0.118247","0.127276","0.254262","0.136305","0.117665","0.246689","0.127567","0.123781","0.260669","2.038751"
"juliana(43)","0.233873","0.181449","1.436445","0.212904","0.168052","1.362176","0.156401","0.119412","0.944233","0.161352","0.124946","1.135584","0.769192"
"SPLOT Tutorial(43)","0.371052","1.000153","1.002774","0.341636","0.922389","0.92035","0.288338","0.169799","0.806763","0.297366","0.194264","0.948019","2.037294"
"Marketplace(43)","0.183197","0.146791","0.68735","0.137761","0.130772","0.704242","0.147373","0.138052","0.682399","0.150868","0.145334","0.741523","1.494404"
"Swap MArketplace(43)","0.260669","0.194846","0.659973","0.220477","0.169799","0.60114","0.184653","0.149994","0.553375","0.215525","0.186691","0.648031","1.649932"
"Emergency Response Application(43)","0.256591","0.286881","0.717058","0.229796","0.215525","0.714437","0.21407","0.193973","0.546094","0.17708","0.163973","0.63376","1.561682"
"DSPLFamily(43)","0.152033","0.134266","0.817248","0.146498","0.124946","0.908992","0.143295","0.245524","0.795987","0.147664","0.133975","0.86676","1.008598"
"Web_Portal(43)","0.709195","0.462214","1.222376","0.34018","0.268241","1.093644","0.197467","0.144751","0.930544","0.204166","0.151741","1.033064","0.809384"
"TrafficLight(44)","0.56153","0.978891","0.912195","0.585995","0.989958","0.907826","0.232709","0.252513","0.770065","0.233","0.24698","0.833558","1.638573"
"E-commerce(44)","0.17475","0.255718","0.540851","0.166304","0.241447","0.530658","0.16776","0.17009","0.497164","0.168051","0.23533","0.551336","1.798469"
"Wireless sensor actuator network(44)","0.185235","0.146208","1.275384","0.163683","0.13514","1.220046","0.135722","0.116209","1.019084","0.151159","0.123199","1.194416","0.731911"
"urnas-thiago-marques-viana(44)","0.699874","1.311499","0.854528","0.805016","1.049374","0.597354","0.183196","0.227758","0.601431","0.201837","0.235038","0.641332","2.141853"
"Documentation_Generation(44)","0.577549","0.237369","0.646575","0.809383","0.338433","0.742105","0.185235","0.156693","0.493377","0.204458","0.179701","0.57988","0.41707"
"Thread(44)","0.203293","0.254553","0.800063","0.082424","0.032037","0.663176","0.173876","0.217273","0.696088","0.188439","0.245233","0.725504","0.23533"
"AndroidSPL(45)","0.198341","0.197467","0.922097","0.173585","0.186109","0.850159","0.237951","0.229505","0.773851","0.178828","0.218146","1.265773","2.570282"
"Sistem Informasi Rumah Sakit MIK(45)","0.72696","1.080829","1.094809","0.334355","0.49396","1.144904","0.337559","0.380664","1.054326","0.321831","0.35649","1.069761","0.89472"
"Java EE 6 - Camilo Fierro(45)","0.27494","0.266494","1.473433","0.22368","0.225136","1.417805","0.321831","0.314259","1.413145","0.223972","0.218147","1.178398","0.727251"
"Computadores(45)","0.375421","0.331734","0.994037","0.422895","0.332315","1.003648","0.297949","0.229796","0.909865","0.347461","0.231544","1.080829","1.335964"
"Webshop(46)","1.149564","1.466736","1.324897","1.159175","1.347032","1.224124","0.521629","0.525124","1.312081","0.741523","0.73861","1.644689","1.207523"
"GerenciaLojaVirtual(46)","0.397556","0.504736","0.91103","0.323579","0.460175","0.867926","0.275523","0.254552","0.819577","0.312511","0.308143","0.932874","1.33509"
"Smart UMKM 2(46)","0.308143","0.271154","0.816082","0.263582","0.253096","0.776182","0.246106","0.217855","0.660846","0.242029","0.229796","0.71764","1.636534"
"DELL Laptop/Notebook Computers(47)","0.359402","0.45668","1.385185","0.33086","0.36348","1.282665","0.269406","0.159314","1.06481","0.261542","0.15844","1.153351","4.829508"
"Seguros(47)","0.123198","0.170964","1.249754","0.112131","0.128441","1.213056","0.130771","0.204166","1.36538","0.119704","0.122616","1.571876","1.539547"
"Programación Salas Cirugía(47)","0.409498","0.398722","1.367128","0.413575","0.413284","1.245094","0.357364","0.345131","1.000153","0.382411","0.376294","1.135584","1.18131"
"Market Place(47)","0.413283","0.3495","0.745018","0.417652","0.359985","0.733367","0.229505","0.215234","0.698709","0.253097","0.246397","0.825403","1.935356"
"Taxonomy of User Needs for Software Visualisation(47)","0.393188","0.376586","1.270433","0.231835","0.24465","1.164126","0.147955","0.173876","1.061607","0.173876","0.20038","1.254705","1.427125"
"Heidelberg Ion-Beam Therapy Center(47)","0.183488","0.292124","1.160049","0.153489","0.273483","1.068887","0.143586","0.145334","1.106167","0.162518","0.166304","1.138787","1.183349"
"SSC(47)","0.455224","0.310181","1.329265","0.387654","0.276688","1.197911","0.326201","0.24465","1.128011","0.314841","0.27494","1.203736","1.233444"
"VentaComputadores(47)","0.38911","0.609586","1.179271","0.348627","0.545511","1.075878","0.301152","0.30057","1.105585","0.341054","0.362606","1.15568","1.474599"
"Arbol de variabilidad de computadores(47)","0.362606","0.329986","1.22325","0.338141","0.316881","1.159466","0.203583","0.215234","0.991416","0.207952","0.224554","1.126847","1.958948"
"URNA_CPR(47)","0.13514","0.122907","0.560074","0.117374","0.109801","0.548715","0.118248","0.112714","0.534735","0.108054","0.103685","0.502988","1.879145"
"VentaPC(47)","0.20504","0.250766","1.32344","0.167468","0.210282","1.294315","0.162518","0.208535","1.245677","0.183197","0.224263","1.499355","0.923846"
"Taller1_Computadores(47)","0.241155","0.218729","1.183057","0.331151","0.19339","1.190339","0.213778","0.173003","1.139661","0.21902","0.184944","1.194999","1.471395"
"Computador-Miso_201701(47)","0.244358","0.217272","1.124517","0.219893","0.198923","1.205193","0.233582","0.2097","1.103255","0.237078","0.216689","1.172282","1.587604"
"punto_2(47)","0.24931","0.324161","1.161796","0.22601","0.306104","1.194708","0.23766","0.240281","1.160049","0.24931","0.2563","1.205192","1.312081"
"Smart Home-z(48)","0.241155","0.17708","1.440814","0.203001","0.16543","1.482754","0.197759","0.15378","1.259073","0.220768","0.175333","1.517121","0.84812"
"Toko(48)","0.302318","0.349209","1.169369","0.278435","0.335228","1.126264","0.250475","0.288046","0.952097","0.256591","0.311055","1.121604","1.272763"
"PGE-FeatureModel_V1(48)","0.385324","0.347753","1.138787","0.343675","0.330569","1.123642","0.315132","0.283096","0.996949","0.343092","0.308143","1.201407","1.031607"
"TallerVarComputador(48)","0.098151","0.087375","0.363771","0.080967","0.076599","0.351538","0.083589","0.075142","0.36348","0.081549","0.077764","0.352412","1.98749"
"Computadores(48)","1.235483","1.443727","1.454503","0.62211","1.318488","1.368001","0.392314","0.32853","1.019958","0.394352","0.411536","1.136457","1.750995"
"Taller 1 Cristian y Jorge(48)","0.809092","0.651526","1.178689","0.710359","0.71997","1.27684","0.206496","0.158732","0.969863","0.208244","0.170381","1.05083","1.034812"
"PC(48)","0.314841","0.223389","1.195873","0.279018","0.209699","1.124516","0.3495","0.2097","1.028404","0.281347","0.194264","1.11141","0.998113"
"FabricasTaller1Punto2(48)","0.689389","0.94365","1.292568","0.388528","0.691719","1.176067","0.274648","0.191933","1.223542","0.306103","0.216107","1.2582","1.844487"
"ComputerDiagram(48)","0.546677","0.963455","1.205192","0.357655","0.693175","1.129177","0.373674","0.255135","1.146361","0.309308","0.251931","1.235191","0.996075"
"Computadores(48)","0.419109","0.34251","1.196163","0.359694","0.299404","1.118983","0.358529","0.295036","1.117526","0.391731","0.32387","1.247424","1.516539"
"Venta Computadores(48)","0.305812","0.24669","1.259074","0.28426","0.230961","1.242764","0.259504","0.185236","1.079373","0.264455","0.196885","1.268102","1.30014"
"Computador(Uniandes)(48)","0.260378","0.464544","1.326061","0.23533","0.294162","1.296937","0.268241","0.246688","1.100343","0.218438","0.229505","1.20228","1.645563"
"Computadores(48)","0.128732","0.098151","0.377169","0.091452","0.087375","0.360277","0.091453","0.084171","0.350665","0.089705","0.084463","0.362897","1.83604"
"Computadores(48)","0.09786","0.08854","0.349209","0.081841","0.078055","0.334647","0.082715","0.076307","0.319502","0.08155","0.077765","0.338432","2.416793"
"OPEN ERP(49)","0.413867","0.399013","0.586869","0.401925","0.415031","0.57318","0.254261","0.242029","0.49629","0.264746","0.254553","0.525416","2.170978"
"NOVASOFT(49)","0.052425","0.044561","0.096986","0.037863","0.033202","0.08621","0.037572","0.033494","0.085336","0.036989","0.033203","0.085337","3.836637"
"Programación Salas Cirugía(49)","1.235774","1.010056","1.290529","0.898798","0.987337","1.319945","0.417653","0.495125","1.100634","0.414449","0.463962","1.252375","1.060441"
"Toko(49)","0.286299","0.243193","0.999862","0.263872","0.228923","0.983551","0.245523","0.277853","0.902875","0.263873","0.230088","0.966077","1.18597"
"Computadores(49)","4.762229","0.757541","1.166166","4.865332","0.750552","1.148108","0.311055","0.329113","1.044714","0.322414","0.357655","1.395088","1.949337"
"computers(49)","0.200671","0.764531","1.342372","0.138926","0.147081","1.192086","0.127276","0.363771","1.075586","0.126403","0.26096","1.19529","0.96695"
"ArbolComputador(49)","0.238243","0.163392","1.173446","0.204167","0.150576","1.123934","0.198924","0.147664","1.076168","0.208826","0.152324","1.129176","1.472269"
"CompuCorp(49)","0.25397","0.191934","1.2116","0.219311","0.17708","1.206067","0.217273","0.171838","1.142282","0.233291","0.205623","1.229658","1.344701"
"German_Computadores(49)","0.394936","0.431632","1.254123","0.415031","0.421438","1.225872","0.325909","0.319502","1.153641","0.28892","0.306686","1.219173","1.726821"
"EngAGe(50)","0.28426","0.259212","1.063354","0.251057","0.243777","1.051122","0.245524","0.22601","0.950349","0.254261","0.239408","1.037433","1.212765"
"Modelo Computadores (Elizabeth M - Andres E)(50)","0.290085","0.214651","1.283248","0.25397","0.202128","1.249462","0.267076","0.268533","1.18364","0.253096","0.200089","1.246259","1.438192"
"Venta de computadores(50)","0.433672","0.480271","1.260531","0.387946","0.456971","1.2349","0.371344","0.325326","1.079955","0.386488","0.352704","1.235191","1.522655"
"|Loja Virtual(50)","0.804724","0.516969","1.025199","0.604926","0.465417","1.069471","0.407167","0.406876","0.949767","0.404255","0.387363","0.972483","1.406155"
"ExtendedFM-IMPEX(50)","0.287173","0.201836","1.061023","0.225137","0.189603","1.098886","0.214069","0.233582","1.021413","0.242902","0.205622","1.128012","1.689833"
"IosAccessibiliteFrench(50)","0.276105","0.358529","1.613234","0.250767","0.345423","1.576245","0.247562","0.270571","1.363633","0.233291","0.254261","1.606244","0.759872"
"Computador(50)","0.115626","0.094365","0.366684","0.087957","0.083006","0.361733","0.087084","0.079803","0.33552","0.086501","0.082132","0.420274","2.024188"
"Belman, Julian(50)","0.115917","0.094365","0.364354","0.085919","0.082423","0.350957","0.087375","0.097277","0.329694","0.08621","0.081258","0.350374","2.145639"
"Video Player(51)","0.280182","0.246689","1.355187","0.243194","0.230379","1.321984","0.228923","0.216981","1.231405","0.246397","0.232126","1.428","1.026657"
"Mobile Guide(51)","2.409512","0.508814","1.141699","2.136902","0.438623","1.125973","0.429302","0.365227","1.24888","0.49396","0.457845","1.335381","1.948462"
"Ornaments Design(51)","0.707446","0.68036","1.037724","0.357656","0.39144","1.083741","0.352121","0.413284","0.957921","0.357655","0.336976","0.948601","2.792505"
"MartketPlaceMISO-20140824(51)","0.123781","0.099316","1.264025","0.093491","0.084754","1.150728","0.092327","0.081841","1.052286","0.0932","0.084171","1.150146","1.451007"
"BioFM(51)","0.170382","0.173585","1.737598","0.148537","0.160479","1.704977","0.148537","0.153197","1.542751","0.1398","0.149121","1.657503","1.021996"
"Nomads feature model(51)","1.031316","0.544055","1.424213","0.985008","0.532405","1.400912","0.425225","0.399013","1.057821","0.403382","0.389401","1.133546","2.17622"
"Linea de Experimentos(52)","4.876109","5.536371","1.103837","4.01459","4.657088","0.855984","0.419983","0.379498","0.789287","0.415905","0.403091","0.849576","1.867787"
"Electronic Drum(52)","16.885221","1.490908","1.663911","19.471521","1.669154","1.621972","0.451438","0.381828","1.312955","0.516969","0.443283","1.393632","2.510284"
"Stampidia(52)","0.793656","1.560809","1.496734","0.814044","1.594885","1.444018","0.465418","0.509105","1.294897","0.425516","0.38678","1.427416","1.92924"
"SPL SimulES, PnP(53)","0.663468","1.744588","1.407029","0.607839","1.980209","1.51217","0.42173","0.553375","1.324605","0.390857","0.404255","1.312956","1.871573"
"E-commerce system(53)","0.110675","0.099608","0.420565","0.091161","0.085919","0.405711","0.092035","0.08388","0.383577","0.113879","0.0932","0.436293","2.887744"
"Tienda Virtual(53)","0.343966","0.315424","1.520034","0.290085","0.290667","1.340915","0.258921","0.237369","1.336546","0.290958","0.269115","1.416349","1.287616"
"MayaVariabilityModel(54)","0.22368","0.185818","1.08578","0.202127","0.172129","1.014716","0.169507","0.164556","1.024327","0.203293","0.173876","1.06714","1.911183"
"sistema salud macro(54)","0.273193","0.233","1.821768","0.244068","0.219603","1.752452","0.218728","0.190477","1.443143","0.225136","0.201836","1.762645","1.031608"
"foda olshop(54)","1.255287","1.482172","1.615564","1.224415","1.376157","1.475181","0.672205","0.646866","1.414601","0.735115","0.710068","1.587604","1.153641"
"Urna Bruno Luan(54)","0.206206","0.183488","1.540713","0.18174","0.17009","1.417223","0.168051","0.165139","1.378195","0.174459","0.172421","1.526732","1.720705"
"SD-Model(54)","0.192516","0.201546","0.514056","0.173294","0.187274","0.500659","0.172129","0.1631","0.474446","0.173003","0.168342","0.502115","2.625619"
"Thermonator(54)","0.359403","0.408333","2.205928","0.373965","0.424351","2.034382","0.26329","0.237369","1.471395","0.277562","0.254261","1.665368","0.996075"
"Hotel Product Line(55)","1.06015","1.243637","1.87332","1.028695","1.19762","1.831088","0.693175","0.675409","1.722161","0.657352","0.664924","1.865165","1.055782"
"e-banking-IN0980(55)","0.317754","0.271445","1.699153","0.295618","0.259504","1.597798","0.258048","0.235039","1.400039","0.277561","0.255718","1.640612","0.930253"
"PFTest1(56)","0.265038","0.430467","1.426833","0.185235","0.415031","1.485084","0.203584","0.159314","1.453046","0.201545","0.284842","1.509258","4.127304"
"Facturación Servicios Publicos(56)","0.597645","0.759289","1.797595","0.621819","0.701039","1.844777","0.405129","0.526289","1.500229","0.297367","0.402216","1.733811","1.423048"
"Toko(56)","0.362607","0.31688","1.544207","0.338433","0.302317","1.578284","0.311929","0.274066","1.324314","0.333482","0.297658","1.50518","1.358099"
"e-commerce(56)","0.345131","0.346005","1.684882","0.305229","0.305813","1.679639","0.275523","0.298531","1.483627","0.306686","0.304647","1.697988","1.124807"
"Berkley DB(56)","2.378057","2.922985","1.874485","2.304079","2.869104","1.89429","0.547842","0.550462","1.627505","0.600267","0.610169","1.855554","1.212474"
"Feature Model SiBRAM(56)","0.434545","14.205721","1.465279","0.410662","14.536581","1.413436","0.39144","0.365228","1.242472","0.457554","0.399596","1.386059","2.299128"
"Plone Meeting(57)","1.171117","2.451451","1.650223","1.188882","2.640764","2.143309","0.682108","0.695215","1.887591","0.73162","0.597354","1.739054","1.483628"
"Ventas POS(57)","1.251501","2.376891","2.311069","1.270141","2.386794","2.238839","0.710359","0.677156","1.744879","0.67104","0.598519","1.811866","2.20418"
"MayaModel(57)","0.357655","0.260668","1.101508","0.328239","0.252806","1.129468","0.350664","0.241738","1.12306","0.35416","0.264746","1.174903","2.359417"
"FM ERP-SPL(57)","0.282804","0.251349","1.539839","0.236494","0.233292","1.644397","0.252514","0.253387","1.528771","0.255135","0.247272","1.590807","1.44693"
"BuurtPensioen(57)","0.170381","0.15844","1.983121","0.135431","0.129315","1.802838","0.117373","0.100773","1.753908","0.147081","0.139217","1.959821","1.064228"
"st(57)","0.161061","0.189312","0.424642","0.143295","0.177662","0.432215","0.145334","0.187857","0.427846","0.15145","0.192808","0.463379","3.809842"
"Portafolio2Fierro(58)","0.231253","0.155528","1.840118","0.169508","0.126694","1.707308","0.183779","0.132227","1.624592","0.184361","0.137179","1.923707","1.035685"
"MISO4204_2014-2_Marketplace(58)","0.346005","0.343093","1.132089","0.297366","0.305812","1.112866","0.289794","0.301444","1.103546","0.325036","0.317172","1.230532","2.092632"
"SPL SimulES, PnP(59)","0.566481","0.878119","1.499938","0.493086","0.811423","1.776043","0.474447","0.451438","1.383437","0.451147","0.441244","1.627505","2.835028"
"SmartHome_vConejero(59)","1.095682","1.657504","1.62634","1.125098","1.741384","2.054478","0.554832","0.565025","1.74284","0.586286","0.576383","1.99215","1.299558"
"Smart Home v2.2(60)","0.491047","0.511435","2.520186","0.450855","0.496581","2.429317","0.430759","0.409789","2.097874","0.501824","0.450564","2.545234","1.114031"
"Marketplace notebooks(60)","0.436583","0.245524","2.647463","0.409207","0.227757","2.486402","0.469204","0.27028","2.303497","0.414158","0.229214","2.622415","1.329265"
"Arcade Game PL Feature Model(61)","0.538522","1.018793","1.974967","0.370762","0.85045","2.430772","0.47066","0.555123","1.368875","0.319501","0.406002","3.392189","1.483045"
"E-science application(61)","0.710068","1.607409","2.731343","0.677156","1.566634","2.565039","0.402216","0.51493","2.197772","0.403673","0.380663","2.279323","1.165583"
"E-science application(61)","0.267368","0.160771","2.47446","0.178827","0.147664","2.508827","0.179119","0.118248","2.150591","0.178827","0.139218","2.590086","1.097139"
"bCMS(61)","0.239407","0.28193","1.653135","0.276105","0.306103","1.689833","0.203875","0.224845","1.317033","0.21203","0.236786","1.492657","2.605522"
"Equipo 6 - Uniandes - MP(62)","0.475612","0.273193","1.281209","0.287464","0.275231","1.360429","0.275232","0.261251","1.147525","0.26562","0.252805","1.284995","2.535331"
"Discipline_Requirements(62)","1.716627","3.542475","2.283983","1.660416","3.32724","2.584844","0.686476","0.613664","2.078651","0.681817","0.693467","2.287187","1.43761"
"OW2-FraSCAti-1.4(63)","0.449108","0.553375","2.624163","0.388237","0.575219","2.792214","0.391149","0.398139","2.229228","0.396974","0.468038","2.872308","1.671776"
"FraSCati(63)","1.705852","2.172142","2.772992","1.226162","1.645854","2.72144","0.46833","0.501825","2.323593","0.459883","0.51493","2.534749","2.929976"
"Toko(63)","0.544055","0.501532","2.388834","0.467165","0.433962","2.576398","0.476194","0.608422","1.998848","0.490756","0.475029","2.259809","1.718958"
"Marketplace_DFEA(63)","0.387362","0.378916","2.095252","0.339016","0.289503","1.995936","0.345713","0.26562","1.893999","0.352995","0.299405","2.098748","1.465279"
"USECASE_Test(64)","3.406461","1.593721","2.873764","5.089886","1.516539","3.026961","0.937825","0.820161","2.686781","0.978309","0.890643","2.915122","1.294024"
"ClassicShell(65)","0.737736","0.453185","2.896773","0.560947","0.422313","2.912501","0.37746","0.454351","2.588048","0.324162","0.420565","3.008904","1.284996"
"Economie moderne locale(65)","0.225718","0.189603","3.104143","0.181449","0.232126","3.162392","0.180575","0.164265","2.669889","0.204166","0.2097","2.890075","1.261113"
"bCMS system(66)","3.824113","6.925052","1.767015","3.699457","7.231156","1.713716","0.385033","0.343966","1.745753","0.479106","0.370471","1.70789","2.555719"
"Linea Producto MarketPlace(66)","0.692302","0.91802","1.986908","0.67337","0.908118","2.040789","0.523667","0.485514","1.776334","0.558617","0.527454","2.027974","2.825709"
"AEB2(66)","1.654301","30.895803","4.114198","1.299558","22.109665","4.015173","1.170534","0.696379","4.013426","1.285869","0.709194","4.075753","1.150729"
"AEB(66)","0.06524","0.055046","0.127859","0.04893","0.042814","0.114752","0.049512","0.042522","0.115626","0.048929","0.042814","0.115336","4.800092"
"HIS(67)","0.297075","0.276397","1.2582","0.259212","0.26795","1.323732","0.285134","0.269989","1.251501","0.284842","0.268241","1.42829","3.084629"
"windows7(68)","0.487844","0.579296","2.538827","0.425225","0.527745","2.535623","0.417361","0.393479","2.288935","0.449399","0.43804","2.763381","1.242763"
"Nákladný automobil(69)","1.54479","3.050261","5.339778","1.490618","1.408776","5.304245","1.400621","1.123643","4.508259","1.492948","1.291402","4.700776","2.802408"
"DATABASE_TOOLS(70)","1.114032","0.884236","3.03832","0.986464","0.814335","3.101813","0.778803","0.748513","2.553098","0.777929","0.825694","3.102395","1.43994"
"Video Player(71)","1.2116","1.469356","2.54203","1.21626","1.520034","2.396113","0.692593","0.700165","2.517274","0.939573","0.934622","2.908423","2.592999"
"Reuso - UFRJ - Eclipse1(72)","0.512309","1.025783","3.392771","0.433088","0.952388","3.449274","0.439787","0.339597","2.934053","0.42872","0.34018","3.462089","1.391011"
"Car Selection(72)","0.799772","0.832102","2.698431","0.762201","0.73395","2.671345","0.828898","0.774143","2.358542","0.669292","0.701622","2.730177","2.700179"
"Toko(72)","1.186261","0.805889","3.214235","0.784627","0.730747","2.495721","0.578131","0.574927","2.409803","0.584539","0.580461","2.50708","2.268547"
"Toko(72)","1.461784","0.789288","2.676296","1.426542","0.78288","2.5164","0.645701","0.57551","2.448539","0.828024","0.695796","2.698431","2.381552"
"Quality Attributes Functionalities(72)","0.355616","0.364645","3.69538","0.347462","0.240572","3.267825","0.294454","0.296784","2.801242","0.279891","0.210283","3.128025","1.5378"
"urna_eletronica(73)","0.432215","0.304939","3.351414","0.421148","0.278144","3.420149","0.407168","0.261543","2.956479","0.442409","0.288629","3.455099","2.272042"
"Speech Recognition(75)","0.641332","0.670749","2.688238","0.533861","0.699583","2.61659","0.52192","0.58949","2.657074","0.544055","0.57784","3.086667","3.250351"
"PhotoSahring(76)","1.276258","0.930544","2.851338","1.226454","0.89239","2.854833","0.660555","0.682399","2.767749","0.615994","0.708321","2.955896","2.084768"
"J2EE web architecture(77)","2.968711","5.242791","3.071814","3.097152","5.188327","3.069194","0.585121","0.583664","2.779982","0.593277","0.611042","3.034242","1.85701"
"windows8(77)","0.385032","0.217855","3.588201","0.324453","0.183197","3.712273","0.356489","0.285425","3.18278","0.382993","0.20504","3.663052","1.342372"
"GoPhone(77)","0.461049","0.443865","3.023757","0.435128","0.455224","3.829356","0.466874","0.401342","2.777651","0.439496","0.460467","3.074435","1.64265"
"windows(77)","0.520172","0.334355","3.554416","0.486388","0.313385","3.432965","0.486679","0.366101","3.241613","0.479398","0.313385","3.48801","1.316159"
"FISH(80)","4.836498","3131.99335","3.331026","3.652276","3414.501806","3.42481","0.820743","0.87608","2.720566","0.897342","0.904331","3.022011","3.407334"
"Webmail(81)","0.399304","0.399886","3.679943","0.363771","0.35882","3.623732","0.431632","0.357072","3.268699","0.399596","0.38678","3.550629","1.783033"
"FrameWorkProdemge(87)","0.741231","0.703951","5.589962","0.551919","0.552793","5.191824","0.546093","0.573763","5.653745","0.618615","0.595023","5.195901","1.80575"
"Billing(88)","2.542903","1.317906","2.804155","2.335534","1.160048","2.721731","1.204027","1.068305","2.46048","1.3048","1.145778","2.787845","3.887605"
"ModelTransformation(88)","0.791909","0.919476","4.090024","0.85977","1.03219","4.943387","1.188009","1.391592","4.015755","0.85278","1.049665","5.003093","2.911044"
"Model_Transformation(88)","0.830936","0.892099","2.72581","0.676283","1.41897","3.119288","0.973066","0.934912","2.05506","0.677447","0.714727","2.336699","0.749095"
