"Model(Num features)","B&B+HTC+MCF","B&B+HTC+MVW","B&B+HTC+MHV","BestFS+HTC+MCF","BestFS+HTC+MVW","BestFS+HTC+MHV","BT+HMO+MCF","BT+HMO+MVW","BT+HMO+MHV","BT+HTC+MCF","BT+HTC+MVW","BT+HTC+MHV","JavaPseudoBooleanLPalgorithm-SAT4J"
"Mobile  Model(17)","0.06291","0.045144","0.154944","0.050386","0.037571","0.145043","0.049512","0.03961","0.132228","0.05126","0.039027","0.147081","0.348918"
"Willian Oizumi - Mobile Media(17)","0.057085","0.039319","0.137761","0.0466","0.033202","0.127859","0.045726","0.037571","0.1165","0.047183","0.034367","0.130771","0.48231"
"Gsist(17)","0.045726","0.045144","0.105141","0.036115","0.039318","0.097569","0.036115","0.037572","0.084172","0.036115","0.03961","0.096986","0.560074"
"SmartPhone Device(17)","0.122033","0.318337","0.149121","0.107762","0.303773","0.14446","0.045143","0.042813","0.104267","0.046891","0.045727","0.118539","0.331442"
"DiegoMobileMedia(17)","0.077473","0.062328","0.170381","0.063784","0.053881","0.159023","0.062328","0.055628","0.138053","0.064949","0.055046","0.159314","0.380955"
"Mobile_Media_Gabriela(17)","0.035241","0.025047","0.098443","0.025922","0.019513","0.089705","0.026795","0.019514","0.08388","0.026213","0.019805","0.090287","0.38911"
"EventosPerez(17)","0.088831","0.080676","0.166303","0.07689","0.076016","0.157275","0.078346","0.067279","0.139217","0.080093","0.074851","0.158148","0.340762"
"variabilidad(17)","0.050387","0.043978","0.095238","0.039611","0.038154","0.087667","0.039319","0.036406","0.083006","0.039319","0.038153","0.087375","0.782006"
"SIGA-lctf-fta(17)","0.048347","0.044853","0.235912","0.042523","0.039319","0.118538","0.039027","0.036698","0.106889","0.038154","0.038736","0.11883","0.63842"
"MISO Uniandes 201411102(17)","0.043105","0.037862","0.14213","0.034076","0.031746","0.13514","0.033493","0.03029","0.120577","0.033785","0.032037","0.133975","0.315132"
"BuurtPensioen(17)","0.070483","0.06291","0.175041","0.059124","0.056503","0.170381","0.059706","0.054464","0.150285","0.059124","0.057668","0.168925","0.404255"
"LscSpecSemantics(17)","0.038445","0.032911","0.1398","0.063493","0.02796","0.145043","0.030581","0.026503","0.122907","0.043688","0.030872","0.14679","0.460465"
"Tienda Virtual PUJ(17)","0.119995","0.127568","0.161935","0.09553","0.085628","0.154653","0.069609","0.066697","0.138344","0.073977","0.081841","0.168051","1.767014"
"SysML Model(17)","0.072813","0.052716","0.122908","0.04427","0.042231","0.115917","0.042231","0.039028","0.105141","0.070482","0.040774","0.1165","0.695505"
"Master(17)","0.062911","0.053007","0.176789","0.045435","0.041066","0.143877","0.045726","0.039319","0.125238","0.044562","0.042232","0.143586","0.303483"
"PPU(17)","0.048348","0.059124","0.169217","0.041357","0.041648","0.155528","0.039319","0.040193","0.142713","0.038736","0.042523","0.154946","0.377751"
"Urna-EMF(17)","0.047765","0.080968","0.149411","0.033493","0.065822","0.126111","0.03961","0.040775","0.118247","0.033785","0.041357","0.12349","0.673952"
"MobiLine(17)","0.061162","0.057667","0.125528","0.050386","0.051552","0.1165","0.050095","0.05825","0.104267","0.052426","0.052425","0.120868","0.541142"
"Hastane Randevu Sistemi(17)","0.123781","0.105723","0.13048","0.065531","0.059706","0.120869","0.04893","0.042814","0.109511","0.045144","0.044853","0.120869","0.372218"
"Graph Product Line(17)","0.091743","0.039902","0.177662","0.060581","0.034368","0.169217","0.060289","0.026504","0.145334","0.0533","0.027377","0.167177","0.401051"
"Monitor_Engine_System(17)","0.029707","0.025339","0.056212","0.033786","0.04893","0.048929","0.021843","0.018349","0.041357","0.020679","0.019514","0.046309","0.187856"
"Stack PL(17)","0.042231","0.041648","0.10019","0.042232","0.034368","0.113587","0.033785","0.033494","0.076599","0.034367","0.036989","0.092618","0.12116"
"Project Portal Suite(18)","0.120577","0.104559","0.222224","0.107179","0.096112","0.213486","0.094073","0.084753","0.181449","0.10252","0.14213","0.214942","0.378625"
"Car Software System(18)","0.052716","0.037863","0.158731","0.039318","0.030581","0.143587","0.032328","0.029999","0.131062","0.038736","0.030873","0.14213","0.371634"
"IDE4OCL(18)","0.085045","0.079803","0.161352","0.076016","0.071065","0.152907","0.070483","0.064949","0.131936","0.075434","0.072521","0.154071","0.364062"
"Software Engineering Course(18)","0.036698","0.033494","0.077181","0.02796","0.027377","0.071647","0.029125","0.027669","0.15844","0.034659","0.038736","0.075142","0.604344"
"ISPW-6(18)","0.046891","0.047183","0.108928","0.036989","0.040775","0.100773","0.036406","0.03961","0.095238","0.036698","0.041358","0.101646","0.517843"
"Editor de imagem(18)","0.044561","0.038737","0.167177","0.034368","0.032328","0.157566","0.034659","0.030873","0.143004","0.034368","0.032911","0.160479","0.346587"
"Requirements Proces Variability(18)","0.048639","0.042523","0.131354","0.038737","0.036115","0.122616","0.038445","0.034949","0.114461","0.037863","0.036697","0.121451","0.588616"
"OnlineExamPL(18)","0.030872","0.026212","0.091744","0.023009","0.02097","0.084462","0.024173","0.020679","0.080968","0.022717","0.020679","0.084171","0.449691"
"dfffffffffff(18)","0.079803","0.064949","0.183197","0.066114","0.057376","0.172711","0.066114","0.054755","0.157857","0.066988","0.057667","0.172129","0.450273"
"Mobile media v6(18)","0.043396","0.039028","0.102812","0.033202","0.032329","0.095821","0.033202","0.030581","0.08854","0.033203","0.032329","0.095821","0.434837"
"myHolidays(18)","0.095239","0.119704","0.137762","0.083589","0.093199","0.129898","0.054464","0.057959","0.118539","0.05592","0.063201","0.129898","0.421439"
"myHolidays(18)","0.06058","0.048639","0.12582","0.051842","0.042522","0.119412","0.049221","0.039901","0.108345","0.052425","0.043687","0.12116","0.405712"
"ComputationalThinking(18)","0.026504","0.043687","0.10718","0.018057","0.037863","0.100773","0.018931","0.036406","0.097278","0.018349","0.037571","0.100772","0.550171"
"Visual Data Graph(18)","0.101355","0.096113","0.163682","0.087667","0.089122","0.160188","0.072813","0.069026","0.145043","0.077473","0.07456","0.158149","0.369888"
"IRIS(18)","0.084171","0.103976","0.185235","0.070482","0.096987","0.17708","0.0699","0.071357","0.148538","0.071647","0.076016","0.176789","0.547842"
"Telefonos Moviles(18)","0.056212","0.13281","0.204167","0.042522","0.040193","0.198633","0.047474","0.077182","0.203002","0.0466","0.089414","0.211739","0.498911"
"computers(18)","0.059706","0.053008","0.265329","0.046891","0.045436","0.25164","0.05126","0.043978","0.222514","0.047474","0.050968","0.274358","0.427264"
"Amazon web services(18)","0.043688","0.042231","0.258047","0.033494","0.033203","0.169508","0.033785","0.032038","0.200671","0.036697","0.035241","0.177372","0.373673"
"Text_Editor(18)","0.053299","0.048347","0.131645","0.040775","0.037571","0.118539","0.052425","0.034367","0.096987","0.040483","0.039028","0.113588","0.129023"
"FIRE-ALARM(19)","0.045726","0.034367","0.181741","0.034951","0.028543","0.168924","0.034949","0.027086","0.159314","0.034659","0.028543","0.167178","0.57085"
"ISA11/12_pgr(19)","0.075143","0.053299","0.19572","0.111549","0.053299","0.187856","0.061745","0.043396","0.166887","0.07223","0.042231","0.170964","0.50561"
"Construtora(19)","0.05825","0.048057","0.159897","0.049512","0.045726","0.150285","0.050678","0.045726","0.141256","0.050386","0.046018","0.152033","0.568811"
"Test Env(19)","0.056793","0.040193","0.235039","0.04194","0.031455","0.207953","0.042813","0.034368","0.195138","0.042231","0.032038","0.205332","0.54755"
"Agencia de Propaganda(19)","0.087084","0.085046","0.216399","0.074269","0.07689","0.204167","0.071065","0.071647","0.18174","0.073686","0.077764","0.204458","0.689971"
"WebKit overview(19)","0.24669","0.249601","0.200089","0.199507","0.207371","0.212613","0.058541","0.054464","0.149703","0.059997","0.053008","0.161644","0.529784"
"RST Game(19)","0.082716","0.07689","0.18873","0.065822","0.069609","0.180866","0.064075","0.064949","0.161353","0.066988","0.070774","0.179701","0.461049"
"SimulesSPLBruno(19)","0.04427","0.03728","0.085628","0.031746","0.030873","0.078928","0.031746","0.030873","0.075142","0.031163","0.031746","0.078638","0.542599"
"Software-Product(19)","0.083297","0.143586","0.145916","0.068444","0.13281","0.138926","0.066987","0.061745","0.131353","0.070192","0.066987","0.139508","0.396974"
"Software-Product(19)","0.081549","0.072812","0.145917","0.068153","0.066114","0.139218","0.064949","0.061454","0.135722","0.074561","0.072812","0.149993","0.422895"
"Toko(19)","0.065823","0.064949","0.20271","0.053299","0.059124","0.19339","0.052716","0.05359","0.173585","0.053882","0.058542","0.194555","0.316298"
"Siga(19)","0.044853","0.036406","0.164557","0.032329","0.032038","0.156401","0.032911","0.030581","0.142421","0.03262","0.031747","0.156692","0.360568"
"Game of war cards(19)","0.062909","0.05592","0.109219","0.05126","0.049512","0.103103","0.04427","0.046309","0.090287","0.051552","0.05126","0.110675","0.625313"
"E-Commerce(19)","0.07689","0.209409","0.16543","0.083298","0.214943","0.171546","0.0699","0.070191","0.154072","0.071647","0.076016","0.172711","0.499493"
"Nexus DSPL(19)","0.08155","0.03728","0.222515","0.046017","0.026795","0.19805","0.054172","0.026504","0.17941","0.046891","0.027087","0.19805","0.408915"
"Eleição para presidente e dois senadores(19)","0.062036","0.056794","0.160188","0.05126","0.04893","0.152324","0.049221","0.047182","0.140091","0.050969","0.049512","0.154071","0.40047"
"Urna - Federal(19)","0.059998","0.040483","0.125529","0.048348","0.034659","0.11883","0.049513","0.039318","0.110093","0.049221","0.034368","0.116791","0.613373"
"PawelsTestThermometer(19)","0.035823","0.038736","0.193973","0.025048","0.030873","0.184361","0.027378","0.031746","0.185527","0.024756","0.031455","0.18174","0.447942"
"Cruise Control SPL(19)","0.065822","0.067278","0.215525","0.053881","0.059124","0.200963","0.045435","0.040484","0.180866","0.053298","0.058542","0.199507","0.334064"
"Connector PL(20)","0.03029","0.022426","0.128733","0.024465","0.024174","0.134849","0.024465","0.016892","0.107763","0.022718","0.016892","0.120578","0.182905"
"EC2(20)","0.070191","0.059998","0.23533","0.063493","0.047765","0.205331","0.049221","0.046601","0.191642","0.048639","0.048639","0.204458","0.423187"
"Context Feature Model(20)","0.051843","0.029707","0.266203","0.031455","0.022718","0.25397","0.032037","0.023883","0.226302","0.030581","0.023591","0.255135","0.307852"
"Mobile Phone(20)","0.064657","0.057376","0.182322","0.048639","0.046018","0.157275","0.048639","0.043104","0.144751","0.049221","0.046017","0.156401","0.446195"
"Stacja Pogodowa(20)","0.076017","0.07689","0.217273","0.065532","0.068444","0.208536","0.063201","0.063492","0.182322","0.064366","0.068153","0.206496","0.42872"
"Card Product(20)","0.090288","0.084754","0.171546","0.07922","0.076308","0.163682","0.074269","0.070192","0.146499","0.079511","0.077473","0.164266","0.415613"
"Respaldo de base de datos (Poda)(20)","0.029416","0.024174","0.097569","0.020096","0.018349","0.089122","0.021261","0.018931","0.087084","0.019514","0.018057","0.087958","0.596771"
"Monitor Engine(20)","0.036407","0.030581","0.07689","0.026504","0.024756","0.0699","0.027669","0.025048","0.06757","0.026504","0.022717","0.063784","0.6058"
"Scheduler(20)","0.065531","0.05825","0.125529","0.053882","0.051551","0.118539","0.052134","0.049221","0.110966","0.053589","0.051551","0.117374","0.689098"
"Jogo de Engenharia de Software(20)","0.071357","0.067571","0.209117","0.059707","0.058541","0.199506","0.057376","0.054463","0.199798","0.068735","0.064366","0.215525","0.403672"
"MKT(20)","0.066988","0.058833","0.228923","0.053882","0.050386","0.213195","0.055337","0.059997","0.214069","0.054464","0.051842","0.211447","0.454642"
"historioa clinica(20)","0.063492","0.056794","0.113588","0.053298","0.051551","0.107762","0.052425","0.048056","0.10019","0.053881","0.052134","0.108054","0.59182"
"poratfolios1(20)","0.126111","0.08854","0.23766","0.112714","0.081259","0.226884","0.069027","0.070191","0.200671","0.070191","0.059123","0.226592","0.498328"
"Equation_LO(20)","0.075725","0.070483","0.182323","0.069318","0.069027","0.191061","0.067279","0.057958","0.177371","0.0699","0.05359","0.190769","0.7456"
"ReallyConsistentQuestion(20)","0.031164","0.030581","0.223098","0.020679","0.023591","0.209992","0.037863","0.023883","0.201545","0.020388","0.024756","0.206206","0.482893"
"COBI(20)","0.061454","0.088831","0.202419","0.050386","0.08155","0.192517","0.050095","0.049221","0.166304","0.049221","0.05359","0.191642","0.442991"
"Lampiro(20)","0.273774","1.014133","0.424933","0.251932","1.058694","0.434836","0.091452","0.087375","0.237077","0.099316","0.096112","0.267076","0.481145"
"Dynamic Software Product Lines for Service-Based Systems(20)","0.046309","0.054464","0.10019","0.037862","0.04893","0.092618","0.024174","0.021553","0.087375","0.0233","0.021553","0.091452","0.621527"
"ConferenceContext(20)","0.043105","0.028834","0.266493","0.033202","0.022717","0.256882","0.034368","0.023009","0.230088","0.081259","0.023591","0.255135","0.32853"
"Cloud Storage Software(20)","0.076599","0.07922","0.141256","0.065823","0.07223","0.137178","0.064366","0.053881","0.123782","0.065531","0.057376","0.13514","0.563277"
"Online shopping software(20)","0.050678","0.043978","0.099317","0.040192","0.038445","0.091744","0.041067","0.036407","0.08621","0.040193","0.038445","0.09087","0.719679"
"urna1_Padia(20)","0.033494","0.035533","0.08388","0.025047","0.029708","0.078638","0.032038","0.028542","0.073978","0.024756","0.030581","0.098151","0.721426"
"urna2_Padia(20)","0.050678","0.038154","0.092326","0.034949","0.032911","0.084754","0.034076","0.031746","0.078928","0.033494","0.033202","0.085919","0.830644"
"PawelRobo(20)","0.062619","0.057959","0.148246","0.051843","0.050095","0.141547","0.119122","0.049804","0.156109","0.056502","0.054173","0.153197","0.736863"
"Connecterra design(20)","0.136888","0.106016","0.216398","0.122616","0.098734","0.216108","0.086792","0.083589","0.172128","0.091744","0.091743","0.194555","0.383867"
"bib1(20)","0.070482","0.064948","0.14446","0.06058","0.059124","0.136304","0.057668","0.054173","0.119413","0.060289","0.05825","0.13747","0.799189"
"FAME-DBMS(21)","0.050969","0.048057","0.133975","0.055046","0.048929","0.153489","0.042231","0.039319","0.107471","0.043687","0.04194","0.126694","0.215817"
"Diagrama de Experimento(21)","0.077473","0.071357","0.149119","0.066696","0.063492","0.136013","0.065531","0.06058","0.12611","0.066405","0.064366","0.135723","0.553666"
"Modelo de Características de um Carro(21)","0.086793","0.072521","0.230961","0.073395","0.064658","0.219894","0.070774","0.061162","0.19805","0.072812","0.064948","0.218147","0.495707"
"Monitor(21)","0.073396","0.094074","0.262125","0.058541","0.083297","0.248145","0.057959","0.079511","0.220767","0.059415","0.085919","0.250184","0.41008"
"EnsinoOperaLogicosKdu(21)","0.117956","0.113588","0.248145","0.070774","0.072812","0.238825","0.060289","0.055046","0.20737","0.05825","0.056503","0.257465","0.485805"
"Eventos1Sandoval(21)","0.082715","0.070774","0.242029","0.068153","0.063784","0.233874","0.072813","0.082715","0.195428","0.06524","0.059706","0.217564","0.351247"
"Toko(21)","0.071648","0.061454","0.175332","0.057959","0.055629","0.16776","0.057085","0.050969","0.150868","0.05825","0.055628","0.16776","0.424643"
"Toko(21)","0.112422","0.113879","0.17242","0.096404","0.106889","0.163973","0.07456","0.068735","0.152324","0.076599","0.07456","0.169507","0.533279"
"Bike(21)","0.047473","0.061745","0.282512","0.033785","0.054755","0.292997","0.042523","0.058832","0.26329","0.03728","0.060871","0.29591","0.430759"
"Modelo de Características de um Carro(21)","0.089997","0.103976","0.230379","0.079802","0.087084","0.220767","0.073978","0.066114","0.199215","0.076016","0.069609","0.239408","0.594733"
"Card Payment Terminal(21)","0.127276","0.132228","0.233","0.08621","0.062036","0.225428","0.070482","0.076016","0.212321","0.080968","0.083589","0.238825","0.495999"
"urna3_Padia(21)","0.052716","0.0466","0.150285","0.041649","0.039028","0.153198","0.039028","0.034949","0.122617","0.037862","0.036989","0.128441","1.028695"
"Urna - Marcos Felipe - UFMG(21)","0.076598","0.176789","0.236204","0.057376","0.1165","0.224554","0.057959","0.056212","0.206205","0.057668","0.059706","0.223389","0.722883"
"UrnaEletronica(21)","0.055629","0.057959","0.141838","0.044561","0.050095","0.133393","0.046308","0.04893","0.11883","0.045143","0.050969","0.13281","0.732785"
"URNA - Gabriel Carmo(21)","0.070483","0.077181","0.198632","0.057084","0.069899","0.190768","0.064075","0.066405","0.18873","0.05359","0.065531","0.177663","0.581044"
"BC(21)","0.102812","0.114753","0.20271","0.078637","0.10485","0.193973","0.07689","0.071065","0.17475","0.078346","0.07689","0.195429","0.485805"
"Linea de Productos(21)","0.066114","0.059123","0.171255","0.055046","0.057667","0.163392","0.054755","0.050386","0.149702","0.054463","0.052134","0.1631","0.524833"
"Telefonos Celulares(21)","0.091744","0.077764","0.256009","0.076017","0.067861","0.244358","0.067279","0.062619","0.212904","0.077181","0.070191","0.249893","0.400177"
"Game Entity Model(21)","0.043687","0.035533","0.26795","0.03262","0.029416","0.2563","0.031455","0.027669","0.22368","0.031746","0.029416","0.253678","0.306395"
"Robot SPLE(21)","0.10019","0.169508","0.209991","0.083589","0.15844","0.203002","0.080967","0.066114","0.187566","0.090579","0.065531","0.187274","0.624441"
"Insurance Policy(22)","0.085919","0.056794","0.23999","0.060871","0.04893","0.227175","0.059997","0.046891","0.214068","0.060288","0.04893","0.226593","0.58716"
"JCalc_LPS(22)","0.104851","0.074561","0.254552","0.069317","0.065823","0.244068","0.066114","0.061453","0.218729","0.070482","0.066696","0.242902","0.394062"
"StoreFrontSystem(22)","0.057085","0.067861","0.265328","0.044561","0.060871","0.253096","0.0466","0.056794","0.234456","0.045144","0.060289","0.254553","0.392896"
"TrialADC(22)","0.098733","0.078638","0.207079","0.066405","0.071356","0.198342","0.070774","0.0466","0.236787","0.078347","0.056502","0.256591","0.86909"
"Fabrica de software(22)","0.064075","0.047474","0.115335","0.051551","0.040484","0.10718","0.052133","0.03961","0.110384","0.051551","0.041067","0.106889","0.851616"
"Mobile Applications Contents(22)","0.115335","0.083006","0.349208","0.101355","0.074851","0.334938","0.094657","0.085337","0.299405","0.099025","0.074269","0.33552","0.520172"
"Tiendas_pos(22)","0.099317","0.092617","0.373673","0.082423","0.083297","0.359402","0.080968","0.077181","0.318919","0.083298","0.084171","0.357364","0.483475"
"Software-Product(22)","0.196594","0.119703","0.253096","0.180866","0.129606","0.242611","0.110675","0.103393","0.220768","0.118248","0.113005","0.24465","0.633761"
"MC_PortalesCeis_Magister(22)","0.122325","0.125528","0.390567","0.107472","0.115335","0.375713","0.101646","0.105141","0.327074","0.108345","0.116209","0.378043","0.44037"
"LineaDeCredito(22)","0.123781","0.214652","0.285134","0.105725","0.20504","0.275523","0.075725","0.082423","0.236786","0.067278","0.077472","0.252223","0.617158"
"MarketplaceDeLosAlpes(22)","0.080968","0.074852","0.149703","0.070483","0.068153","0.143295","0.067862","0.073978","0.141256","0.075142","0.073104","0.153489","0.73162"
"Uniandes-MISO-Inmobiliaria(22)","0.14912","0.13747","0.321831","0.13281","0.129606","0.29125","0.120577","0.104559","0.25397","0.134266","0.11883","0.296201","0.406585"
"GymManager(22)","0.079803","0.065531","0.295036","0.074852","0.063201","0.247854","0.079511","0.0699","0.239116","0.070774","0.062328","0.252805","0.573763"
"17-mobile Game(22)","0.079511","0.059706","0.359403","0.064949","0.052716","0.342219","0.184362","0.048056","0.285425","0.060288","0.047182","0.306977","0.399886"
"Smart Home(22)","0.074851","0.071065","0.279309","0.061745","0.063493","0.270571","0.061454","0.050678","0.242903","0.078637","0.059998","0.292124","0.414448"
"IEC(22)","0.030873","0.022718","0.061745","0.019514","0.017184","0.055629","0.020679","0.017765","0.054172","0.019223","0.017767","0.054173","0.664924"
"urna_2012054743(22)","0.107179","0.10485","0.258048","0.096113","0.099899","0.254844","0.101063","0.101646","0.224263","0.094365","0.097277","0.248436","0.459302"
"VOTE4ME Serveur(23)","0.124364","0.081259","0.269115","0.106889","0.070774","0.279601","0.084754","0.057958","0.219019","0.070482","0.056502","0.245815","0.495417"
"Ejercicio(23)","0.09087","0.07689","0.198924","0.073686","0.070192","0.190186","0.072813","0.066404","0.172419","0.07456","0.069608","0.189604","0.630265"
"sftcam(23)","0.10485","0.063783","0.238533","0.087084","0.057668","0.228048","0.064075","0.060871","0.207661","0.065531","0.057959","0.231252","0.604052"
"SC1 Feature Model(23)","0.210574","0.446486","0.221933","0.187565","0.437166","0.213195","0.086501","0.081259","0.187273","0.090288","0.087375","0.208244","0.566482"
"portafolioContreras(23)","0.089123","0.070773","0.256591","0.074561","0.063783","0.245815","0.095821","0.080386","0.221058","0.07456","0.064657","0.246107","0.408042"
"Mobile Media v7(23)","0.11417","0.071648","0.201837","0.066114","0.063784","0.193972","0.06524","0.059415","0.177663","0.065823","0.06291","0.194847","0.507648"
"teste_2(23)","0.087084","0.094073","0.379498","0.070191","0.087375","0.36581","0.068443","0.078637","0.332025","0.077472","0.088249","0.36581","0.34251"
"DelayBlockSemSpec(23)","0.133684","0.032911","0.322122","0.080094","0.026503","0.329987","0.093783","0.026504","0.283095","0.096112","0.027378","0.305813","0.750551"
"FrameWorkProdemge(23)","0.055046","0.048347","0.307269","0.043979","0.040775","0.292706","0.043105","0.038445","0.270862","0.042231","0.040484","0.288629","0.400469"
"EjericioModeloCaracteristicas(23)","0.3728","0.397265","0.248728","0.34222","0.383286","0.239116","0.19106","0.102228","0.215525","0.113878","0.106306","0.227176","0.754338"
"e-Event(23)","0.093782","0.081259","0.35183","0.080093","0.073104","0.335811","0.071065","0.063493","0.265911","0.073977","0.067862","0.329113","0.429011"
"Urna - Edipo - UFMG(23)","0.089414","0.115335","0.229505","0.075433","0.106889","0.219603","0.066406","0.076016","0.219312","0.069027","0.059123","0.220767","0.793947"
"UrnaUFMGSERGIOMiranda(23)","0.071356","0.064075","0.162517","0.059123","0.057668","0.155236","0.059415","0.054755","0.144169","0.059997","0.057376","0.155528","0.798025"
"Urna Eletrônica(23)","0.085628","0.103977","0.229505","0.081842","0.086793","0.203292","0.060871","0.072522","0.187856","0.066404","0.071938","0.202711","0.814918"
"SPLE robot assignment(23)","0.092326","0.069609","0.226884","0.078055","0.061745","0.217273","0.079511","0.073104","0.197759","0.059997","0.06291","0.216107","0.756959"
"LPS(23)","0.092909","0.095239","0.292998","0.085336","0.096404","0.281639","0.081549","0.087958","0.313676","0.085046","0.094657","0.279891","0.525706"
"Weather Station(23)","0.168634","0.154072","0.228632","0.126694","0.117956","0.219602","0.080385","0.072521","0.197176","0.083006","0.077763","0.218729","0.527454"
"Linea de Experimentos(24)","0.06058","0.05592","0.109802","0.051552","0.048056","0.101064","0.051552","0.0466","0.098442","0.050677","0.048347","0.103394","0.859479"
"Linea de Experimentos(24)","0.085045","0.071065","0.134557","0.062328","0.060289","0.126111","0.062036","0.055338","0.118539","0.06058","0.057085","0.122616","1.157136"
"Linea de Experimentos(24)","0.074561","0.061453","0.162518","0.056503","0.057667","0.177371","0.074269","0.063202","0.114461","0.059415","0.060871","0.136596","0.966949"
"Linea de Experimentos(24)","0.057376","0.050095","0.101355","0.0466","0.044561","0.095239","0.047765","0.042814","0.089414","0.046309","0.04427","0.093491","0.751134"
"Linea de Experimentos(24)","0.060872","0.054464","0.109801","0.050677","0.057959","0.102229","0.05126","0.046017","0.098151","0.050677","0.047765","0.115918","0.687932"
"PLeTs(24)","0.08854","0.076599","0.299405","0.081259","0.075433","0.295037","0.080385","0.085336","0.269698","0.081841","0.077472","0.29591","0.558617"
"Counter Strike Simple Feature Model(24)","0.097569","0.148828","0.308725","0.085919","0.141839","0.297074","0.089705","0.076016","0.313968","0.099899","0.10019","0.299987","0.607256"
"Invio(24)","0.14912","0.129315","0.348918","0.127276","0.119996","0.329986","0.082424","0.084754","0.279018","0.088831","0.091161","0.311637","0.564151"
"agis(24)","0.101355","0.075143","0.363188","0.084754","0.066115","0.336102","0.083006","0.061745","0.314841","0.085045","0.066405","0.334646","0.491048"
"EMGBS(24)","0.072812","0.04893","0.237369","0.058832","0.04194","0.226593","0.060289","0.040776","0.209992","0.058833","0.042231","0.227467","0.66667"
"B2B Website(24)","0.0699","0.063202","0.129607","0.054755","0.053299","0.11184","0.05359","0.050094","0.103976","0.054173","0.052716","0.147081","0.816083"
"E-Learning(24)","0.088248","0.078346","0.343966","0.073977","0.0699","0.330569","0.07223","0.065531","0.292415","0.071648","0.069026","0.327365","0.488135"
"TiendaEnLinea(24)","0.091743","0.084171","0.317754","0.078928","0.076599","0.306686","0.076017","0.071647","0.275231","0.08155","0.078055","0.308725","0.635799"
"IMSPL-FeatureModel-V1(24)","0.106888","0.099899","0.311055","0.082424","0.083589","0.274649","0.096403","0.085919","0.247853","0.082423","0.084172","0.274649","0.439497"
"Classifieds Systems(24)","0.133101","0.131645","0.318919","0.116208","0.122616","0.30756","0.08854","0.098152","0.267367","0.091743","0.103685","0.30523","0.521629"
"Configurable Tank(24)","0.064075","0.05592","0.214651","0.051259","0.048638","0.206787","0.059998","0.056502","0.19106","0.05126","0.049222","0.233292","0.735406"
"Online shopping software(24)","0.048347","0.033785","0.104558","0.038154","0.027377","0.096987","0.039319","0.027086","0.092035","0.038154","0.02796","0.095821","0.888895"
"CassVotingMachine(24)","0.09786","0.100481","0.191642","0.084171","0.090578","0.18407","0.082132","0.076307","0.168342","0.085336","0.092618","0.183488","0.617742"
"Urna Eletronica(24)","0.080968","0.089123","0.193972","0.069318","0.08155","0.183779","0.07689","0.076307","0.182905","0.074851","0.071939","0.200672","0.881904"
"U-learning System(24)","0.087957","0.099025","0.357946","0.07456","0.089996","0.346879","0.072231","0.074851","0.309598","0.075143","0.082133","0.346004","0.429011"
"Charger(24)","0.106598","0.108636","0.369305","0.092618","0.099608","0.361441","0.098734","0.094365","0.317754","0.099024","0.108054","0.369014","0.358529"
"Mobile Phone(25)","0.133684","0.117665","0.332899","0.11417","0.107471","0.322122","0.103976","0.100772","0.291832","0.116791","0.109219","0.330569","0.599393"
"GMF_Eclipse_Reuso_UFRJ(25)","0.049512","0.038154","0.110093","0.031746","0.029708","0.099024","0.030873","0.028834","0.098734","0.032037","0.02796","0.106598","1.836331"
"Assistencia domiciliar(25)","0.168051","0.152324","0.323287","0.106306","0.108928","0.311346","0.10252","0.092326","0.276105","0.105141","0.099608","0.31222","0.666963"
"MobileMedia_Conejero(25)","0.096113","0.092035","0.286007","0.084462","0.083298","0.265619","0.074852","0.071938","0.21436","0.076016","0.07689","0.235621","0.499203"
"Carros(25)","0.113588","0.08621","0.334938","0.09786","0.078346","0.32387","0.0932","0.074269","0.290085","0.099317","0.078928","0.325035","0.440079"
"Carros(25)","0.159605","0.159897","0.333773","0.123781","0.120286","0.366975","0.089705","0.077764","0.284551","0.08155","0.078055","0.294745","0.382412"
"Lucas - pnp(25)","0.338142","0.171837","0.243485","0.226592","0.11883","0.252514","0.10252","0.101647","0.228923","0.108345","0.113879","0.262708","0.542307"
"stcam(25)","0.122034","0.08621","0.328238","0.110967","0.078928","0.303483","0.101355","0.08621","0.325617","0.11184","0.075143","0.38911","0.961708"
"VacacionesSanmiguel(25)","0.194263","0.423186","0.528036","0.124947","0.30523","0.492503","0.143877","0.125529","0.39377","0.182031","0.153197","0.425516","1.165582"
"eventos2(25)","0.199507","0.18873","0.327656","0.147081","0.139218","0.334646","0.123199","0.108054","0.301735","0.1165","0.102229","0.341927","0.504445"
"MesaAyuda-Magister2014(25)","0.085045","0.09786","0.403673","0.066405","0.104559","0.277562","0.116791","0.103685","0.243193","0.059998","0.084753","0.286299","0.861808"
"MobilePhone(25)","0.098152","0.083297","0.30989","0.083297","0.07456","0.302317","0.076016","0.070774","0.26562","0.084753","0.074851","0.301153","0.597062"
"Online Bookstore(25)","0.213778","0.583083","0.386198","0.208826","0.576092","0.37513","0.154362","0.1398","0.338141","0.161935","0.147081","0.376878","1.100634"
"Help System(25)","0.195719","0.122907","0.372218","0.177663","0.112714","0.354451","0.132519","0.124072","0.30756","0.136597","0.115335","0.350956","0.911904"
