"Model(Num features)","B&B+HB+MCF","B&B+HB+MVW","B&B+HB+MHV","BestFS+HB+MCF","BestFS+HB+MVW","BestFS+HB+MHV","BT+HA+MCF","BT+HA+MVW","BT+HA+MHV","BT+HB+MCF","BT+HB+MVW","BT+HB+MHV","JavaPseudoBooleanLPalgorithm-SAT4J"
"E-commerce(44)","0.574927","0.896759","0.858022","0.264164","0.816956","0.723756","0.231252","0.254553","0.716184","0.249893","0.283678","0.770648","4.734852"
"Wireless sensor actuator network(44)","0.322414","0.228922","1.77313","0.24931","0.210573","1.875068","0.248145","0.219021","1.716919","0.267368","0.225427","1.761188","1.231113"
"urnas-thiago-marques-viana(44)","1.24422","2.745323","1.111702","1.266064","2.138066","1.102964","0.440662","0.458137","0.909865","0.389401","0.40542","1.055199","5.697142"
"Documentation_Generation(44)","1.015589","0.248435","0.689097","1.514209","0.392896","0.877828","0.236204","0.270862","0.580461","0.240572","0.20504","0.65473","0.530075"
"Thread(44)","0.208535","0.260959","0.809384","0.087084","0.035532","0.620363","0.163391","0.202711","0.649779","0.181158","0.229796","0.765405","0.24698"
"AndroidSPL(45)","1.226454","0.558326","1.380816","0.641916","0.747056","1.564887","0.366975","0.397557","1.303926","0.274358","0.314259","1.229658","2.655327"
"Sistem Informasi Rumah Sakit MIK(45)","1.088402","1.679348","1.760315","0.532987","0.976562","1.686921","0.503571","0.515512","1.538382","0.520464","0.558035","1.672648","1.707598"
"Java EE 6 - Camilo Fierro(45)","0.438914","0.356198","1.887009","0.34251","0.336394","1.710803","0.353577","0.396683","1.714006","0.331152","0.324744","1.90827","1.455085"
"Computadores(45)","0.696379","0.722009","1.487123","0.556287","0.644537","1.583526","0.498619","0.414158","1.416931","0.532697","0.429011","1.848855","2.959974"
"Webshop(46)","2.720566","2.495722","2.278449","1.170243","1.035977","2.385046","1.071218","1.123934","1.736725","0.794239","0.804724","1.873029","2.212626"
"GerenciaLojaVirtual(46)","0.63842","0.75259","1.414893","0.648031","0.693758","1.275092","0.424643","0.431342","1.289946","0.472407","0.464253","1.362177","2.53737"
"Smart UMKM 2(46)","0.445321","0.397266","1.086945","0.373091","0.358237","1.112575","0.395226","0.376295","1.125098","0.406877","0.389692","1.147816","3.642373"
"DELL Laptop/Notebook Computers(47)","0.595024","0.692009","1.853515","0.528036","0.528327","1.818274","0.380372","0.234165","1.533431","0.399886","0.242903","1.62605","6.231877"
"Seguros(47)","0.193681","0.275231","1.672649","0.163392","0.195429","1.661291","0.207661","0.172129","1.552946","0.155236","0.159897","1.667115","1.836622"
"Programación Salas Cirugía(47)","0.721426","0.646866","1.751577","0.677448","0.629973","1.866913","0.51726","0.570559","1.578284","0.632886","0.64075","1.890213","2.19486"
"Market Place(47)","0.606964","0.509105","1.02287","0.562403","0.493087","0.995201","0.343092","0.322996","0.942194","0.344549","0.334938","1.000152","3.002206"
"Taxonomy of User Needs for Software Visualisation(47)","0.431923","0.494542","2.244955","0.472408","0.565317","2.267964","0.309016","0.331152","2.06438","0.295618","0.331734","1.981083","2.479703"
"Heidelberg Ion-Beam Therapy Center(47)","0.281057","0.592112","1.688959","0.251641","0.582209","1.633912","0.228632","0.226301","1.438775","0.254261","0.236204","1.640902","2.216122"
"SSC(47)","1.647019","0.417944","1.750413","1.686046","0.440079","2.049817","0.487844","0.371926","1.63799","0.466583","0.405712","1.700026","2.582223"
"VentaComputadores(47)","1.634205","2.20389","1.800508","1.582362","2.064963","1.662455","0.485222","0.494834","1.508966","0.488135","0.526871","1.659834","2.668142"
"Arbol de variabilidad de computadores(47)","0.491921","0.455224","1.767014","0.493086","0.466292","1.647019","0.300862","0.325327","1.536053","0.332899","0.364936","2.224859","3.328405"
"URNA_CPR(47)","0.210865","0.195138","0.795403","0.164557","0.157275","0.741523","0.171255","0.15611","0.752881","0.162226","0.157566","0.740649","3.509272"
"VentaPC(47)","0.325035","0.3728","2.411551","0.317172","0.386489","2.38126","0.313968","0.366975","2.138066","0.297366","0.309017","1.899824","1.597506"
"Taller1_Computadores(47)","0.363772","0.332025","1.769926","0.304648","0.287463","1.667989","0.301735","0.278144","1.690707","0.326783","0.283678","1.764393","2.61659"
"Computador-Miso_201701(47)","0.976853","0.9087","2.038168","0.583956","0.504444","2.021275","0.404546","0.368432","1.88963","0.570267","0.351248","1.646145","2.944247"
"punto_2(47)","0.374839","0.50095","1.805168","0.374548","0.525706","1.918755","0.341636","0.360859","1.574206","0.345713","0.393188","1.873902","3.208702"
"Smart Home-z(48)","0.345132","0.269989","2.148552","0.337267","0.275231","2.229519","0.31222","0.24465","1.851185","0.31455","0.281347","2.18525","1.566051"
"Toko(48)","0.432506","0.50794","1.67294","0.429302","0.527454","1.703521","0.429885","0.452312","1.449261","0.454933","0.483766","1.709638","2.468345"
"PGE-FeatureModel_V1(48)","0.710359","0.767734","1.698279","0.744435","0.8155","1.938269","0.538231","0.459593","1.528772","0.533278","0.532114","1.831962","2.408637"
"TallerVarComputador(48)","0.152615","0.158731","0.585412","0.136306","0.131354","0.562113","0.138053","0.129315","0.550463","0.136013","0.132228","0.565899","4.431369"
"Computadores(48)","2.141853","1.467026","2.242626","1.094227","1.557897","2.077778","0.622402","0.549298","1.725073","0.698709","0.699583","1.890795","4.112742"
"Taller 1 Cristian y Jorge(48)","1.076461","0.85045","1.658378","0.913361","0.751134","1.662746","0.322123","0.258339","1.485084","0.308725","0.269406","1.445183","1.726822"
"PC(48)","0.5592","0.465126","1.828468","0.489008","0.415906","1.663911","0.41707","0.522793","1.789731","0.456389","0.334646","1.674979","2.143309"
"FabricasTaller1Punto2(48)","1.075005","1.34907","1.738763","0.586577","1.061606","1.732938","0.413284","0.301735","1.630709","0.415614","0.304648","1.718667","3.666255"
"ComputerDiagram(48)","0.752881","1.302179","1.642359","0.544638","1.043257","2.009917","0.658517","0.454642","1.88264","0.508231","0.436292","1.933026","1.964773"
"Computadores(48)","1.474891","2.53737","2.526302","1.692162","2.837357","2.376018","0.788996","0.681525","2.152046","0.748222","0.644246","2.514944","3.596355"
"Venta Computadores(48)","0.622693","0.5126","2.309322","0.542016","0.562113","2.386212","0.5592","0.440662","2.199521","0.539396","0.427263","2.301749","2.47213"
"Computador(Uniandes)(48)","0.483183","0.842587","2.527176","0.481145","0.602305","2.336407","0.518426","0.508814","2.264469","0.481145","0.516387","2.470674","2.385337"
"Computadores(48)","0.205332","0.196302","0.72929","0.197758","0.202127","0.755503","0.196303","0.186691","0.740358","0.173876","0.191933","0.817539","4.22429"
"Computadores(48)","0.207952","0.228631","0.804432","0.196011","0.192807","0.769774","0.175624","0.17708","0.666962","0.180575","0.176789","0.695796","4.595926"
"OPEN ERP(49)","0.884818","0.865886","1.258783","0.842877","0.826859","1.231696","0.628517","0.61279","1.235483","0.852489","0.551919","1.124516","4.449426"
"NOVASOFT(49)","0.117082","0.103103","0.209409","0.087375","0.085919","0.185817","0.092617","0.089705","0.187856","0.088249","0.08621","0.170382","6.757583"
"Programación Salas Cirugía(49)","3.377044","5.068333","3.407917","1.957492","5.391912","3.010361","0.965785","1.131798","2.512905","0.904914","0.963746","3.391606","2.325923"
"Toko(49)","0.737445","0.613955","2.946577","0.666671","0.541434","2.137192","0.56124","0.635508","2.006131","0.588616","0.509396","1.957491","3.410247"
"Computadores(49)","18.691845","7.070677","3.176082","18.778638","6.08596","3.056377","0.879575","0.823946","2.261848","0.799191","0.74094","2.3067","3.287339"
"computers(49)","0.369596","1.673814","2.40922","0.295619","0.30494","2.406308","0.301152","0.860062","2.341941","0.276105","0.567355","2.415919","1.980501"
"ArbolComputador(49)","0.455224","0.343092","2.338737","0.459301","0.34717","2.296798","0.411245","0.318337","2.055643","0.423478","0.346006","2.461645","2.807359"
"CompuCorp(49)","0.527745","0.459883","2.424656","0.453185","0.389693","2.599406","0.472699","0.40775","2.285439","0.453186","0.387654","2.461062","2.752021"
"German_Computadores(49)","0.930253","0.961125","2.534458","0.717058","0.852198","3.094822","0.844626","0.86414","2.766876","0.756959","0.843461","3.190353","3.437625"
"EngAGe(50)","0.607839","0.568519","2.29505","0.633178","0.597063","2.470965","0.588617","0.561821","2.308448","0.685894","0.647158","2.657948","2.889491"
"Modelo Computadores (Elizabeth M - Andres E)(50)","0.702787","0.708612","6.500701","0.383285","0.393188","1.912639","0.439788","0.464834","1.882058","0.376587","0.306687","1.837205","2.819882"
"Venta de computadores(50)","0.722008","0.827441","1.981082","0.614247","0.733076","1.844778","0.614247","0.554831","1.762063","0.728998","0.564734","1.989238","3.503738"
"|Loja Virtual(50)","1.103837","0.998696","1.466152","0.988503","0.943942","1.550033","0.625896","0.589781","1.368584","0.606965","0.575219","1.426252","3.054339"
"ExtendedFM-IMPEX(50)","0.407168","0.328239","1.697697","0.362606","0.31921","1.714589","0.338723","0.354451","1.53314","0.366975","0.30989","1.681969","3.286174"
"IosAccessibiliteFrench(50)","0.418526","0.519299","2.454364","0.415323","0.544347","2.26942","0.376877","0.4194","2.166027","0.372508","0.408624","2.528633","1.806042"
"Computador(50)","0.182031","0.169217","0.678904","0.168925","0.298531","0.548715","0.138344","0.13281","0.517843","0.137179","0.131063","0.525124","4.123809"
"Belman, Julian(50)","0.187274","0.172712","0.584538","0.147664","0.1398","0.607256","0.160188","0.149412","0.628809","0.168342","0.162809","0.649196","4.856303"
"Video Player(51)","0.439497","0.415905","2.161075","0.402799","0.375712","2.163114","0.380081","0.35882","1.975549","0.394935","0.35649","1.820021","1.850894"
"Mobile Guide(51)","3.548882","0.735115","1.666241","2.95211","0.641915","1.646728","0.495707","0.493086","1.557896","0.485514","0.490465","1.654883","3.13851"
"Ornaments Design(51)","0.951805","1.00656","1.586439","0.544637","0.562112","1.401786","0.502697","0.48231","1.400039","0.562404","0.54988","1.503142","5.959559"
"MartketPlaceMISO-20140824(51)","0.18174","0.154945","1.662746","0.155236","0.133101","1.663912","0.159896","0.132228","1.530228","0.143295","0.133684","1.615272","2.69814"
"BioFM(51)","0.241446","0.27028","2.437471","0.233291","0.250766","2.297671","0.215234","0.242902","2.186122","0.230379","0.248728","2.354174","1.884679"
"Nomads feature model(51)","2.533293","2.899394","2.525429","1.752743","1.559062","2.491935","0.689971","0.622692","1.60071","0.620363","0.746474","2.093214","4.537675"
"Linea de Experimentos(52)","4.564761","3.25501","1.359846","4.34778","3.371511","1.340333","0.615411","0.568229","1.284412","0.597937","0.616576","1.330139","4.056531"
"Electronic Drum(52)","29.138692","1.331886","1.582943","28.950836","1.447222","1.815361","0.644827","0.551045","1.610613","0.604343","0.521338","1.809246","5.444337"
"Stampidia(52)","1.419844","4.171574","1.854972","1.367419","4.513793","1.67294","0.59182","0.604053","1.69158","0.570849","0.625605","1.743131","3.902168"
"SPL SimulES, PnP(53)","1.235482","2.302332","1.968851","1.078208","2.257771","2.114766","0.550754","0.579005","1.802547","0.546676","0.550462","1.945551","3.276272"
"E-commerce system(53)","0.165722","0.151741","0.613373","0.146208","0.134557","0.589199","0.140674","0.132228","0.571724","0.139509","0.15378","0.636964","5.788303"
"Tienda Virtual(53)","0.613081","0.469495","2.09671","0.581626","0.415323","2.02215","0.431341","0.400468","2.039041","0.444739","0.416196","2.005839","2.554554"
"MayaVariabilityModel(54)","0.410371","0.288046","1.56081","0.306104","0.265038","1.543917","0.268533","0.255718","1.493821","0.286881","0.243485","1.521199","2.907549"
"sistema salud macro(54)","0.394644","0.343675","2.331457","0.366393","0.31921","2.540574","0.347461","0.308434","2.331457","0.389984","0.348626","2.519313","1.874194"
"foda olshop(54)","3.798774","3.64645","2.885414","3.831394","3.820619","2.70484","1.028695","1.062481","2.721731","1.375283","2.027683","3.152491","2.694645"
"Urna Bruno Luan(54)","0.282803","0.292998","2.219034","0.262999","0.25397","2.01778","0.275522","0.275523","2.093797","0.274941","0.251348","2.057973","3.468497"
"SD-Model(54)","0.354743","0.352704","0.895594","0.337268","0.352995","0.949184","0.326491","0.325909","0.935787","0.322123","0.320957","0.944232","6.365561"
"Thermonator(54)","0.614829","0.832392","3.153364","0.555705","0.740357","3.151908","0.532405","0.49163","2.91949","0.555705","0.513183","2.726683","2.755226"
"Hotel Product Line(55)","5.611223","333.66565","2.96609","3.457429","329.708726","2.719984","0.93433","0.951223","2.373688","1.081411","0.975106","2.579893","2.071079"
"e-banking-IN0980(55)","0.590073","0.481728","2.833572","0.508232","0.509105","2.466888","0.456971","0.410953","2.214083","0.444157","0.397848","2.375435","1.910309"
"PFTest1(56)","0.391731","0.622692","2.085642","0.308143","0.629683","2.066128","0.325909","0.215234","1.860505","0.307269","0.362897","2.048944","7.451632"
"Facturación Servicios Publicos(56)","1.058403","1.238977","2.500382","1.037433","1.10442","2.481159","0.623566","0.775016","2.294176","0.478232","0.626478","2.643094","2.756682"
"Toko(56)","0.565607","0.502989","2.14826","0.490174","0.439205","2.307574","0.530658","0.469786","2.031469","0.487843","0.439496","2.236218","3.379665"
"e-commerce(56)","0.530949","0.53823","2.683869","0.508814","0.494834","2.505915","0.439496","0.482601","2.30641","0.499785","0.491048","2.485237","2.516692"
"Berkley DB(56)","3.477817","4.300016","2.727557","3.452187","4.409817","2.815515","0.910447","0.893555","2.496304","0.954134","0.957339","2.754061","2.298836"
"Feature Model SiBRAM(56)","0.82045","24.109969","2.249033","0.672496","24.015604","2.252819","0.646866","0.607256","2.116805","0.665507","0.609586","2.083311","4.203612"
"Plone Meeting(57)","1.373826","7.031067","2.622415","1.667989","8.519063","2.466888","0.844625","0.87579","2.265343","0.843751","0.897924","2.61193","3.589947"
"Ventas POS(57)","3.243361","8.441008","3.746931","2.605231","7.87511","3.444905","1.054908","1.051412","2.627657","0.9087","0.893264","2.788719","3.642372"
"MayaModel(57)","0.65007","1.082285","2.141271","0.637256","0.679195","1.700318","0.539104","0.470078","1.620806","0.540851","0.495416","1.6077","4.782325"
"FM ERP-SPL(57)","0.395226","0.373674","2.205636","0.354743","0.346879","2.231849","0.365228","0.365227","1.99215","0.38678","0.382993","2.373105","3.005991"
"BuurtPensioen(57)","0.268241","0.23999","2.575815","0.233291","0.213486","2.609601","0.205622","0.167177","2.448538","0.234747","0.217273","2.586592","1.910892"
"st(57)","0.298532","0.519882","0.634634","0.217273","0.404838","0.61745","0.217564","0.25863","0.642206","0.232126","0.289211","0.662011","7.670652"
"Portafolio2Fierro(58)","0.320084","0.230962","2.516109","0.282513","0.203584","2.47417","0.283968","0.19805","2.301457","0.284552","0.202711","2.538535","1.851767"
"MISO4204_2014-2_Marketplace(58)","0.485222","0.463962","1.674687","0.558909","0.521629","1.965937","0.536482","0.540851","1.718084","0.448233","0.441825","1.620223","4.425545"
"SPL SimulES, PnP(59)","1.934773","6.407209","2.203597","1.866621","6.357697","2.25078","0.658807","0.625023","2.220782","0.727834","0.685894","2.470965","6.142172"
"SmartHome_vConejero(59)","2.586301","3.305688","2.53504","1.936813","3.267825","2.558923","0.798316","0.735989","2.290973","0.746183","0.691718","2.594164","2.640182"
"Smart Home v2.2(60)","0.622402","0.661138","2.904054","0.573471","0.639003","2.958226","0.555123","0.539686","2.69581","0.56852","0.57085","2.994633","2.085933"
"Marketplace notebooks(60)","0.618616","0.37979","3.493544","0.586286","0.355034","4.627672","0.881323","0.546676","4.286618","0.589199","0.364062","3.797318","2.639017"
"Arcade Game PL Feature Model(61)","0.991415","1.934774","2.856872","0.426098","0.742688","2.142726","0.486096","0.520755","1.46557","0.322122","0.40076","1.610321","2.10632"
"E-science application(61)","1.026365","2.228937","3.236953","0.985881","2.29738","3.400344","0.544928","0.690262","3.054922","0.581334","0.581626","3.089872","1.981957"
"E-science application(61)","0.26329","0.216981","3.129191","0.226884","0.19339","2.99871","0.226884","0.164847","2.797166","0.227757","0.193099","3.527329","2.399318"
"bCMS(61)","0.313094","0.386489","1.886426","0.275231","0.362606","1.794683","0.27028","0.295911","1.707016","0.282804","0.301153","1.783906","4.066432"
"Equipo 6 - Uniandes - MP(62)","0.510852","0.378042","2.114767","0.645701","0.394935","1.776626","0.36115","0.346297","1.492657","0.33319","0.325326","1.659834","4.308171"
"Discipline_Requirements(62)","2.139523","4.941639","3.648781","2.321263","5.347059","3.569852","0.960542","1.144613","3.011234","0.917147","0.952097","3.152782","2.676879"
"OW2-FraSCAti-1.4(63)","0.512891","0.65473","3.044145","3.645868","0.760745","3.046184","0.476194","0.492504","2.796874","0.470078","0.52658","2.964052","2.789011"
"FraSCati(63)","2.112437","3.204915","3.030457","1.197328","1.795265","2.842018","0.561239","0.966077","2.948616","0.582792","1.022579","2.899103","5.390165"
"Toko(63)","0.607839","0.641041","2.909879","0.563278","0.624441","2.643968","0.567356","0.648031","2.493974","0.588907","0.627061","2.720567","2.941626"
"Marketplace_DFEA(63)","0.47532","0.390857","2.444461","0.424642","0.361441","2.359417","0.427846","0.357073","2.251945","0.434545","0.365228","3.063368","2.873473"
"USECASE_Test(64)","9.978226","4.838245","5.513072","9.912113","4.70893","4.695533","1.157428","1.133836","3.799648","1.206357","1.135584","3.992164","2.614552"
"ClassicShell(65)","0.93433","0.606965","3.940613","0.664342","0.532113","3.807511","0.523377","0.632595","3.604219","0.408914","0.535609","4.737473","2.316894"
"Economie moderne locale(65)","0.283095","0.337559","4.115363","0.287172","0.313967","4.177399","0.287755","0.306395","3.730331","0.290376","0.269406","4.755531","2.31369"
"bCMS system(66)","4.557771","6.439538","2.344562","4.701649","5.584137","2.282527","0.50794","0.48464","2.146513","0.476484","0.48464","2.346019","5.959558"
"Linea Producto MarketPlace(66)","0.959668","1.447512","2.939296","0.856275","1.304509","2.522808","0.702496","0.650652","2.459607","0.699","0.681816","2.679501","5.453074"
"AEB2(66)","1.919047","36.18636","5.093672","1.534888","28.778416","4.896204","1.607117","0.939573","4.630876","1.609739","0.963163","4.920087","1.767013"
"AEB(66)","0.138926","0.119412","0.256009","0.0932","0.085336","0.201545","0.092618","0.085045","0.213778","0.084171","0.078346","0.186109","11.676504"
"HIS(67)","0.464835","0.411536","1.925454","0.458136","0.420273","2.007296","0.397848","0.382702","1.762355","0.399013","0.424642","1.967977","6.495166"
"windows7(68)","0.706281","1.116653","4.041968","0.671623","1.015298","4.030027","0.65706","0.644245","3.830812","0.682108","0.651818","3.859937","2.603775"
"Nákladný automobil(69)","1.859341","3.29229","5.331914","1.811283","1.527316","6.324494","1.68459","1.403243","5.260849","1.652845","1.431494","6.02305","4.524861"
"DATABASE_TOOLS(70)","1.921959","1.927201","4.744463","1.814779","2.0105","4.696698","1.17898","1.367419","4.871157","1.542751","1.42363","4.576703","3.093366"
"Video Player(71)","1.804877","2.426404","3.685478","1.760024","2.22282","3.30161","1.176359","1.288199","4.064103","1.440232","1.439067","4.006145","3.945564"
"Reuso - UFRJ - Eclipse1(72)","0.705699","1.364798","4.841449","0.664051","1.388389","4.87669","0.703077","0.528911","4.2706","0.717349","0.570559","4.633496","2.699014"
"Car Selection(72)","1.416931","1.696532","3.901877","1.294898","1.606243","3.89343","1.245967","1.051413","3.561697","1.064811","1.128593","3.698584","5.220366"
"Toko(72)","1.54246","1.049665","3.458594","1.098596","1.034229","3.490632","0.828024","0.82016","3.283844","0.925592","0.83414","3.478108","3.624315"
"Toko(72)","2.259518","1.396835","3.702662","2.186706","1.313537","3.771688","0.952678","0.89239","3.565192","1.012094","0.83647","3.718389","3.858189"
"Quality Attributes Functionalities(72)","0.5126","0.491047","4.051288","0.456972","0.344549","4.396128","0.481436","0.477941","4.101383","0.464252","0.357946","4.674563","2.669016"
"urna_eletronica(73)","0.592985","0.385906","3.707322","0.541434","0.364354","3.89576","0.551336","0.383577","3.86081","0.575801","0.40309","3.907118","3.173751"
"Speech Recognition(75)","0.870546","1.12539","3.851781","0.794239","1.190048","3.774018","0.765114","0.861518","3.841006","0.792491","0.82948","3.83518","5.022025"
"PhotoSahring(76)","2.221364","2.214083","4.039055","2.007294","2.268547","3.909157","0.922971","0.95297","3.806347","0.921806","0.964328","3.889644","4.799509"
"J2EE web architecture(77)","4.325355","8.411009","4.269143","4.275551","8.572071","4.747375","0.911904","0.884235","4.05886","0.885691","0.912778","4.232445","3.421606"
"windows8(77)","0.543472","0.317462","5.069498","0.531822","0.311055","5.353176","0.519881","0.416488","5.034257","0.539977","0.308433","5.1959","2.681248"
"GoPhone(77)","0.669875","0.670749","3.974398","0.6291","0.641915","4.219631","0.619489","0.621528","3.748679","0.641624","0.650653","4.083909","3.04531"
"windows(77)","0.784045","0.532696","7.139121","0.891224","0.634342","6.225469","0.809093","0.636382","5.194735","0.800646","0.607839","6.514681","3.257341"
"FISH(80)","9.143795","3296.007603","4.97193","5.48482","3265.604885","5.134738","1.287325","1.22325","4.398749","1.322857","1.216261","4.346907","6.616327"
"Webmail(81)","0.629974","0.611626","4.606411","0.54289","0.53124","4.668738","0.579879","0.549007","4.283122","0.672497","0.572306","4.513792","2.810854"
"FrameWorkProdemge(87)","1.030442","0.996075","6.701955","0.854819","0.84113","6.792242","0.922098","0.889477","6.213528","0.856566","0.844334","6.630307","2.903181"
"Billing(88)","33.537732","4.746793","4.959988","35.418334","5.053188","4.849313","2.032052","1.748665","4.091189","2.13894","1.686629","4.50826","7.990153"
"ModelTransformation(88)","1.479842","1.441979","6.374007","1.065101","1.273345","6.059457","1.496443","1.745462","5.390456","1.061607","1.33276","5.99276","4.914261"
"Model_Transformation(88)","0.755503","0.791035","2.516401","0.668419","1.674979","3.338308","0.932291","0.91103","2.147387","0.709484","0.75725","2.522808","0.682108"
