"Model(Num features)","B&B+HB+MCF","B&B+HB+MVW","B&B+HB+MHV","BestFS+HB+MCF","BestFS+HB+MVW","BestFS+HB+MHV","BT+HA+MCF","BT+HA+MVW","BT+HA+MHV","BT+HB+MCF","BT+HB+MVW","BT+HB+MHV","JavaPseudoBooleanLPalgorithm-SAT4J"
"Visual Data Graph(18)","0.229796","0.22135","0.248436","0.156984","0.210866","0.24232","0.113879","0.101063","0.244651","0.12815","0.113005","0.25164","0.825694"
"IRIS(18)","0.113588","0.138926","0.321831","0.101356","0.126694","0.238242","0.096695","0.098151","0.206205","0.09786","0.11883","0.257466","1.01821"
"Telefonos Moviles(18)","0.064657","0.216108","0.242903","0.050678","0.047765","0.232418","0.058541","0.098733","0.216107","0.050386","0.105433","0.229214","0.5825"
"computers(18)","0.074269","0.067571","0.310764","0.059415","0.059415","0.301735","0.058541","0.05825","0.249601","0.05359","0.053881","0.276688","0.523085"
"Amazon web services(18)","0.080385","0.065532","0.282804","0.057085","0.056211","0.272319","0.055629","0.053881","0.254261","0.056794","0.056211","0.270863","0.537648"
"Text_Editor(18)","0.055045","0.056794","0.120286","0.037863","0.034077","0.106015","0.03961","0.034658","0.164847","0.041358","0.039318","0.112131","0.131936"
"FIRE-ALARM(19)","0.072813","0.055629","0.273484","0.061162","0.057085","0.238243","0.053881","0.042523","0.235331","0.053008","0.043396","0.239989","0.849576"
"ISA11/12_pgr(19)","0.111257","0.080385","0.283969","0.09087","0.071065","0.268241","0.089122","0.068152","0.252805","0.091161","0.071065","0.268241","0.678612"
"Construtora(19)","0.094656","0.083007","0.243194","0.078929","0.073395","0.233291","0.078055","0.071356","0.230379","0.078347","0.075433","0.230961","0.932582"
"Test Env(19)","0.080094","0.055046","0.309598","0.064658","0.04893","0.325327","0.071648","0.059124","0.311347","0.071939","0.053298","0.318045","0.95297"
"Agencia de Propaganda(19)","0.122616","0.173003","0.294453","0.102811","0.164265","0.286008","0.122325","0.115626","0.289794","0.113296","0.120286","0.309599","1.057821"
"WebKit overview(19)","0.385906","0.403673","0.392605","0.359694","0.475612","0.407168","0.087375","0.08621","0.217855","0.087666","0.082133","0.234165","1.471686"
"RST Game(19)","0.120577","0.117665","0.277561","0.102228","0.10951","0.264746","0.099608","0.110675","0.266203","0.11184","0.115043","0.288629","0.786958"
"SimulesSPLBruno(19)","0.075725","0.065822","0.158731","0.05825","0.059124","0.14446","0.060871","0.059124","0.142712","0.059415","0.058541","0.145625","1.195582"
"Software-Product(19)","0.204458","0.252805","0.219895","0.122616","0.232709","0.219894","0.131645","0.102811","0.199797","0.10252","0.10019","0.225427","0.846081"
"Software-Product(19)","0.117665","0.108927","0.217273","0.103977","0.099608","0.209117","0.10252","0.095529","0.196302","0.10485","0.099025","0.207662","0.673661"
"Toko(19)","0.104558","0.102229","0.317754","0.087375","0.092618","0.305812","0.092035","0.089996","0.26562","0.081259","0.085919","0.282512","0.572306"
"Siga(19)","0.068444","0.060871","0.26562","0.054463","0.055628","0.257465","0.060871","0.057667","0.246398","0.059125","0.053008","0.252805","0.649196"
"Game of war cards(19)","0.153489","0.078055","0.153489","0.135722","0.069609","0.159605","0.068735","0.072521","0.141548","0.078346","0.075434","0.157566","1.213056"
"E-Commerce(19)","0.115627","0.31455","0.250184","0.10019","0.313676","0.239698","0.101355","0.103102","0.22601","0.113296","0.1165","0.260669","0.853946"
"Nexus DSPL(19)","0.087084","0.04893","0.30057","0.071065","0.040775","0.28892","0.083298","0.042522","0.272027","0.072813","0.042523","0.293289","0.736572"
"Eleição para presidente e dois senadores(19)","0.097568","0.082132","0.239407","0.083006","0.073686","0.232126","0.076016","0.073104","0.22368","0.091161","0.084171","0.229796","0.795404"
"Urna - Federal(19)","0.089705","0.061745","0.187856","0.074852","0.055337","0.180575","0.075725","0.061163","0.172712","0.083007","0.053881","0.181157","1.750995"
"PawelsTestThermometer(19)","0.064366","0.069026","0.371052","0.047474","0.057376","0.377169","0.052425","0.064949","0.363189","0.0466","0.05359","0.32154","1.001026"
"Cruise Control SPL(19)","0.099899","0.099316","0.311929","0.083298","0.089996","0.294163","0.071647","0.064075","0.306104","0.088831","0.097277","0.320084","0.611043"
"Connector PL(20)","0.031455","0.022426","0.128733","0.024465","0.023882","0.138635","0.025048","0.016601","0.111257","0.022426","0.017475","0.119122","0.16543"
"EC2(20)","0.089122","0.099608","0.31455","0.091162","0.080384","0.323288","0.082132","0.077473","0.309016","0.080967","0.080094","0.32387","0.753172"
"Context Feature Model(20)","0.056794","0.041357","0.37047","0.043396","0.033203","0.352995","0.043687","0.032911","0.330569","0.042231","0.033203","0.352995","0.593859"
"Mobile Phone(20)","0.090288","0.089705","0.250766","0.07456","0.078638","0.239699","0.066114","0.07689","0.23067","0.064949","0.07922","0.237077","0.839674"
"Stacja Pogodowa(20)","0.177954","0.140091","0.292706","0.107762","0.120577","0.283678","0.090579","0.094074","0.349792","0.102811","0.098733","0.287464","0.816666"
"Card Product(20)","0.136013","0.123781","0.25397","0.117665","0.114753","0.243777","0.114753","0.111258","0.25863","0.127276","0.12349","0.262125","0.903166"
"Respaldo de base de datos (Poda)(20)","0.041066","0.034077","0.132519","0.028833","0.026795","0.12116","0.029708","0.026503","0.117082","0.027669","0.026504","0.119122","0.882779"
"Monitor Engine(20)","0.054172","0.047182","0.113587","0.042232","0.036115","0.096986","0.038154","0.036115","0.094657","0.036406","0.036698","0.096987","1.043258"
"Scheduler(20)","0.110384","0.12349","0.194847","0.094073","0.113297","0.182904","0.081842","0.078055","0.175041","0.082424","0.081841","0.182322","1.257909"
"Jogo de Engenharia de Software(20)","0.108927","0.119704","0.337559","0.100772","0.096987","0.320958","0.096986","0.091452","0.296201","0.099316","0.097277","0.32154","0.741522"
"MKT(20)","0.089705","0.080094","0.305231","0.075142","0.071647","0.291541","0.077473","0.087084","0.329113","0.084172","0.07922","0.327656","0.752008"
"historioa clinica(20)","0.102229","0.094948","0.184361","0.08621","0.08388","0.17475","0.086211","0.081259","0.168925","0.087958","0.085627","0.283386","1.111119"
"poratfolios1(20)","0.190477","0.131937","0.350374","0.169508","0.12116","0.339306","0.104559","0.106888","0.31222","0.105141","0.089414","0.337268","0.838799"
"Equation_LO(20)","0.114753","0.118539","0.298531","0.106598","0.104559","0.283095","0.104268","0.087958","0.270572","0.111548","0.080676","0.284843","1.206358"
"ReallyConsistentQuestion(20)","0.042814","0.045435","0.295036","0.029708","0.036407","0.282804","0.05359","0.036115","0.303483","0.031746","0.03961","0.303773","0.823946"
"COBI(20)","0.087666","0.120286","0.274649","0.071647","0.109509","0.262416","0.071648","0.069317","0.240281","0.071356","0.072522","0.286007","0.721135"
"Lampiro(20)","0.490174","1.694202","0.929962","0.425225","1.651388","0.965202","0.134266","0.126111","0.348626","0.141256","0.136304","0.38212","1.02054"
"Dynamic Software Product Lines for Service-Based Systems(20)","0.081841","0.087957","0.16077","0.061454","0.080094","0.154654","0.043687","0.041357","0.143004","0.040193","0.036988","0.14912","1.169077"
"ConferenceContext(20)","0.065531","0.043105","0.393479","0.05126","0.035533","0.37979","0.053881","0.035241","0.352995","0.050386","0.036115","0.376877","0.523085"
"Cloud Storage Software(20)","0.138344","0.158731","0.230087","0.118538","0.150576","0.220767","0.106598","0.092035","0.208535","0.108345","0.094656","0.223971","1.147816"
"Online shopping software(20)","0.087958","0.080093","0.187856","0.079511","0.075143","0.146208","0.064075","0.059998","0.134558","0.062036","0.059124","0.135431","1.344701"
"urna1_Padia(20)","0.054172","0.059415","0.136887","0.04194","0.049512","0.127568","0.053299","0.049221","0.123781","0.041067","0.050677","0.128732","1.565469"
"urna2_Padia(20)","0.076016","0.057959","0.135431","0.052134","0.050095","0.127858","0.052134","0.054172","0.12582","0.051551","0.050677","0.132227","1.774004"
"PawelRobo(20)","0.101064","0.092034","0.244358","0.078347","0.077473","0.209701","0.079219","0.075725","0.202419","0.078347","0.077472","0.207953","1.515083"
"Connecterra design(20)","0.204458","0.154071","0.357072","0.198341","0.156693","0.296492","0.136305","0.12815","0.26795","0.13747","0.133392","0.281347","0.685311"
"bib1(20)","0.119704","0.1232","0.222224","0.094074","0.101938","0.191351","0.091453","0.070773","0.174168","0.093491","0.073977","0.193681","1.468483"
"FAME-DBMS(21)","0.056794","0.05126","0.14446","0.06029","0.05359","0.168051","0.045726","0.042523","0.115335","0.045435","0.045143","0.136305","0.182905"
"Diagrama de Experimento(21)","0.109219","0.099899","0.198924","0.093782","0.089705","0.190187","0.093783","0.085627","0.198342","0.10019","0.09786","0.204166","0.954135"
"Modelo de Características de um Carro(21)","0.129897","0.106597","0.333481","0.130771","0.106306","0.34717","0.118247","0.103394","0.3262","0.117665","0.104558","0.350374","0.947727"
"Monitor(21)","0.111548","0.143586","0.388237","0.091453","0.128442","0.369305","0.091162","0.121743","0.340472","0.0932","0.1398","0.345132","0.596189"
"EnsinoOperaLogicosKdu(21)","0.197467","0.191933","0.398721","0.135431","0.111258","0.347752","0.091161","0.085336","0.319502","0.089123","0.08854","0.583957","0.947145"
"Eventos1Sandoval(21)","0.133102","0.141839","0.350665","0.112714","0.108345","0.330569","0.126111","0.112714","0.329404","0.101647","0.10019","0.358238","0.848994"
"Toko(21)","0.119121","0.108927","0.287463","0.096695","0.095238","0.270863","0.094365","0.092035","0.251058","0.129023","0.10252","0.275232","0.853363"
"Toko(21)","0.142421","0.173293","0.278727","0.153489","0.210574","0.276979","0.136014","0.114753","0.264164","0.113296","0.110383","0.253096","0.988794"
"Bike(21)","0.074852","0.108345","0.453768","0.053299","0.081842","0.393188","0.053298","0.078347","0.355907","0.052425","0.187565","0.624149","0.92967"
"Modelo de Características de um Carro(21)","0.15378","0.170963","0.371052","0.124072","0.127277","0.361733","0.12116","0.115044","0.358528","0.116209","0.108054","0.326783","1.040637"
"Card Payment Terminal(21)","0.185526","0.180575","0.35882","0.138634","0.110383","0.40076","0.142712","0.152032","0.381246","0.15844","0.14912","0.376877","1.017337"
"urna3_Padia(21)","0.077764","0.058541","0.216981","0.063202","0.048347","0.204749","0.062327","0.044853","0.181449","0.048056","0.045726","0.188147","2.383882"
"Urna - Marcos Felipe - UFMG(21)","0.145626","0.318918","0.42173","0.106015","0.216399","0.408915","0.108927","0.105141","0.394644","0.10718","0.109219","0.410371","3.116958"
"UrnaEletronica(21)","0.112422","0.101938","0.278144","0.093492","0.080385","0.26329","0.108928","0.089413","0.258047","0.110966","0.081841","0.242903","1.776334"
"URNA - Gabriel Carmo(21)","0.100773","0.109802","0.274066","0.08155","0.099899","0.264746","0.092909","0.099025","0.282513","0.089705","0.108928","0.285716","1.294023"
"BC(21)","0.186691","0.28892","0.312512","0.166886","0.274649","0.299114","0.117374","0.112714","0.271154","0.119412","0.117956","0.301444","0.853072"
"Linea de Productos(21)","0.108345","0.095529","0.261251","0.082424","0.080385","0.228632","0.083297","0.078055","0.218146","0.082424","0.080676","0.227757","1.03219"
"Telefonos Celulares(21)","0.15611","0.12815","0.349792","0.108053","0.170382","0.359402","0.098443","0.099316","0.664051","0.173294","0.359694","0.526871","1.511005"
"Game Entity Model(21)","0.085045","0.071647","0.573762","0.059123","0.056794","0.709776","0.060871","0.076016","1.239851","0.055921","0.051551","0.419399","0.62444"
"Robot SPLE(21)","0.182031","0.345423","0.351829","0.159313","0.303774","0.366392","0.148538","0.121743","0.301153","0.126693","0.102229","0.282804","1.354313"
"Insurance Policy(22)","0.114752","0.089996","0.374838","0.095821","0.079512","0.362024","0.086501","0.070774","0.311637","0.087667","0.073977","0.332025","0.915399"
"JCalc_LPS(22)","0.138343","0.124946","0.438914","0.131645","0.10252","0.374839","0.104268","0.097278","0.340763","0.106889","0.101937","0.363771","0.826859"
"StoreFrontSystem(22)","0.106306","0.118247","0.459301","0.083589","0.106597","0.450273","0.085627","0.106307","0.423477","0.083297","0.107763","0.446486","0.843751"
"TrialADC(22)","0.290085","0.194263","0.333481","0.144752","0.175333","0.320375","0.114753","0.099316","0.302608","0.106015","0.103394","0.314259","1.389845"
"Fabrica de software(22)","0.082132","0.063784","0.14912","0.068153","0.053882","0.139799","0.067861","0.054464","0.145042","0.101064","0.06291","0.144168","1.384021"
"Mobile Applications Contents(22)","0.145916","0.110092","0.449399","0.134848","0.106015","0.420565","0.122325","0.112423","0.387363","0.127567","0.099316","0.415905","0.849285"
"Tiendas_pos(22)","0.119412","0.109801","0.429885","0.099899","0.100481","0.462796","0.106016","0.102229","0.418235","0.117665","0.110966","0.479107","0.677156"
"Software-Product(22)","0.231834","0.144169","0.295619","0.233582","0.145334","0.314841","0.17475","0.165722","0.355616","0.17475","0.171546","0.374256","1.102673"
"MC_PortalesCeis_Magister(22)","0.168051","0.173294","0.532988","0.150577","0.160187","0.544928","0.154362","0.164265","0.508231","0.165139","0.174168","0.62677","0.634052"
"LineaDeCredito(22)","0.133392","0.231252","0.35649","0.129023","0.220768","0.352995","0.095821","0.105723","0.333481","0.094656","0.110675","0.353287","1.152768"
"MarketplaceDeLosAlpes(22)","0.156984","0.136014","0.221641","0.13747","0.123199","0.209991","0.103102","0.097568","0.202128","0.105724","0.101064","0.212322","1.108497"
"Uniandes-MISO-Inmobiliaria(22)","0.212904","0.196303","0.472698","0.206497","0.204458","0.452603","0.199215","0.167178","0.409789","0.206788","0.179119","0.45202","0.754047"
"GymManager(22)","0.105432","0.107763","0.351539","0.096695","0.087666","0.341345","0.11184","0.097569","0.329696","0.09786","0.088831","0.338724","0.902585"
"17-mobile Game(22)","0.110093","0.085919","0.497164","0.092909","0.077473","0.506775","0.10019","0.079512","0.483475","0.099024","0.082715","0.521047","0.776473"
"Smart Home(22)","0.123199","0.126402","0.438913","0.103102","0.115335","0.429302","0.095822","0.080094","0.370761","0.094365","0.08388","0.395518","0.647741"
"IEC(22)","0.046018","0.038737","0.099607","0.03495","0.040193","0.083298","0.031456","0.028252","0.082133","0.029998","0.028251","0.08388","1.309169"
"urna_2012054743(22)","0.17475","0.173294","0.416779","0.15378","0.160479","0.401634","0.169216","0.172711","0.367266","0.154945","0.146499","0.367849","0.74094"
"VOTE4ME Serveur(23)","0.189604","0.137469","0.410371","0.14912","0.103103","0.394644","0.109802","0.083298","0.336394","0.101356","0.094656","0.362024","0.980639"
"Ejercicio(23)","0.141547","0.21902","0.317754","0.1232","0.208535","0.281347","0.111257","0.101064","0.273484","0.112131","0.105141","0.283386","1.122769"
"sftcam(23)","0.163974","0.103394","0.377169","0.150868","0.106306","0.337267","0.099607","0.095239","0.319502","0.099025","0.088248","0.341636","1.142574"
"SC1 Feature Model(23)","0.22368","0.786666","0.334064","0.191643","0.77123","0.39144","0.140382","0.130188","0.296784","0.1398","0.134267","0.340763","1.621098"
"portafolioContreras(23)","0.13281","0.10951","0.405128","0.123491","0.107471","0.400759","0.15844","0.139509","0.379208","0.125238","0.107762","0.476485","0.765405"
"Mobile Media v7(23)","0.129606","0.119995","0.332899","0.110384","0.106015","0.31921","0.110675","0.100481","0.302027","0.10048","0.096986","0.299696","0.903166"
"teste_2(23)","0.135431","0.151159","0.579878","0.111258","0.128733","0.519007","0.108345","0.12116","0.47765","0.112132","0.130188","0.515222","0.599392"
"DelayBlockSemSpec(23)","0.192516","0.050095","0.446195","0.114753","0.041066","0.43105","0.134849","0.041066","0.401634","0.134849","0.041358","0.426099","1.362176"
"FrameWorkProdemge(23)","0.083007","0.075142","0.443573","0.066696","0.071356","0.427555","0.067279","0.062037","0.399304","0.066696","0.064949","0.426973","0.753755"
"EjericioModeloCaracteristicas(23)","0.352995","0.413575","0.347753","0.324161","0.391149","0.359111","0.168925","0.148829","0.352121","0.17009","0.154071","0.364936","1.233736"
"e-Event(23)","0.1398","0.113587","0.469495","0.115044","0.103103","0.456097","0.113297","0.100481","0.405711","0.113005","0.104558","0.461922","0.803559"
"Urna - Edipo - UFMG(23)","0.126985","0.162518","0.31222","0.094656","0.154945","0.303191","0.094365","0.106015","0.287173","0.096695","0.082715","0.299988","1.81507"
"UrnaUFMGSERGIOMiranda(23)","0.132519","0.097277","0.240573","0.100481","0.086209","0.230088","0.088831","0.08388","0.22135","0.088831","0.087084","0.228923","1.925745"
"Urna Eletrônica(23)","0.13048","0.142421","0.310473","0.099899","0.128442","0.297366","0.094656","0.104559","0.286008","0.099026","0.106306","0.297366","1.902154"
"SPLE robot assignment(23)","0.220767","0.336685","0.318627","0.110675","0.299114","0.305522","0.113879","0.108053","0.292124","0.112714","0.110675","0.304356","2.079525"
"LPS(23)","0.149411","0.194846","0.396391","0.120287","0.185235","0.38445","0.117957","0.124655","0.362606","0.119994","0.130481","0.400177","0.889477"
"Weather Station(23)","1.425086","1.028695","0.785792","0.674535","1.003357","0.658516","0.155236","0.152906","0.407751","0.163682","0.154071","0.444156","2.043119"
"Linea de Experimentos(24)","0.092618","0.079803","0.151742","0.070774","0.068444","0.144169","0.072812","0.066405","0.138635","0.070483","0.067861","0.14213","1.757985"
"Linea de Experimentos(24)","0.099607","0.087666","0.171255","0.08155","0.078055","0.177662","0.088831","0.082132","0.171254","0.085628","0.083298","0.178828","1.884388"
"Linea de Experimentos(24)","0.100773","0.087666","0.175915","0.082715","0.079802","0.166012","0.083298","0.086793","0.16077","0.08155","0.078638","0.191934","2.091467"
"Linea de Experimentos(24)","0.085628","0.073978","0.145916","0.068153","0.065532","0.140091","0.069609","0.065239","0.134849","0.068444","0.06524","0.139217","1.627797"
"Linea de Experimentos(24)","0.095822","0.07456","0.147664","0.069609","0.066697","0.139218","0.071065","0.06524","0.136888","0.069026","0.066113","0.139509","1.277714"
"PLeTs(24)","0.14213","0.1165","0.404837","0.111257","0.105724","0.388237","0.110966","0.115917","0.406003","0.11184","0.106016","0.387653","1.009473"
"Counter Strike Simple Feature Model(24)","0.155819","0.217272","0.443283","0.127276","0.204457","0.436584","0.139508","0.1165","0.405129","0.128732","0.156401","0.469204","0.914233"
"Invio(24)","0.141547","0.129606","0.467165","0.110966","0.118539","0.452603","0.103976","0.112714","0.415614","0.10951","0.119122","0.447943","0.757832"
"agis(24)","0.147664","0.101938","0.457262","0.119413","0.09087","0.443574","0.116792","0.086792","0.40775","0.119412","0.091452","0.445613","0.728999"
"EMGBS(24)","0.126111","0.073686","0.339306","0.087958","0.064075","0.331443","0.08854","0.063201","0.312511","0.087667","0.064075","0.325909","0.963746"
"B2B Website(24)","0.108345","0.08854","0.175042","0.081259","0.078638","0.164265","0.080676","0.076016","0.159896","0.080967","0.07922","0.164848","1.490035"
"E-Learning(24)","0.134848","0.119995","0.490757","0.112131","0.108345","0.460176","0.100773","0.094074","0.406003","0.102229","0.099025","0.436584","0.720261"
"TiendaEnLinea(24)","0.150867","0.139218","0.471242","0.122616","0.119121","0.446196","0.117665","0.11184","0.408041","0.121451","0.11883","0.493378","0.82715"
"IMSPL-FeatureModel-V1(24)","0.145334","0.136596","0.427846","0.125238","0.124364","0.44969","0.157566","0.143586","0.401925","0.136305","0.136596","0.450856","0.780841"
"Classifieds Systems(24)","0.198342","0.184653","0.434254","0.165139","0.170382","0.420564","0.124946","0.138635","0.377169","0.134558","0.14446","0.4194","0.833557"
"Configurable Tank(24)","0.106306","0.084171","0.32387","0.077182","0.074268","0.310473","0.076308","0.085628","0.29591","0.07689","0.074269","0.314842","1.145778"
"Online shopping software(24)","0.08155","0.051843","0.150576","0.05592","0.042522","0.140091","0.056502","0.04194","0.136305","0.05592","0.043396","0.1398","1.673231"
"CassVotingMachine(24)","0.136887","0.138343","0.276978","0.132519","0.137761","0.286881","0.125528","0.1165","0.260086","0.127567","0.138344","0.286008","1.186843"
"Urna Eletronica(24)","0.167469","0.144752","0.308143","0.128732","0.134266","0.300861","0.124946","0.117665","0.282221","0.113297","0.10951","0.30523","1.811284"
"U-learning System(24)","0.147955","0.145042","0.564443","0.126985","0.133102","0.559492","0.126111","0.124655","0.49862","0.118248","0.121743","0.514639","0.784336"
"Charger(24)","0.159314","0.157566","0.542017","0.140674","0.145916","0.523085","0.149411","0.160478","0.446778","0.130189","0.136888","0.483184","0.620072"
"Mobile Phone(25)","0.200671","0.191643","0.496873","0.17941","0.186983","0.446486","0.150867","0.145334","0.423187","0.16543","0.154072","0.450855","1.030443"
"GMF_Eclipse_Reuso_UFRJ(25)","0.046891","0.040484","0.116791","0.03495","0.032329","0.105723","0.035242","0.031747","0.103976","0.034077","0.032038","0.106016","1.786528"
"Assistencia domiciliar(25)","0.16543","0.166595","0.45435","0.147663","0.155819","0.470077","0.157276","0.148246","0.444156","0.163392","0.15378","0.487261","1.189466"
"MobileMedia_Conejero(25)","0.17941","0.163391","0.471825","0.150867","0.15145","0.46134","0.149994","0.147082","0.438623","0.151741","0.152032","0.45668","0.932291"
"Carros(25)","0.186692","0.140674","0.537939","0.163974","0.129024","0.519299","0.159314","0.125238","0.47998","0.148829","0.119704","0.479397","0.75026"
"Carros(25)","0.433089","0.795986","0.445904","0.387653","0.764532","0.415323","0.120286","0.105723","0.375421","0.106015","0.10252","0.410371","0.611916"
"Lucas - pnp(25)","0.114752","0.095239","0.34251","0.095239","0.085919","0.329696","0.092617","0.081259","0.313094","0.094656","0.086501","0.331442","0.857731"
"stcam(25)","0.196593","0.137761","0.47299","0.159314","0.115917","0.4194","0.136014","0.110384","0.392896","0.139217","0.093199","0.418818","1.261696"
"VacacionesSanmiguel(25)","0.206787","0.495416","0.52658","0.183196","0.515222","0.565025","0.201254","0.162226","0.507066","0.203002","0.168925","0.558909","1.685173"
"eventos2(25)","0.413866","0.478523","0.542017","0.275231","0.304939","0.525706","0.187857","0.162518","0.44037","0.171838","0.144751","0.472408","0.931709"
"MesaAyuda-Magister2014(25)","0.125237","0.144752","0.414158","0.09786","0.132227","0.406003","0.172129","0.157274","0.37047","0.088831","0.124073","0.394644","1.711968"
"MobilePhone(25)","0.140965","0.122325","0.449982","0.132519","0.117665","0.452602","0.120577","0.117083","0.424352","0.136014","0.121452","0.453768","1.394505"
"Online Bookstore(25)","0.335812","0.793366","0.493087","0.309307","0.761618","0.474155","0.203584","0.183197","0.434837","0.190769","0.17708","0.439497","1.701774"
"Help System(25)","0.232709","0.146791","0.425225","0.211447","0.136014","0.41241","0.162808","0.151741","0.422604","0.191059","0.149702","0.450564","2.016907"
"Mobile Phone(25)","0.164848","0.152906","0.501824","0.131063","0.1398","0.495707","0.128441","0.184361","0.461923","0.134557","0.141256","0.48464","1.023453"
"Urna Eletrônica - Marina - UFMG(25)","0.130188","0.132809","0.562113","0.10951","0.122033","0.544055","0.102229","0.091744","0.491921","0.061746","0.094074","0.534735","1.042966"
"SM for SPLE(25)","0.216981","0.408332","0.419692","0.192225","0.392314","0.412119","0.150285","0.143587","0.388236","0.155527","0.153198","0.451729","1.363924"
"Ligne des sites Web(25)","0.118248","0.078055","0.488135","0.091744","0.066697","0.47532","0.101647","0.064658","0.444739","0.089413","0.066114","0.467456","1.023744"
"Automoviles(25)","0.180866","0.132519","0.519008","0.149121","0.122908","0.499203","0.127276","0.117374","0.442991","0.15145","0.122908","0.507649","0.987629"
"Key_Word_In_Context_index_systems(25)","0.049804","0.043978","0.168051","0.044561","0.074851","0.182032","0.036115","0.03495","0.136597","0.035824","0.05359","0.171838","0.255135"
"Insurance_Product(25)","0.08388","0.070774","0.193973","0.131936","0.129606","0.218729","0.057959","0.053008","0.146207","0.061162","0.058832","0.167178","0.269697"
"prueba(26)","0.273775","0.193973","0.452312","0.239407","0.18407","0.442118","0.150867","0.137761","0.419109","0.155236","0.141547","0.465999","1.504598"
"Carro(26)","0.197759","0.185235","0.384159","0.162809","0.174168","0.371926","0.120868","0.118247","0.349209","0.131062","0.132227","0.395809","1.849729"
"MODELO HISTORIA CLINICA(26)","0.216982","0.189312","0.438331","0.183487","0.178537","0.426973","0.179992","0.169507","0.399305","0.210865","0.293871","0.463379","1.071508"
"DMS(26)","0.129897","0.108054","0.504153","0.101646","0.094947","0.485514","0.116791","0.106598","0.46134","0.10252","0.096695","0.489592","0.888895"
"Mobile Media v8(26)","0.128732","0.119995","0.399304","0.101063","0.109218","0.389984","0.099025","0.10456","0.356781","0.096987","0.108637","0.389401","1.136167"
"LIneFollower_1(26)","0.248145","0.26125","0.599393","0.203002","0.173003","0.57784","0.194556","0.203001","0.532406","0.186982","0.162226","0.53823","1.031026"
"e-foramation(26)","0.200088","0.275231","0.525706","0.179993","0.268242","0.477358","0.148538","0.143586","0.449108","0.14912","0.13747","0.476484","1.588769"
"MarketplaceDeLosAlpes(26)","0.150868","0.124364","0.250766","0.129606","0.113004","0.235039","0.1165","0.108636","0.225136","0.1165","0.113296","0.259505","1.546538"
"HelpSystem_2(26)","0.198632","0.210574","0.338141","0.168051","0.185527","0.327656","0.127276","0.119704","0.313968","0.145042","0.133684","0.355326","2.169813"
"HelpSystem_1(26)","0.190478","0.157857","0.399595","0.159314","0.145334","0.386489","0.154654","0.138052","0.400178","0.172711","0.156984","0.418235","1.906814"
"Caso Inmobiliaria(26)","0.263873","0.336977","0.528619","0.240864","0.286299","0.513474","0.137179","0.146499","0.389692","0.123198","0.132227","0.412118","1.140243"
"POOGame(26)","0.260378","0.236786","0.437748","0.21436","0.20271","0.424642","0.145917","0.132518","0.416488","0.152324","0.140674","0.430759","1.32344"
"Sistema de venda de passagens(26)","0.144751","0.133101","0.270572","0.129024","0.12582","0.261834","0.140674","0.132519","0.27028","0.140383","0.13514","0.286008","1.612068"
"Visit Indo(26)","0.216107","0.251058","0.476485","0.187857","0.238534","0.457554","0.148828","0.170381","0.472116","0.169217","0.170673","0.501533","1.444891"
"MasterSoft: Verkauf(26)","0.213777","0.193098","0.360277","0.183196","0.18174","0.345132","0.144751","0.131936","0.30756","0.157275","0.147372","0.345422","1.504598"
"Digital_Video_System(26)","0.382412","0.164264","0.300278","0.182905","0.231252","0.357946","0.091743","0.105433","0.203293","0.101064","0.12116","0.246688","0.261542"
"Bicycle feature model(27)","0.167178","0.136888","0.557743","0.159605","0.126402","0.606091","0.175332","0.13281","0.556578","0.147955","0.126112","0.599975","0.99258"
"PFTest(27)","0.155528","0.100773","0.340471","0.124655","0.090288","0.328239","0.120286","0.08621","0.311638","0.124072","0.09087","0.323871","1.854681"
"body comfort system(27)","0.128441","0.07456","0.600557","0.102812","0.064366","0.581626","0.087083","0.063784","0.539978","0.085628","0.069027","0.577549","1.089275"
"HDD Seagate(27)","0.175624","0.214651","0.597063","0.153198","0.196594","0.58017","0.174749","0.179702","0.501533","0.144751","0.134267","0.525707","1.563139"
"EventosFeijoo(27)","0.197759","0.167178","0.551336","0.174458","0.156984","0.537065","0.162517","0.150867","0.506484","0.177954","0.158441","0.595607","1.028987"
"ScrollingText(27)","0.782007","0.81084","0.533861","0.700748","0.680943","0.479106","0.147081","0.154945","0.45202","0.161935","0.16077","0.475902","2.512324"
"InmobiliatiaCase(27)","0.180867","0.166013","0.522794","0.161353","0.156111","0.578714","0.165138","0.156693","0.511143","0.174167","0.170672","0.549006","0.905787"
"WindFarm(27)","0.208244","0.20038","0.337267","0.132227","0.171547","0.299987","0.122325","0.113588","0.285717","0.10485","0.115917","0.296783","2.883376"
"Sistema de campeonato(27)","0.21436","0.186691","0.509978","0.205914","0.171254","0.484932","0.200962","0.159314","0.464835","0.220476","0.144751","0.454642","1.238395"
"Sistema de Informes por movil(28)","0.135723","0.138343","0.763657","0.111549","0.11417","0.61512","0.170673","0.170673","0.528037","0.097569","0.113587","0.613081","1.922542"
"Guitarra(28)","0.165722","0.159022","0.523668","0.144751","0.16077","0.588616","0.209992","0.192808","0.505319","0.132228","0.138053","0.478815","2.039624"
"Recordatorios(28)","0.203002","0.200089","0.647158","0.223972","0.188147","0.821325","0.168051","0.164557","0.634051","0.172712","0.182031","0.565899","0.643662"
